feature_id,consensus_mz,phylum,kingdom
A15_54908,776.494918,Chlorophyta,Viridiplantae
A15_54921,411.32545,Basidiomycota,Fungi
A15_55021,490.329089,Basidiomycota,Fungi
A15_55255,425.376077,Ascomycota,Fungi
A15_55393,608.39249,Basidiomycota,Fungi
A15_55534,423.361675,Ascomycota,Fungi
A15_55602,413.341135,Basidiomycota,Fungi
A15_55771,471.358659,Basidiomycota,Fungi
A15_55779,457.329531,Basidiomycota,Fungi
A15_55789,408.367906,Methanobacteriota,Archaea
A15_55904,315.231422,Basidiomycota,Fungi
A15_56126,797.546726,Basidiomycota,Fungi
A15_56137,397.309911,Basidiomycota,Fungi
A15_56151,781.448987,Chlorophyta,Viridiplantae
A15_56161,424.319974,Basidiomycota,Fungi
A15_56365,377.320094,Ascomycota,Fungi
A15_56457,634.40849,Pseudomonadota,Bacteria
A15_56809,467.292777,Mucoromycota,Fungi
A15_57033,408.367933,Methanobacteriota,Archaea
A15_57084,413.341114,Basidiomycota,Fungi
A15_57127,797.547476,Basidiomycota,Fungi
A15_57305,490.329198,Basidiomycota,Fungi
A15_57348,430.339606,Basidiomycota,Fungi
A15_57531,388.393328,Ascomycota,Fungi
A15_57628,834.584169,Basidiomycota,Fungi
A15_57662,227.070093,Bacillota,Bacteria
A15_57715,424.319818,Basidiomycota,Fungi
A15_57789,696.482427,Chlorophyta,Viridiplantae
A15_57886,315.231422,Basidiomycota,Fungi
A15_58627,443.315063,Ascomycota,Fungi
A15_58649,797.547899,Basidiomycota,Fungi
A15_58677,336.325575,Bacillota,Bacteria
A15_58829,388.393331,Ascomycota,Fungi
A15_58831,556.421367,Methanobacteriota,Archaea
A15_59093,424.319735,Basidiomycota,Fungi
A15_59643,834.584469,Basidiomycota,Fungi
A15_59649,430.363879,Actinomycetota,Bacteria
A15_6003,625.265304,Pseudomonadota,Bacteria
A15_60071,728.483904,Basidiomycota,Fungi
A15_60169,465.297576,Ascomycota,Fungi
A15_60203,427.320316,Ascomycota,Fungi
A15_60250,505.350415,Basidiomycota,Fungi
A15_60287,388.393349,Ascomycota,Fungi
A15_60334,490.328637,Basidiomycota,Fungi
A15_60552,409.344762,Ascomycota,Fungi
A15_60607,424.319795,Basidiomycota,Fungi
A15_60667,411.325451,Basidiomycota,Fungi
A15_60794,766.52126,Basidiomycota,Fungi
A15_60807,391.299103,Basidiomycota,Fungi
A15_60849,443.315107,Basidiomycota,Fungi
A15_61254,834.584178,Basidiomycota,Fungi
A15_61370,545.323804,Pseudomonadota,Bacteria
A15_61377,377.319743,Ascomycota,Fungi
A15_6138,230.247564,Bacillota,Bacteria
A15_61432,424.282109,Actinomycetota,Bacteria
A15_61530,600.447224,Methanobacteriota,Archaea
A15_61644,430.363795,Actinomycetota,Bacteria
A15_61682,792.535406,Basidiomycota,Fungi
A15_61721,388.393337,Ascomycota,Fungi
A15_61729,409.345766,Ascomycota,Fungi
A15_61877,490.328555,Basidiomycota,Fungi
A15_62217,505.35049,Basidiomycota,Fungi
A15_62276,411.325522,Basidiomycota,Fungi
A15_62392,526.410377,Basidiomycota,Fungi
A15_6249,655.275308,Bacillota,Bacteria
A15_6282,295.226392,Pseudomonadota,Bacteria
A15_62889,424.320184,Basidiomycota,Fungi
A15_62924,648.424299,Pseudomonadota,Bacteria
A15_62991,766.522025,Basidiomycota,Fungi
A15_63106,834.583702,Basidiomycota,Fungi
A15_63367,467.313568,Basidiomycota,Fungi
A15_63494,424.282058,Actinomycetota,Bacteria
A15_63500,409.345547,Ascomycota,Fungi
A15_63840,569.40211,Pseudomonadota,Bacteria
A15_63889,430.363813,Actinomycetota,Bacteria
A15_6391,399.177688,Pseudomonadota,Bacteria
A15_6402,673.39902,Mucoromycota,Fungi
A15_6414,354.283121,Methanobacteriota,Archaea
A15_64219,315.231363,Basidiomycota,Fungi
A15_64232,490.328593,Basidiomycota,Fungi
A15_64233,411.325515,Basidiomycota,Fungi
A15_64339,814.558446,Basidiomycota,Fungi
A15_64984,503.370692,Mucoromycota,Fungi
A15_65072,539.407804,Bacillota,Bacteria
A15_65192,409.346136,Ascomycota,Fungi
A15_65479,684.560233,Methanobacteriota,Archaea
A15_65584,728.484154,Basidiomycota,Fungi
A15_65642,462.35701,Basidiomycota,Fungi
A15_6580,277.215837,Pseudomonadota,Bacteria
A15_6599,696.396866,Basidiomycota,Fungi
A15_66127,490.328649,Basidiomycota,Fungi
A15_66129,494.360326,Arthropoda,Animalia
A15_66220,519.308297,Pseudomonadota,Bacteria
A15_66267,539.407966,Bacillota,Bacteria
A15_66423,505.350547,Basidiomycota,Fungi
A15_66488,395.330489,Basidiomycota,Fungi
A15_66517,375.303925,Ascomycota,Fungi
A15_66555,530.358134,Arthropoda,Animalia
A15_66973,430.363981,Actinomycetota,Bacteria
A15_6698,421.161462,Bacillota,Bacteria
A15_67059,368.315287,Basidiomycota,Fungi
A15_67127,744.480296,Basidiomycota,Fungi
A15_67273,545.323856,Pseudomonadota,Bacteria
A15_67475,409.346137,Ascomycota,Fungi
A15_67775,548.334747,Arthropoda,Animalia
A15_6801,674.41256,Mucoromycota,Fungi
A15_68024,503.370984,Mucoromycota,Fungi
A15_68047,814.558613,Basidiomycota,Fungi
A15_68361,491.372425,Basidiomycota,Fungi
A15_68383,424.282169,Actinomycetota,Bacteria
A15_68568,490.328719,Basidiomycota,Fungi
A15_68570,463.318268,Basidiomycota,Fungi
A15_68592,526.410354,Basidiomycota,Fungi
A15_68862,395.330431,Basidiomycota,Fungi
A15_68893,408.308202,Actinomycetota,Bacteria
A15_69077,485.375352,Basidiomycota,Fungi
A15_69087,742.500858,Ascomycota,Fungi
A15_69098,744.480375,Basidiomycota,Fungi
A15_70118,491.372322,Basidiomycota,Fungi
A15_70179,814.558379,Basidiomycota,Fungi
A15_70227,503.371039,Mucoromycota,Fungi
A15_70503,409.346035,Bacillota,Bacteria
A15_70522,284.294512,Bacillota,Bacteria
A15_70571,411.325429,Ascomycota,Fungi
A15_70602,443.314096,Basidiomycota,Fungi
A15_70622,631.468816,Methanobacteriota,Archaea
A15_71217,505.350076,Basidiomycota,Fungi
A15_71321,395.330483,Basidiomycota,Fungi
A15_71369,488.393898,Basidiomycota,Fungi
A15_7140,625.26537,Pseudomonadota,Bacteria
A15_71727,408.308247,Actinomycetota,Bacteria
A15_7199,697.430785,Bacillota,Bacteria
A15_72124,680.508565,Basidiomycota,Fungi
A15_72392,608.394378,Basidiomycota,Fungi
A15_72393,742.500948,Ascomycota,Fungi
A15_72444,424.320086,Basidiomycota,Fungi
A15_72615,371.100866,Methanobacteriota,Archaea
A15_72632,628.194483,Methanobacteriota,Archaea
A15_72801,411.325414,Ascomycota,Fungi
A15_73007,427.356787,Ascomycota,Fungi
A15_73037,408.308249,Actinomycetota,Bacteria
A15_73609,409.345514,Ascomycota,Fungi
A15_73840,744.48029,Basidiomycota,Fungi
A15_73881,451.318417,Ascomycota,Fungi
A15_73884,371.100886,Methanobacteriota,Archaea
A15_73927,804.494121,Basidiomycota,Fungi
A15_74170,628.194483,Methanobacteriota,Archaea
A15_74337,703.474415,Ascomycota,Fungi
A15_74550,411.325405,Ascomycota,Fungi
A15_74589,539.407736,Bacillota,Bacteria
A15_74933,509.344192,Ascomycota,Fungi
A15_74966,408.308333,Actinomycetota,Bacteria
A15_75187,589.24446,Chlorophyta,Viridiplantae
A15_7540,433.177026,Actinomycetota,Bacteria
A15_75404,518.404659,Ascomycota,Fungi
A15_75565,455.349579,Bacillota,Bacteria
A15_75615,746.531206,Basidiomycota,Fungi
A15_75757,413.341146,Bacillota,Bacteria
A15_75972,427.356785,Ascomycota,Fungi
A15_76253,451.31838,Ascomycota,Fungi
A15_76361,744.481183,Basidiomycota,Fungi
A15_7651,361.199938,Pseudomonadota,Bacteria
A15_76641,395.330556,Ascomycota,Fungi
A15_76655,543.382869,Basidiomycota,Fungi
A15_7698,290.268491,Bacillota,Bacteria
A15_77417,608.394342,Basidiomycota,Fungi
A15_77799,541.422849,Methanobacteriota,Archaea
A15_77911,744.480555,Basidiomycota,Fungi
A15_78170,693.449636,Ascomycota,Fungi
A15_78188,415.35685,Bacillota,Bacteria
A15_78300,483.366788,Ascomycota,Fungi
A15_78381,474.39409,Bacillota,Bacteria
A15_78646,737.423036,Chlorophyta,Viridiplantae
A15_79018,580.33808,Mollusca,Animalia
A15_79360,397.346439,Bacillota,Bacteria
A15_79410,579.383979,Bacillota,Bacteria
A15_79676,677.4582,Ascomycota,Fungi
A15_797,425.156793,Bacillota,Bacteria
A15_79907,430.365003,Bacillota,Bacteria
A15_8025,230.247563,Bacillota,Bacteria
A15_80284,726.468857,Basidiomycota,Fungi
A15_80491,413.265847,Pseudomonadota,Bacteria
A15_8059,536.334698,Basidiomycota,Fungi
A15_80727,703.475066,Ascomycota,Fungi
A15_8087,304.299305,Basidiomycota,Fungi
A15_80923,636.423716,Basidiomycota,Fungi
A15_8189,277.215834,Pseudomonadota,Bacteria
A15_81987,407.293903,Ascomycota,Fungi
A15_82625,441.372278,Ascomycota,Fungi
A15_83064,423.36186,Ascomycota,Fungi
A15_83152,377.319603,Ascomycota,Fungi
A15_83238,392.373076,Actinomycetota,Bacteria
A15_83256,726.468842,Basidiomycota,Fungi
A15_83265,393.314747,Basidiomycota,Fungi
A15_8374,790.587237,Basidiomycota,Fungi
A15_83860,543.355953,Mollusca,Animalia
A15_84228,424.320243,Ascomycota,Fungi
A15_8429,499.314041,Bacillota,Bacteria
A15_84776,393.31476,Basidiomycota,Fungi
A15_8488,365.135521,Bacillota,Bacteria
A15_85550,664.513619,Basidiomycota,Fungi
A15_85868,728.484304,Basidiomycota,Fungi
A15_85968,394.300441,Bacillota,Bacteria
A15_86729,517.354535,Bacillota,Bacteria
A15_86975,409.329709,Basidiomycota,Fungi
A15_86979,687.481428,Ascomycota,Fungi
A15_87646,746.496196,Bacillota,Bacteria
A15_87791,434.324066,Bacillota,Bacteria
A15_87908,711.458154,Basidiomycota,Fungi
A15_8814,228.268343,Bacillota,Bacteria
A15_88476,473.318185,Bacillota,Bacteria
A15_8849,433.236032,Bacillota,Bacteria
A15_88838,742.500809,Actinomycetota,Bacteria
A15_88884,746.496196,Bacillota,Bacteria
A15_89147,393.297145,Bacillota,Bacteria
A15_89216,695.464144,Basidiomycota,Fungi
A15_89294,377.319634,Ascomycota,Fungi
A15_89417,712.490059,Mucoromycota,Fungi
A15_89458,517.355286,Bacillota,Bacteria
A15_89914,473.318089,Bacillota,Bacteria
A15_89986,425.37761,Bacillota,Bacteria
A15_9017,274.273584,Bacillota,Bacteria
A15_90217,728.484996,Basidiomycota,Fungi
A15_90270,687.481228,Ascomycota,Fungi
A15_9045,697.430796,Bacillota,Bacteria
A15_90476,742.500683,Actinomycetota,Bacteria
A15_90873,631.455425,Mucoromycota,Fungi
A15_90966,711.457661,Basidiomycota,Fungi
A15_91830,703.507693,Bacillota,Bacteria
A15_92290,704.008951,Bacillota,Bacteria
A15_92302,730.500983,Basidiomycota,Fungi
A15_9241,361.20002,Pseudomonadota,Bacteria
A15_92622,574.483896,Basidiomycota,Fungi
A15_92672,739.439357,Chlorophyta,Viridiplantae
A15_92962,703.507651,Bacillota,Bacteria
A15_93283,637.969941,Bacillota,Bacteria
A15_93335,497.360825,Bacillota,Bacteria
A15_93353,411.345955,Ascomycota,Fungi
A15_93391,377.319631,Ascomycota,Fungi
A15_93724,678.468938,Bacillota,Bacteria
A15_93900,704.009112,Bacillota,Bacteria
A15_93958,703.507681,Bacillota,Bacteria
A15_94305,663.47901,Bacillota,Bacteria
A15_94624,491.371743,Basidiomycota,Fungi
A15_94751,681.493694,Bacillota,Bacteria
A15_95302,423.361243,Bacillota,Bacteria
A15_95532,818.587464,Basidiomycota,Fungi
A15_95945,844.608411,Ascomycota,Fungi
A15_96082,616.493359,Basidiomycota,Fungi
A15_96491,549.9175,Bacillota,Bacteria
A15_96867,582.416262,Pseudomonadota,Bacteria
A15_96915,725.51945,Bacillota,Bacteria
A15_96958,694.524556,Basidiomycota,Fungi
A15_97018,637.467393,Bacillota,Bacteria
A15_97187,565.387877,Pseudomonadota,Bacteria
A15_97214,661.463659,Bacillota,Bacteria
A15_97609,527.403264,Bacillota,Bacteria
A15_9807,485.193427,Mollusca,Animalia
A15_98145,794.530726,Basidiomycota,Fungi
A15_98165,497.360535,Bacillota,Bacteria
A15_98252,694.502091,Pseudomonadota,Bacteria
A15_98282,756.517427,Basidiomycota,Fungi
A15_98676,725.520239,Bacillota,Bacteria
A15_9874,522.281558,Basidiomycota,Fungi
A15_98753,549.917642,Bacillota,Bacteria
A15_98845,423.361246,Bacillota,Bacteria
A15_99126,491.37181,Basidiomycota,Fungi
A15_99374,564.498285,Basidiomycota,Fungi
A15_99392,798.562245,Basidiomycota,Fungi
A15_99466,694.502119,Pseudomonadota,Bacteria
A15_9993,304.2993,Basidiomycota,Fungi
A15_OE11-3-POS_104493,686.70229,Methanobacteriota,Archaea
A15_OE11-3-POS_106365,749.53154,Methanobacteriota,Archaea
A15_OE11-3-POS_58472,501.37225,Methanobacteriota,Archaea
A15_OE11-3-POS_66332,559.42791,Methanobacteriota,Archaea
A15_OE21-4-POS_187852,668.59673,Thermoproteota,Archaea
A15_OE21-4-POS_194370,689.64137,Methanobacteriota,Archaea
A15_OE21-4-POS_201913,772.65631,Methanobacteriota,Archaea
A15_OE21-4-POS_202776,733.64931,Methanobacteriota,Archaea
A15_OE21-4-POS_203793,649.649,Methanobacteriota,Archaea
A15_OE21-4-POS_204564,793.59233,Thermoproteota,Archaea
A15_OE21-4-POS_217784,670.70486,Methanobacteriota,Archaea
A15_OE21-4-POS_218824,686.70122,Methanobacteriota,Archaea
A15_OE21-4-POS_221738,686.70169,Methanobacteriota,Archaea
A15_OE21-4-POS_223991,670.70566,Methanobacteriota,Archaea
A15_OE21-4-POS_227322,675.66336,Methanobacteriota,Archaea
A15_OE21-4-POS_227397,670.70715,Methanobacteriota,Archaea
A15_OE21-4-POS_228368,818.7721,Methanobacteriota,Archaea
A15_OE21-4-POS_231643,682.70546,Methanobacteriota,Archaea
A15_OE21-4-POS_231775,670.70651,Thermoproteota,Archaea
A15_OE26-1POS_107865,816.75544,Methanobacteriota,Archaea
A15_OE26-1POS_20983,480.38387,Methanobacteriota,Archaea
A15_OE26-1POS_5146,542.41864,Methanobacteriota,Archaea
