feature_id,consensus_mz,phylum,kingdom
A15_10008,426.261239,Pseudomonadota,Bacteria
A15_100210,527.403251,Bacillota,Bacteria
A15_100228,770.531298,Basidiomycota,Fungi
A15_100418,760.511479,Bacillota,Bacteria
A15_100477,681.493409,Bacillota,Bacteria
A15_100526,786.563988,Ascomycota,Fungi
A15_100966,659.48484,Basidiomycota,Fungi
A15_100976,497.360607,Bacillota,Bacteria
A15_100999,694.502045,Pseudomonadota,Bacteria
A15_101197,678.468423,Bacillota,Bacteria
A15_1013,377.194277,Pseudomonadota,Bacteria
A15_101384,692.539713,Mucoromycota,Fungi
A15_101400,700.534984,Basidiomycota,Fungi
A15_101517,608.431332,Pseudomonadota,Bacteria
A15_101815,441.372255,Bacillota,Bacteria
A15_101827,613.38634,Pseudomonadota,Bacteria
A15_101972,798.562666,Basidiomycota,Fungi
A15_10209,365.135469,Bacillota,Bacteria
A15_10218,752.513983,Methanobacteriota,Archaea
A15_102231,786.566299,Ascomycota,Fungi
A15_102532,663.478443,Bacillota,Bacteria
A15_102568,723.498897,Bacillota,Bacteria
A15_102749,500.445932,Bacillota,Bacteria
A15_102766,750.525678,Basidiomycota,Fungi
A15_102943,659.484757,Basidiomycota,Fungi
A15_103027,718.500579,Pseudomonadota,Bacteria
A15_103061,728.485131,Bacillota,Bacteria
A15_10327,230.247565,Bacillota,Bacteria
A15_103477,577.481618,Basidiomycota,Fungi
A15_103592,539.407283,Bacillota,Bacteria
A15_103918,692.539878,Mucoromycota,Fungi
A15_104104,637.466913,Pseudomonadota,Bacteria
A15_104329,575.466426,Basidiomycota,Fungi
A15_10440,437.373229,Bacillota,Bacteria
A15_104405,748.511345,Pseudomonadota,Bacteria
A15_104598,678.469399,Bacillota,Bacteria
A15_105034,766.525636,Bacillota,Bacteria
A15_105118,595.414892,Bacillota,Bacteria
A15_105296,577.48168,Basidiomycota,Fungi
A15_10568,672.409337,Basidiomycota,Fungi
A15_105800,617.474792,Basidiomycota,Fungi
A15_105895,728.587918,Bacillota,Bacteria
A15_106019,582.416302,Pseudomonadota,Bacteria
A15_106349,613.424231,Pseudomonadota,Bacteria
A15_106352,539.407103,Bacillota,Bacteria
A15_106354,748.512175,Pseudomonadota,Bacteria
A15_106388,771.534921,Bacillota,Bacteria
A15_106401,465.408981,Bacillota,Bacteria
A15_106482,338.341228,Bacillota,Bacteria
A15_106592,577.481751,Basidiomycota,Fungi
A15_107062,617.474739,Basidiomycota,Fungi
A15_107389,666.471859,Pseudomonadota,Bacteria
A15_107466,786.564295,Ascomycota,Fungi
A15_107529,728.588395,Bacillota,Bacteria
A15_107730,770.531262,Streptophyta,Viridiplantae
A15_107734,830.589431,Ascomycota,Fungi
A15_10782,499.314354,Bacillota,Bacteria
A15_107972,338.341181,Bacillota,Bacteria
A15_108060,728.588429,Bacillota,Bacteria
A15_108179,673.500851,Basidiomycota,Fungi
A15_108468,617.474618,Basidiomycota,Fungi
A15_108479,748.512086,Pseudomonadota,Bacteria
A15_108589,467.263761,Chlorophyta,Viridiplantae
A15_108788,663.478234,Bacillota,Bacteria
A15_109084,760.550516,Basidiomycota,Fungi
A15_109090,728.485321,Bacillota,Bacteria
A15_109223,577.481796,Basidiomycota,Fungi
A15_1094,295.226458,Pseudomonadota,Bacteria
A15_109419,338.341212,Bacillota,Bacteria
A15_10949,492.329836,Basidiomycota,Fungi
A15_10970,708.488086,Methanobacteriota,Archaea
A15_109734,668.544597,Basidiomycota,Fungi
A15_109929,817.577308,Ascomycota,Fungi
A15_109955,517.343991,Bacillota,Bacteria
A15_11014,532.383237,Methanobacteriota,Archaea
A15_110248,770.531152,Actinomycetota,Bacteria
A15_11045,290.268502,Bacillota,Bacteria
A15_110611,798.56298,Basidiomycota,Fungi
A15_110685,704.484349,Pseudomonadota,Bacteria
A15_11073,704.513695,Methanobacteriota,Archaea
A15_110919,623.446266,Bacillota,Bacteria
A15_111100,771.535443,Bacillota,Bacteria
A15_111682,653.439421,Bacillota,Bacteria
A15_111806,711.48129,Bacillota,Bacteria
A15_111953,693.449838,Bacillota,Bacteria
A15_111954,768.517161,Basidiomycota,Fungi
A15_112008,798.563192,Basidiomycota,Fungi
A15_112100,693.449486,Bacillota,Bacteria
A15_112124,682.464395,Bacillota,Bacteria
A15_112320,840.568565,Actinomycetota,Bacteria
A15_112397,500.446001,Bacillota,Bacteria
A15_112654,666.471801,Pseudomonadota,Bacteria
A15_112788,671.427979,Pseudomonadota,Bacteria
A15_11279,616.462054,Methanobacteriota,Archaea
A15_112849,817.577099,Ascomycota,Fungi
A15_112856,521.455895,Actinomycetota,Bacteria
A15_112952,668.544249,Basidiomycota,Fungi
A15_11298,471.272355,Bacillota,Bacteria
A15_113093,803.588779,Ascomycota,Fungi
A15_113194,840.568068,Actinomycetota,Bacteria
A15_113372,695.459389,Mucoromycota,Fungi
A15_113564,549.410838,Bacillota,Bacteria
A15_113658,667.45459,Bacillota,Bacteria
A15_113794,425.361267,Methanobacteriota,Archaea
A15_114084,645.469289,Bacillota,Bacteria
A15_114202,728.509724,Bacillota,Bacteria
A15_114223,483.41957,Bacillota,Bacteria
A15_114455,712.486638,Mucoromycota,Fungi
A15_114528,338.341254,Bacillota,Bacteria
A15_114644,661.462886,Bacillota,Bacteria
A15_114719,465.409177,Bacillota,Bacteria
A15_11523,485.193383,Mollusca,Animalia
A15_115769,673.500478,Basidiomycota,Fungi
A15_115829,505.402391,Bacillota,Bacteria
A15_115980,521.455915,Actinomycetota,Bacteria
A15_116091,483.419614,Bacillota,Bacteria
A15_116196,667.454206,Bacillota,Bacteria
A15_116216,714.505428,Bacillota,Bacteria
A15_11632,299.257689,Bacillota,Bacteria
A15_117202,564.498086,Basidiomycota,Fungi
A15_117328,694.556585,Mucoromycota,Fungi
A15_117364,661.462793,Bacillota,Bacteria
A15_117583,714.506679,Bacillota,Bacteria
A15_117663,521.455887,Actinomycetota,Bacteria
A15_118043,376.378063,Actinomycetota,Bacteria
A15_118198,689.436537,Bacillota,Bacteria
A15_118243,840.597751,Chlorophyta,Viridiplantae
A15_118297,746.531567,Pseudomonadota,Bacteria
A15_118351,491.426796,Bacillota,Bacteria
A15_11845,660.488057,Methanobacteriota,Archaea
A15_118691,521.455921,Actinomycetota,Bacteria
A15_118782,495.440337,Bacillota,Bacteria
A15_11915,387.215762,Pseudomonadota,Bacteria
A15_119291,376.378069,Actinomycetota,Bacteria
A15_119376,645.469213,Bacillota,Bacteria
A15_119443,650.476311,Heterolobosea,Protists
A15_11958,426.261116,Pseudomonadota,Bacteria
A15_11967,300.289266,Bacillota,Bacteria
A15_119689,820.523688,Basidiomycota,Fungi
A15_120005,599.465562,Basidiomycota,Fungi
A15_120026,814.543462,Actinomycetota,Bacteria
A15_120082,679.452304,Bacillota,Bacteria
A15_120157,447.346173,Bacillota,Bacteria
A15_12032,304.299292,Basidiomycota,Fungi
A15_12035,625.265253,Pseudomonadota,Bacteria
A15_120377,645.469251,Bacillota,Bacteria
A15_12043,636.398845,Actinomycetota,Bacteria
A15_120530,672.462679,Bacillota,Bacteria
A15_120559,714.505597,Bacillota,Bacteria
A15_120582,539.465925,Actinomycetota,Bacteria
A15_12065,326.304457,Methanobacteriota,Archaea
A15_120895,505.402104,Bacillota,Bacteria
A15_121059,495.440286,Bacillota,Bacteria
A15_121094,465.408892,Bacillota,Bacteria
A15_121131,507.440371,Bacillota,Bacteria
A15_121224,600.498462,Basidiomycota,Fungi
A15_121387,672.463768,Bacillota,Bacteria
A15_121545,645.469026,Bacillota,Bacteria
A15_12165,488.357601,Methanobacteriota,Archaea
A15_121988,694.501333,Bacillota,Bacteria
A15_12217,477.280073,Ascomycota,Fungi
A15_122260,651.536077,Ascomycota,Fungi
A15_122289,704.48659,Pseudomonadota,Bacteria
A15_122529,734.530728,Pseudomonadota,Bacteria
A15_12258,290.268525,Bacillota,Bacteria
A15_123320,521.456097,Actinomycetota,Bacteria
A15_123412,524.416409,Bacillota,Bacteria
A15_123449,803.597723,Ascomycota,Fungi
A15_123487,814.541938,Actinomycetota,Bacteria
A15_123498,629.476162,Ascomycota,Fungi
A15_123722,651.535999,Ascomycota,Fungi
A15_123753,523.412432,Bacillota,Bacteria
A15_123777,454.424861,Bacillota,Bacteria
A15_124540,803.597686,Ascomycota,Fungi
A15_124565,801.582217,Ascomycota,Fungi
A15_124647,498.430387,Bacillota,Bacteria
A15_124726,734.530606,Pseudomonadota,Bacteria
A15_124941,599.501771,Basidiomycota,Fungi
A15_124965,704.487391,Pseudomonadota,Bacteria
A15_12512,532.383113,Methanobacteriota,Archaea
A15_125160,645.523767,Bacillota,Bacteria
A15_125449,758.496244,Ascomycota,Fungi
A15_125655,285.241779,Bacillota,Bacteria
A15_125749,533.455619,Bacillota,Bacteria
A15_125799,645.468362,Bacillota,Bacteria
A15_125900,801.582816,Ascomycota,Fungi
A15_125908,804.479274,Bacillota,Bacteria
A15_125928,535.471433,Actinomycetota,Bacteria
A15_125935,653.546288,Ascomycota,Fungi
A15_126163,599.501609,Basidiomycota,Fungi
A15_126176,454.424735,Bacillota,Bacteria
A15_12619,311.257378,Pseudomonadota,Bacteria
A15_126322,599.50188,Basidiomycota,Fungi
A15_126467,645.524099,Bacillota,Bacteria
A15_126562,746.494849,Bacillota,Bacteria
A15_126660,698.475898,Basidiomycota,Fungi
A15_126709,602.515302,Basidiomycota,Fungi
A15_127012,648.459523,Bacillota,Bacteria
A15_127172,636.459796,Bacillota,Bacteria
A15_127417,758.496662,Ascomycota,Fungi
A15_127920,748.511546,Streptophyta,Viridiplantae
A15_127952,712.514395,Bacillota,Bacteria
A15_127961,670.561162,Basidiomycota,Fungi
A15_127976,599.502235,Basidiomycota,Fungi
A15_127984,759.533644,Bacillota,Bacteria
A15_128188,709.480113,Bacillota,Bacteria
A15_128244,645.524293,Bacillota,Bacteria
A15_128339,740.522962,Basidiomycota,Fungi
A15_128399,818.493599,Bacillota,Bacteria
A15_128423,698.474867,Basidiomycota,Fungi
A15_12843,302.304948,Bacillota,Bacteria
A15_128554,436.357163,Bacillota,Bacteria
A15_128581,819.591074,Pseudomonadota,Bacteria
A15_1286,377.194038,Pseudomonadota,Bacteria
A15_128755,633.510708,Mucoromycota,Fungi
A15_128835,650.47701,Pseudomonadota,Bacteria
A15_128844,605.475576,Actinomycetota,Bacteria
A15_128946,828.553513,Actinomycetota,Bacteria
A15_128987,535.47148,Actinomycetota,Bacteria
A15_129005,748.511448,Streptophyta,Viridiplantae
A15_129285,599.502924,Basidiomycota,Fungi
A15_129449,521.456038,Bacillota,Bacteria
A15_129484,495.440251,Bacillota,Bacteria
A15_12958,285.241881,Pseudomonadota,Bacteria
A15_129598,677.474992,Bacillota,Bacteria
A15_129744,460.414136,Bacillota,Bacteria
A15_129767,436.357141,Bacillota,Bacteria
A15_129842,731.422582,Bacillota,Bacteria
A15_129944,822.562525,Ascomycota,Fungi
A15_130088,709.485407,Bacillota,Bacteria
A15_130192,726.528236,Bacillota,Bacteria
A15_13032,672.40904,Basidiomycota,Fungi
A15_130372,605.475709,Streptophyta,Viridiplantae
A15_130383,509.457622,Bacillota,Bacteria
A15_130384,681.469324,Bacillota,Bacteria
A15_130385,703.451381,Bacillota,Bacteria
A15_130387,722.496027,Bacillota,Bacteria
A15_130388,725.434113,Bacillota,Bacteria
A15_130392,602.515377,Basidiomycota,Fungi
A15_130421,801.581599,Ascomycota,Fungi
A15_130445,650.477026,Pseudomonadota,Bacteria
A15_130455,710.495774,Bacillota,Bacteria
A15_130488,803.597041,Ascomycota,Fungi
A15_130561,645.523951,Bacillota,Bacteria
A15_130594,285.241758,Bacillota,Bacteria
A15_130635,523.47149,Bacillota,Bacteria
A15_130637,693.46928,Bacillota,Bacteria
A15_130638,715.452014,Bacillota,Bacteria
A15_130709,748.511337,Streptophyta,Viridiplantae
A15_130746,521.455954,Bacillota,Bacteria
A15_130816,698.498212,Bacillota,Bacteria
A15_130903,711.499778,Bacillota,Bacteria
A15_130935,772.548545,Bacillota,Bacteria
A15_130952,828.554051,Actinomycetota,Bacteria
A15_130975,581.398446,Bacillota,Bacteria
A15_131094,726.52811,Bacillota,Bacteria
A15_131188,746.498223,Bacillota,Bacteria
A15_131397,810.603369,Ascomycota,Fungi
A15_131413,740.522031,Bacillota,Bacteria
A15_131431,702.506767,Actinomycetota,Bacteria
A15_131433,509.457682,Bacillota,Bacteria
A15_131560,661.463106,Bacillota,Bacteria
A15_131698,736.57145,Actinomycetota,Bacteria
A15_131761,454.424507,Bacillota,Bacteria
A15_131890,605.475968,Streptophyta,Viridiplantae
A15_132038,801.581631,Ascomycota,Fungi
A15_132433,676.490832,Pseudomonadota,Bacteria
A15_132459,803.596715,Ascomycota,Fungi
A15_132702,736.513635,Bacillota,Bacteria
A15_132742,718.560523,Basidiomycota,Fungi
A15_132809,717.467842,Bacillota,Bacteria
A15_132991,523.471707,Bacillota,Bacteria
A15_133023,739.526557,Bacillota,Bacteria
A15_133049,602.515393,Basidiomycota,Fungi
A15_133116,677.475095,Bacillota,Bacteria
A15_133149,725.514312,Bacillota,Bacteria
A15_133203,780.542492,Basidiomycota,Fungi
A15_133291,712.514114,Bacillota,Bacteria
A15_133499,648.459489,Bacillota,Bacteria
A15_133513,828.553913,Actinomycetota,Bacteria
A15_13366,303.3083,Bacillota,Bacteria
A15_133886,678.50734,Pseudomonadota,Bacteria
A15_133954,694.501433,Bacillota,Bacteria
A15_133981,535.471546,Bacillota,Bacteria
A15_134053,409.382436,Bacillota,Bacteria
A15_134058,718.560495,Basidiomycota,Fungi
A15_134059,736.513633,Bacillota,Bacteria
A15_134089,724.513768,Bacillota,Bacteria
A15_134090,561.487228,Actinomycetota,Bacteria
A15_134145,710.496821,Bacillota,Bacteria
A15_134193,661.463236,Bacillota,Bacteria
A15_134202,801.581575,Ascomycota,Fungi
A15_134230,285.241811,Bacillota,Bacteria
A15_134646,828.552806,Actinomycetota,Bacteria
A15_134747,810.602167,Ascomycota,Fungi
A15_134776,602.51545,Basidiomycota,Fungi
A15_134820,717.52405,Pseudomonadota,Bacteria
A15_13487,440.276554,Bacillota,Bacteria
A15_134912,712.513942,Bacillota,Bacteria
A15_135044,796.535282,Bacillota,Bacteria
A15_135180,504.476519,Basidiomycota,Fungi
A15_135303,746.500171,Bacillota,Bacteria
A15_135472,725.560063,Basidiomycota,Fungi
A15_135486,765.536242,Bacillota,Bacteria
A15_135591,704.523351,Pseudomonadota,Bacteria
A15_135695,670.559866,Basidiomycota,Fungi
A15_135723,521.456065,Bacillota,Bacteria
A15_135969,535.471623,Actinomycetota,Bacteria
A15_136020,678.507285,Pseudomonadota,Bacteria
A15_136021,561.48727,Basidiomycota,Fungi
A15_136326,523.471785,Bacillota,Bacteria
A15_136453,719.461518,Basidiomycota,Fungi
A15_136468,810.603558,Ascomycota,Fungi
A15_136488,605.475683,Streptophyta,Viridiplantae
A15_136490,662.474907,Bacillota,Bacteria
A15_136544,650.47658,Pseudomonadota,Bacteria
A15_136547,729.467912,Bacillota,Bacteria
A15_136623,549.486907,Actinomycetota,Bacteria
A15_136650,697.479249,Basidiomycota,Fungi
A15_136672,657.505847,Ascomycota,Fungi
A15_136990,695.485665,Bacillota,Bacteria
A15_13713,426.26131,Pseudomonadota,Bacteria
A15_137176,712.514414,Bacillota,Bacteria
A15_137341,760.550672,Bacillota,Bacteria
A15_137389,704.523432,Pseudomonadota,Bacteria
A15_137394,535.471581,Bacillota,Bacteria
A15_137683,803.596539,Ascomycota,Fungi
A15_13782,304.299269,Basidiomycota,Fungi
A15_137865,597.429899,Bacillota,Bacteria
A15_13788,299.257619,Bacillota,Bacteria
A15_137944,549.486755,Actinomycetota,Bacteria
A15_13798,356.278375,Methanobacteriota,Archaea
A15_137986,662.475054,Bacillota,Bacteria
A15_137995,677.476177,Bacillota,Bacteria
A15_138026,670.559648,Basidiomycota,Fungi
A15_138107,678.507889,Pseudomonadota,Bacteria
A15_138143,599.502669,Basidiomycota,Fungi
A15_138185,746.499326,Bacillota,Bacteria
A15_138196,700.492366,Bacillota,Bacteria
A15_138335,675.541312,Bacillota,Bacteria
A15_138414,765.536636,Bacillota,Bacteria
A15_138427,724.511851,Bacillota,Bacteria
A15_138444,648.459356,Bacillota,Bacteria
A15_138580,521.456034,Bacillota,Bacteria
A15_138584,504.476631,Basidiomycota,Fungi
A15_138605,547.471739,Pseudomonadota,Bacteria
A15_138667,818.492734,Bacillota,Bacteria
A15_138675,829.555432,Discosea,Protists
A15_138691,768.552763,Ascomycota,Fungi
A15_138772,772.549092,Pseudomonadota,Bacteria
A15_138842,696.49476,Bacillota,Bacteria
A15_13886,365.135508,Bacillota,Bacteria
A15_1389,293.21061,Bacillota,Bacteria
A15_139053,700.491167,Bacillota,Bacteria
A15_139174,700.490853,Bacillota,Bacteria
A15_139311,549.486793,Actinomycetota,Bacteria
A15_13944,503.332239,Ascomycota,Fungi
A15_13954,240.268091,Bacillota,Bacteria
A15_139541,636.459204,Bacillota,Bacteria
A15_139573,442.33095,Bacillota,Bacteria
A15_139596,733.439952,Bacillota,Bacteria
A15_139611,738.588394,Actinomycetota,Bacteria
A15_139645,285.241739,Bacillota,Bacteria
A15_139668,556.471999,Bacillota,Bacteria
A15_139756,657.506199,Ascomycota,Fungi
A15_139845,662.475045,Bacillota,Bacteria
A15_139856,599.502651,Basidiomycota,Fungi
A15_139960,717.46792,Bacillota,Bacteria
A15_140044,739.524145,Bacillota,Bacteria
A15_140045,650.475677,Bacillota,Bacteria
A15_140050,739.450211,Bacillota,Bacteria
A15_140194,670.559417,Basidiomycota,Fungi
A15_140224,561.487247,Bacillota,Bacteria
A15_140277,714.505962,Basidiomycota,Fungi
A15_140514,523.471745,Bacillota,Bacteria
A15_140580,746.49943,Bacillota,Bacteria
A15_140689,766.535614,Ascomycota,Fungi
A15_140716,783.528912,Basidiomycota,Fungi
A15_140781,803.596621,Ascomycota,Fungi
A15_140939,780.575203,Bacillota,Bacteria
A15_141035,548.503158,Basidiomycota,Fungi
A15_141132,684.456634,Bacillota,Bacteria
A15_141208,631.490794,Ascomycota,Fungi
A15_14121,467.240463,Pseudomonadota,Bacteria
A15_141266,636.459356,Bacillota,Bacteria
A15_141332,699.517296,Bacillota,Bacteria
A15_141378,587.441814,Bacillota,Bacteria
A15_141459,442.330765,Bacillota,Bacteria
A15_14163,697.430504,Bacillota,Bacteria
A15_141700,521.455989,Bacillota,Bacteria
A15_141711,652.549541,Basidiomycota,Fungi
A15_141745,724.511952,Pseudomonadota,Bacteria
A15_141756,599.502413,Basidiomycota,Fungi
A15_141842,586.437458,Bacillota,Bacteria
A15_141882,773.516011,Bacillota,Bacteria
A15_141910,814.543644,Actinomycetota,Bacteria
A15_142007,549.486813,Actinomycetota,Bacteria
A15_142166,803.596764,Ascomycota,Fungi
A15_142538,599.502623,Basidiomycota,Fungi
A15_142630,734.5354,Pseudomonadota,Bacteria
A15_142718,523.471671,Bacillota,Bacteria
A15_142764,721.5033,Bacillota,Bacteria
A15_142780,722.498899,Bacillota,Bacteria
A15_142798,652.549958,Basidiomycota,Fungi
A15_142874,762.564957,Pseudomonadota,Bacteria
A15_142968,561.487248,Basidiomycota,Fungi
A15_143257,762.526716,Bacillota,Bacteria
A15_143264,548.50314,Basidiomycota,Fungi
A15_143305,650.475264,Bacillota,Bacteria
A15_143414,586.437426,Bacillota,Bacteria
A15_143508,773.516274,Bacillota,Bacteria
A15_143605,636.459644,Pseudomonadota,Bacteria
A15_14367,617.383966,Bacillota,Bacteria
A15_143720,803.596699,Ascomycota,Fungi
A15_143776,804.609244,Pseudomonadota,Bacteria
A15_14382,675.418379,Basidiomycota,Fungi
A15_143857,723.539488,Bacillota,Bacteria
A15_143941,600.520029,Bacillota,Bacteria
A15_144114,762.526866,Bacillota,Bacteria
A15_144295,652.54986,Basidiomycota,Fungi
A15_144337,654.566317,Basidiomycota,Fungi
A15_144421,561.487448,Pseudomonadota,Bacteria
A15_144628,816.551219,Discosea,Protists
A15_144632,776.578263,Pseudomonadota,Bacteria
A15_144677,762.526353,Bacillota,Bacteria
A15_144690,650.475425,Bacillota,Bacteria
A15_144702,801.582644,Ascomycota,Fungi
A15_144730,730.538745,Actinomycetota,Bacteria
A15_144776,548.503178,Basidiomycota,Fungi
A15_144784,692.522343,Actinomycetota,Bacteria
A15_14492,337.272943,Basidiomycota,Fungi
A15_144922,521.456073,Bacillota,Bacteria
A15_144949,754.537486,Actinomycetota,Bacteria
A15_144998,599.502654,Basidiomycota,Fungi
A15_145036,586.437408,Bacillota,Bacteria
A15_145248,468.440687,Bacillota,Bacteria
A15_145407,409.382345,Bacillota,Bacteria
A15_14542,542.323122,Ascomycota,Fungi
A15_145424,662.474531,Bacillota,Bacteria
A15_145442,677.55565,Bacillota,Bacteria
A15_145467,714.506137,Basidiomycota,Fungi
A15_145642,773.545613,Actinomycetota,Bacteria
A15_145799,750.526629,Pseudomonadota,Bacteria
A15_145865,801.577091,Basidiomycota,Fungi
A15_14591,303.308334,Bacillota,Bacteria
A15_145991,777.466898,Pseudomonadota,Bacteria
A15_146013,762.526892,Bacillota,Bacteria
A15_146081,552.499193,Bacillota,Bacteria
A15_146108,311.257435,Pseudomonadota,Bacteria
A15_146142,719.464763,Bacillota,Bacteria
A15_146186,774.566105,Pseudomonadota,Bacteria
A15_146196,692.522077,Actinomycetota,Bacteria
A15_146244,803.596538,Ascomycota,Fungi
A15_146249,783.571522,Basidiomycota,Fungi
A15_146317,561.487198,Pseudomonadota,Bacteria
A15_14633,302.304975,Bacillota,Bacteria
A15_146373,723.541442,Bacillota,Bacteria
A15_146418,599.502613,Basidiomycota,Fungi
A15_146545,721.50334,Bacillota,Bacteria
A15_146565,712.513248,Pseudomonadota,Bacteria
A15_146618,786.578264,Basidiomycota,Fungi
A15_146631,548.503003,Basidiomycota,Fungi
A15_146641,518.492215,Basidiomycota,Fungi
A15_146650,804.609876,Pseudomonadota,Bacteria
A15_146780,536.474749,Bacillota,Bacteria
A15_14689,478.292488,Basidiomycota,Fungi
A15_146927,535.471405,Bacillota,Bacteria
A15_146960,662.474713,Pseudomonadota,Bacteria
A15_147107,600.520137,Bacillota,Bacteria
A15_147295,650.475499,Bacillota,Bacteria
A15_147379,766.550105,Pseudomonadota,Bacteria
A15_14748,440.27654,Bacillota,Bacteria
A15_147484,311.257446,Pseudomonadota,Bacteria
A15_147489,741.489494,Actinomycetota,Bacteria
A15_147559,832.507988,Bacillota,Bacteria
A15_14760,573.358013,Bacillota,Bacteria
A15_147603,690.503453,Pseudomonadota,Bacteria
A15_147646,756.553685,Bacillota,Bacteria
A15_147652,762.527102,Bacillota,Bacteria
A15_147748,782.566951,Basidiomycota,Fungi
A15_147762,714.506336,Basidiomycota,Fungi
A15_147807,732.518322,Bacillota,Bacteria
A15_147964,561.487173,Pseudomonadota,Bacteria
A15_148052,801.582828,Ascomycota,Fungi
A15_148101,535.471386,Bacillota,Bacteria
A15_148111,774.527443,Basidiomycota,Fungi
A15_148243,523.471515,Bacillota,Bacteria
A15_148360,659.520604,Basidiomycota,Fungi
A15_148412,755.56018,Actinomycetota,Bacteria
A15_148446,536.474278,Bacillota,Bacteria
A15_148457,676.490317,Bacillota,Bacteria
A15_148530,664.489373,Bacillota,Bacteria
A15_148852,530.492477,Basidiomycota,Fungi
A15_148895,692.521051,Actinomycetota,Bacteria
A15_148926,755.556556,Actinomycetota,Bacteria
A15_148934,311.25744,Pseudomonadota,Bacteria
A15_149031,746.500548,Bacillota,Bacteria
A15_149061,782.56703,Basidiomycota,Fungi
A15_149082,566.513148,Basidiomycota,Fungi
A15_149115,756.554978,Bacillota,Bacteria
A15_149119,526.48256,Bacillota,Bacteria
A15_149283,714.506283,Basidiomycota,Fungi
A15_149297,828.553086,Actinomycetota,Bacteria
A15_149301,781.550202,Mucoromycota,Fungi
A15_149341,749.517449,Pseudomonadota,Bacteria
A15_149360,723.514798,Bacillota,Bacteria
A15_149371,712.489942,Bacillota,Bacteria
A15_149487,690.504044,Pseudomonadota,Bacteria
A15_149495,721.503283,Pseudomonadota,Bacteria
A15_149594,726.527814,Bacillota,Bacteria
A15_149595,743.484014,Pseudomonadota,Bacteria
A15_149678,549.48702,Pseudomonadota,Bacteria
A15_149733,518.492695,Basidiomycota,Fungi
A15_149768,745.500199,Bacillota,Bacteria
A15_149774,700.526353,Bacillota,Bacteria
A15_149858,311.257435,Pseudomonadota,Bacteria
A15_149869,575.503018,Pseudomonadota,Bacteria
A15_149899,586.437553,Bacillota,Bacteria
A15_149917,762.527298,Bacillota,Bacteria
A15_149946,709.500772,Bacillota,Bacteria
A15_149948,731.483248,Bacillota,Bacteria
A15_150137,678.506717,Actinomycetota,Bacteria
A15_150175,774.565966,Pseudomonadota,Bacteria
A15_150337,523.471587,Bacillota,Bacteria
A15_150483,676.490453,Bacillota,Bacteria
A15_150512,755.559756,Actinomycetota,Bacteria
A15_150539,764.543789,Pseudomonadota,Bacteria
A15_150541,688.491037,Streptophyta,Viridiplantae
A15_150569,692.520944,Actinomycetota,Bacteria
A15_150575,738.528527,Pseudomonadota,Bacteria
A15_150587,726.529534,Bacillota,Bacteria
A15_15060,365.135502,Bacillota,Bacteria
A15_150603,664.489426,Bacillota,Bacteria
A15_150684,747.516222,Pseudomonadota,Bacteria
A15_150711,756.554933,Bacillota,Bacteria
A15_150916,755.556177,Actinomycetota,Bacteria
A15_150930,657.506289,Basidiomycota,Fungi
A15_15101,556.28997,Bacillota,Bacteria
A15_151072,563.50289,Actinomycetota,Bacteria
A15_151106,586.437287,Bacillota,Bacteria
A15_151172,654.565973,Basidiomycota,Fungi
A15_15121,325.27307,Pseudomonadota,Bacteria
A15_151257,549.487102,Pseudomonadota,Bacteria
A15_1513,309.205258,Pseudomonadota,Bacteria
A15_151331,740.531298,Pseudomonadota,Bacteria
A15_151392,518.492655,Basidiomycota,Fungi
A15_151450,697.478853,Bacillota,Bacteria
A15_151533,540.497715,Bacillota,Bacteria
A15_151654,311.25746,Pseudomonadota,Bacteria
A15_151670,775.531828,Pseudomonadota,Bacteria
A15_151730,601.518392,Basidiomycota,Fungi
A15_151731,826.597102,Ascomycota,Fungi
A15_151768,575.503192,Pseudomonadota,Bacteria
A15_151821,678.506595,Actinomycetota,Bacteria
A15_151993,776.569156,Pseudomonadota,Bacteria
A15_152284,535.471516,Bacillota,Bacteria
A15_152325,702.50596,Bacillota,Bacteria
A15_152326,749.517588,Pseudomonadota,Bacteria
A15_152414,738.528509,Pseudomonadota,Bacteria
A15_152520,724.488396,Pseudomonadota,Bacteria
A15_152540,518.492691,Basidiomycota,Fungi
A15_152676,676.490626,Bacillota,Bacteria
A15_152697,830.565765,Discosea,Protists
A15_152777,820.588977,Basidiomycota,Fungi
A15_152948,526.482755,Bacillota,Bacteria
A15_153010,551.50277,Bacillota,Bacteria
A15_153021,696.495777,Bacillota,Bacteria
A15_153034,549.487079,Pseudomonadota,Bacteria
A15_153085,774.528358,Pseudomonadota,Bacteria
A15_153086,805.554422,Ascomycota,Fungi
A15_153411,776.578597,Pseudomonadota,Bacteria
A15_153528,678.506574,Actinomycetota,Bacteria
A15_153569,676.490703,Bacillota,Bacteria
A15_153620,697.479045,Bacillota,Bacteria
A15_153652,775.531573,Pseudomonadota,Bacteria
A15_153686,727.533603,Bacillota,Bacteria
A15_153885,793.572191,Pseudomonadota,Bacteria
A15_154002,690.505881,Bacillota,Bacteria
A15_154007,657.506212,Basidiomycota,Fungi
A15_154079,783.531278,Bacillota,Bacteria
A15_154109,563.502832,Actinomycetota,Bacteria
A15_154117,746.493036,Bacillota,Bacteria
A15_154126,549.487126,Pseudomonadota,Bacteria
A15_154166,535.471559,Bacillota,Bacteria
A15_154218,551.502883,Bacillota,Bacteria
