feature_id,phylum,kingdom,annotation_molecular_species,annotation_class_verbatim,annotation_class_normalised,annotation_superclass,annotation_source,annotation_tier,annotation_level
NEG_42195,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_26047,Arthropoda,Animalia,Cer(d16:1_16:1),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_36941,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_28221,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36623,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_22420,Arthropoda,Animalia,MGMG(15:1),MGMG,MGMG,Glycerolipids,LipidSearch,Gold,4
NEG_36224,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_5599,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_10579,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_9180,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_21253,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_14096,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_36625,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_5738,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_12052,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_51552,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_69844,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_42328,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_37900,Arthropoda,Animalia,Cer(d16:1_22:2),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_14942,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_32665,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_72056,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_8366,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_31369,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_23587,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_7203,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_37136,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_50978,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_51178,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_25651,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_44034,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36845,Arthropoda,Animalia,,MGDG,MGDG,Glycerolipids,MS2_diagnostic,Bronze,2
NEG_14883,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_5806,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_52117,Arthropoda,Animalia,SM(d32:1),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_45501,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_10084,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_8027,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_30544,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_69775,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_9415,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_6295,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_30141,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36947,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_84725,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_9261,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_4868,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_42184,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_103834,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_8365,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_63520,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_11724,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_8566,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_14365,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_65855,Arthropoda,Animalia,SM(d37:2),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_35685,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_39702,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_40416,Arthropoda,Animalia,Cer(d16:1_23:1),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_86900,Arthropoda,Animalia,,MGDG,MGDG,Glycerolipids,MS2_diagnostic,Bronze,2
NEG_3435,Arthropoda,Animalia,FA(21:4),FA,FA,Fatty acyls,LipidSearch,Bronze,3
NEG_32538,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_10371,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_2286,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_31967,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_36341,Arthropoda,Animalia,Cer(d14:1_23:0),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_89550,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_29839,Arthropoda,Animalia,OAHFA(18:1_20:5),OAHFA,OAHFA,Fatty acyls,LipidSearch,Gold,4
NEG_44515,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_33814,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_13271,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_113723,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_44514,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_2177,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_30155,Arthropoda,Animalia,OAHFA(18:1_20:4),OAHFA,OAHFA,Fatty acyls,LipidSearch,Gold,4
NEG_114206,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_47097,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_13865,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_23128,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_35393,Arthropoda,Animalia,Cer(d16:1_24:1),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_18543,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_26598,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_42339,Arthropoda,Animalia,Cer(d16:2_24:1),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_52548,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_31174,Arthropoda,Animalia,Cer(d16:1_22:1),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_19475,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_28362,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_39996,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_7878,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_57957,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_45636,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_23881,Arthropoda,Animalia,OAHFA(16:1_18:1),OAHFA,OAHFA,Fatty acyls,LipidSearch,Gold,4
NEG_14274,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_15132,Arthropoda,Animalia,FA(30:5)+O:(s),FA,FA,Fatty acyls,LipidSearch,Bronze,3
NEG_8565,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_11947,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_14518,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_49200,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_47477,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_4615,Arthropoda,Animalia,,Glycolipid,Glycolipid,Glycerolipids,MS2_diagnostic,Bronze,2
NEG_23882,Arthropoda,Animalia,OAHFA(16:1_18:1),OAHFA,OAHFA,Fatty acyls,LipidSearch,Gold,4
NEG_12079,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_31979,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_69090,Arthropoda,Animalia,SM(d38:2),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_35730,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_5818,Arthropoda,Animalia,,SQDG,SQDG,Glycerolipids,MS2_diagnostic,Bronze,2
NEG_44972,Arthropoda,Animalia,Cer(d18:2_23:0),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_11694,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_113765,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_70978,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_20802,Arthropoda,Animalia,PE(3:0_16:1),PE,PE,Glycerophospholipids,LipidSearch,Bronze,3
NEG_6179,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_18012,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_44813,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_103872,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_38438,Arthropoda,Animalia,,MGDG,MGDG,Glycerolipids,MS2_diagnostic,Bronze,2
NEG_44799,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_38098,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_6267,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_4617,Arthropoda,Animalia,,Glycolipid,Glycolipid,Glycerolipids,MS2_diagnostic,Bronze,2
NEG_74749,Arthropoda,Animalia,PC(O-16:0_21:4),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
NEG_14671,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_40449,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36342,Arthropoda,Animalia,Cer(d14:1_23:0),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_63896,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_40600,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_55854,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_88036,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_87257,Arthropoda,Animalia,,MGDG,MGDG,Glycerolipids,MS2_diagnostic,Bronze,2
NEG_63286,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_5356,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_100085,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_45151,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_73481,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_66766,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_115451,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_13272,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_81283,Arthropoda,Animalia,SM(d42:2),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_7429,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_57938,Arthropoda,Animalia,SM(d34:0),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_12050,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_14828,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_36684,Arthropoda,Animalia,,MGDG,MGDG,Glycerolipids,MS2_diagnostic,Bronze,2
NEG_46499,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_57532,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_70976,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_38421,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_61964,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_46507,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_41896,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_37742,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_14520,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_46578,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_44283,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_8822,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_33489,Arthropoda,Animalia,OAHFA(20:3_20:5),OAHFA,OAHFA,Fatty acyls,LipidSearch,Bronze,3
NEG_2676,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_35905,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_87610,Arthropoda,Animalia,,MGDG,MGDG,Glycerolipids,MS2_diagnostic,Bronze,2
NEG_51401,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_47632,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_10276,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_13209,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_9326,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_30240,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_23925,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_12005,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_6943,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_44821,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_89400,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_68626,Arthropoda,Animalia,SM(d38:3),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_66083,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_28224,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_11779,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_24434,Arthropoda,Animalia,LPC(O-17:1),LPC,LPC,Glycerophospholipids,LipidSearch,Gold,4
NEG_5942,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_35951,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_101542,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_63895,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_23929,Arthropoda,Animalia,PE(4:0_17:1),PE,PE,Glycerophospholipids,LipidSearch,Bronze,3
NEG_114251,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_38477,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_90778,Arthropoda,Animalia,,MGDG,MGDG,Glycerolipids,MS2_diagnostic,Bronze,2
NEG_90597,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_54789,Arthropoda,Animalia,SM(d33:1),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_119969,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_51877,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_33805,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_51492,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_21041,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_119935,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_15951,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_42951,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_25881,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_11896,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_2613,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_65856,Arthropoda,Animalia,SM(d37:2),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_51093,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_56284,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36523,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_39931,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_32214,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_66788,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_67253,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_44651,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_45147,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_51092,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_20875,Arthropoda,Animalia,Cer(d14:1_18:1),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_31056,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_39070,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_33133,Arthropoda,Animalia,OAHFA(20:4_20:5),OAHFA,OAHFA,Fatty acyls,LipidSearch,Gold,4
NEG_54790,Arthropoda,Animalia,SM(d33:1),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_52134,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36258,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_25806,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_18998,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_92174,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_33862,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_86552,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_96880,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_95623,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_22296,Arthropoda,Animalia,,PS,PS,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_48025,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_14095,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_15938,Arthropoda,Animalia,LPE(P-18:0),LPE,LPE,Glycerophospholipids,LipidSearch,Bronze,3
NEG_26503,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_29713,Arthropoda,Animalia,Cer(d16:1_18:1),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_49690,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_9229,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_34610,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_72306,Arthropoda,Animalia,SM(d39:2),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_55195,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_2677,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_30153,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_35647,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_6765,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_109670,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_24821,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_69613,Arthropoda,Animalia,SM(d38:1),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_40931,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36958,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_48183,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_6136,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36686,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_16552,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_9030,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_56278,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36042,Arthropoda,Animalia,Cer(d18:1_19:1),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_4847,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_30237,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_116650,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_34656,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_54788,Arthropoda,Animalia,SM(d33:1),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_14094,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_11511,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_32020,Arthropoda,Animalia,PC(3:0_16:0),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
NEG_25057,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_9508,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_6739,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_70699,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_84475,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_15935,Arthropoda,Animalia,LPE(P-18:0),LPE,LPE,Glycerophospholipids,LipidSearch,Bronze,3
NEG_90678,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_10735,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_30151,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_26520,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_29838,Arthropoda,Animalia,OAHFA(18:1_20:5),OAHFA,OAHFA,Fatty acyls,LipidSearch,Gold,4
NEG_51488,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_53106,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_23199,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_8599,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_6948,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_73943,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_110313,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_17177,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_29567,Arthropoda,Animalia,OAHFA(18:2_20:5),OAHFA,OAHFA,Fatty acyls,LipidSearch,Gold,4
NEG_101454,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_45140,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_46748,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_42183,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_31435,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_62208,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_17435,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_29590,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_55853,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_24506,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_41539,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_38572,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_46109,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36314,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_27716,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_1597,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_43900,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_36218,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_110326,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_76984,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_47565,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_76379,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_51020,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_32255,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_17070,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_23883,Arthropoda,Animalia,OAHFA(16:1_18:1),OAHFA,OAHFA,Fatty acyls,LipidSearch,Gold,4
NEG_19606,Arthropoda,Animalia,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_118078,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_45144,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_48829,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_81282,Arthropoda,Animalia,SM(d42:2),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_27722,Arthropoda,Animalia,PC(15:1_2:0),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
NEG_61962,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_26239,Arthropoda,Animalia,LPE(24:5),LPE,LPE,Glycerophospholipids,LipidSearch,Gold,4
NEG_75431,Arthropoda,Animalia,SM(d40:2),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_113350,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_29844,Arthropoda,Animalia,OAHFA(18:1_20:5),OAHFA,OAHFA,Fatty acyls,LipidSearch,Gold,4
NEG_68205,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_33520,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_14572,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_29919,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_21163,Arthropoda,Animalia,Cer(d14:1_18:0),Cer,Cer,Sphingolipids,LipidSearch,Gold,4
NEG_10710,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_33883,Arthropoda,Animalia,LPC(21:1),LPC,LPC,Glycerophospholipids,LipidSearch,Gold,4
NEG_32023,Arthropoda,Animalia,PC(17:0_2:0),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
NEG_57144,Arthropoda,Animalia,SM(d34:2),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_74977,Arthropoda,Animalia,SM(d40:3),SM,SM,Sphingolipids,LipidSearch,Bronze,3
NEG_33488,Arthropoda,Animalia,OAHFA(20:4_20:4),OAHFA,OAHFA,Fatty acyls,LipidSearch,Gold,4
NEG_19878,Arthropoda,Animalia,,PG,PG,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_40293,Arthropoda,Animalia,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2
NEG_60667,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_44950,Arthropoda,Animalia,,,,,none,Unidentified,0
NEG_18996,Arthropoda,Animalia,LPE(P-20:1),LPE,LPE,Glycerophospholipids,LipidSearch,Bronze,3
