feature_id,phylum,kingdom,annotation_molecular_species,annotation_class_verbatim,annotation_class_normalised,annotation_superclass,annotation_source,annotation_tier,annotation_level
A15_159222,Mollusca,Animalia,,,,,none,Unidentified,0
A15_118643,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_169807,Mollusca,Animalia,,,,,none,Unidentified,0
A15_169039,Mollusca,Animalia,,,,,none,Unidentified,0
A15_169881,Mollusca,Animalia,,,,,none,Unidentified,0
A15_173935,Mollusca,Animalia,,,,,none,Unidentified,0
A15_174993,Mollusca,Animalia,,,,,none,Unidentified,0
A15_162745,Mollusca,Animalia,,,,,none,Unidentified,0
A15_151398,Mollusca,Animalia,,,,,none,Unidentified,0
A15_58181,Mollusca,Animalia,,,,,none,Unidentified,0
A15_193292,Mollusca,Animalia,,,,,none,Unidentified,0
A15_52682,Mollusca,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_59570,Mollusca,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_158870,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_17426,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_32087,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_19474,Evosea,Protists,PG(17:2_18:2),PG,PG,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_21144,Evosea,Protists,PG(18:2_18:2),PG,PG,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_20766,Evosea,Protists,PC(17:3_16:1),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
A15_170067,Mollusca,Animalia,,,,,none,Unidentified,0
A15_163874,Mollusca,Animalia,,,,,none,Unidentified,0
A15_161620,Mollusca,Animalia,,,,,none,Unidentified,0
A15_161621,Mollusca,Animalia,,,,,none,Unidentified,0
A15_169048,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_34345,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_34225,Evosea,Protists,TG(25:7_28:7),TG,TG,Glycerolipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_34359,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_34349,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33626,Evosea,Protists,TG(36:2_5:0)+O:(s),TG,TG,Glycerolipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_37236,Evosea,Protists,PC(O-34:5),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_31449,Evosea,Protists,PEt(18:1_18:1),PEt,PEt,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_28556,Evosea,Protists,PC(O-14:1_18:2),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_29490,Evosea,Protists,PE(P-16:0_17:2),PE,PE,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_31075,Evosea,Protists,PE(P-16:0_17:2),PE,PE,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_21169,Evosea,Protists,PEt(20:5_18:2),PEt,PEt,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_31348,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_31408,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_3818,Evosea,Protists,PEt(P-4:0_13:0),PEt,PEt,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_34595,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_37122,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_17109,Evosea,Protists,PI(39:3),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_33178,Evosea,Protists,,PG,PG,Glycerophospholipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_31963,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_39630,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33199,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_22671,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_34350,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33516,Evosea,Protists,,,,,none,Unidentified,0
A15_OE21-4-POS_227658,Thermoproteota,Archaea,TG(12:0_12:0_18:1),TG,TG,Glycerolipids,LipidSearch,Gold,4
A15_OE25-1-ALL_33129,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_32181,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_22753,Evosea,Protists,PG(17:1_18:2),PG,PG,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_21007,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_24960,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_17419,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_32146,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_28665,Evosea,Protists,PI(35:0),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_32204,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_34259,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33292,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33286,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_23940,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_34343,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_34202,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_31979,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_16594,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_33067,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_3802,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_11341,Evosea,Protists,PG(21:4_18:2),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3
A15_161819,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_39767,Evosea,Protists,,,,,none,Unidentified,0
A15_161623,Mollusca,Animalia,,,,,none,Unidentified,0
A15_130517,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_30417,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_37011,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_30420,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_32767,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_33281,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_223183,Nematoda,Animalia,,GDGT/Archaeol,GDGT/Archaeol,Archaeal lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_29279,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_34347,Evosea,Protists,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_35488,Evosea,Protists,,,,,none,Unidentified,0
A15_167077,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_3803,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_54315,Mollusca,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_19374,Evosea,Protists,TG(2:0_17:2_24:8),TG,TG,Glycerolipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_27149,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_23716,Evosea,Protists,PI(33:0),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_34344,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_34371,Evosea,Protists,,,,,none,Unidentified,0
A15_165738,Mollusca,Animalia,,,,,none,Unidentified,0
A15_156836,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_33096,Evosea,Protists,,,,,none,Unidentified,0
A15_149998,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_22355,Evosea,Protists,,,,,none,Unidentified,0
A15_54175,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_5381,Evosea,Protists,LPC(16:2),LPC,LPC,Glycerophospholipids,LipidSearch,Bronze,3
A15_165942,Mollusca,Animalia,,,,,none,Unidentified,0
A15_149997,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_26333,Evosea,Protists,PI(34:0),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_34387,Evosea,Protists,,Sterol,Sterol,Sterol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_21884,Evosea,Protists,PG(17:1_18:2),PG,PG,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_28081,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_11472,Evosea,Protists,PG(21:4_18:2),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_8780,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_25626,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33245,Evosea,Protists,,,,,none,Unidentified,0
A15_158672,Mollusca,Animalia,,,,,none,Unidentified,0
A15_292,Chlorophyta,Viridiplantae,,PG,PG,Glycerophospholipids,MS2_diagnostic,Bronze,2
A15_170805,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_33277,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_193295,Mollusca,Animalia,,,,,none,Unidentified,0
A15_171255,Mollusca,Animalia,,,,,none,Unidentified,0
A15_164577,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_33118,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33225,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_22715,Evosea,Protists,PEt(18:2_18:3),PEt,PEt,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_21257,Evosea,Protists,,,,,none,Unidentified,0
A15_167530,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_32136,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_176179,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_27519,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_37110,Evosea,Protists,,,,,none,Unidentified,0
A15_163718,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_32803,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_193293,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_10571,Evosea,Protists,PE(27:0),PE,PE,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_23477,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_19292,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_6570,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_20748,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33062,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_222479,Nematoda,Animalia,,GDGT/Archaeol,GDGT/Archaeol,Archaeal lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_42199,Evosea,Protists,DG(20:2_19:0),DG,DG,Glycerolipids,LipidSearch,Gold,4
A15_OE25-1-ALL_34289,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_161404,Nematoda,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_41137,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_32201,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_37184,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_29908,Evosea,Protists,,,,,none,Unidentified,0
A15_46806,Mollusca,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_24675,Mollusca,Animalia,,,,,none,Unidentified,0
A15_161931,Nematoda,Animalia,,,,,none,Unidentified,0
A15_148002,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_11471,Evosea,Protists,PS(18:2_18:2),PS,PS,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_2989,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_29928,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_31039,Evosea,Protists,PI(36:0),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_34431,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_6192,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_26252,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_41153,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_37140,Evosea,Protists,,,,,none,Unidentified,0
A15_165577,Mollusca,Animalia,,,,,none,Unidentified,0
A15_161625,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_22198,Evosea,Protists,,,,,none,Unidentified,0
A15_224123,Nematoda,Animalia,,GDGT/Archaeol,GDGT/Archaeol,Archaeal lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_13587,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_36962,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33191,Evosea,Protists,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_22639,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_202720,Mollusca,Animalia,LPE(22:2),LPE,LPE,Glycerophospholipids,LipidSearch,Bronze,3
A15_176118,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_21170,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_5858,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_27321,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_23487,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_22396,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_26393,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_24978,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_26002,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_31743,Evosea,Protists,LPE(18:2),LPE,LPE,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_6546,Evosea,Protists,,,,,none,Unidentified,0
A15_125148,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_41595,Evosea,Protists,,Hopanoid,Hopanoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_33198,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_29348,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_29396,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33086,Evosea,Protists,,,,,none,Unidentified,0
A15_OE21-4-POS_229448,Thermoproteota,Archaea,,GDGT/Archaeol,GDGT/Archaeol,Archaeal lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_29927,Evosea,Protists,,,,,none,Unidentified,0
A15_199488,Mollusca,Animalia,LPE(22:2),LPE,LPE,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_26738,Evosea,Protists,PI(34:0),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_205611,Mollusca,Animalia,,,,,none,Unidentified,0
A15_164615,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_33032,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_6058,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_29253,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_31915,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_17289,Evosea,Protists,,,,,none,Unidentified,0
A15_50463,Mollusca,Animalia,,,,,none,Unidentified,0
A15_131315,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_159334,Mollusca,Animalia,,,,,none,Unidentified,0
A15_195194,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_23516,Evosea,Protists,PG(16:0_20:4),PG,PG,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_37037,Evosea,Protists,PE(O-5:0_14:1),PE,PE,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_39629,Evosea,Protists,,,,,none,Unidentified,0
A15_159860,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_21111,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_23103,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_30348,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_41109,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_30372,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_34341,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_20191,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_32748,Evosea,Protists,PI(39:2),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_25985,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_36574,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_17306,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_17722,Evosea,Protists,DG(O-15:1_16:1),DG,DG,Glycerolipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_34191,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_20886,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_37013,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_5024,Evosea,Protists,LPG(19:2),LPG,LPG,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_6868,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_25916,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_21155,Evosea,Protists,PG(17:2_18:2),PG,PG,Glycerophospholipids,LipidSearch,Gold,4
A15_46792,Arthropoda,Animalia,LPC(P-17:1),LPC,LPC,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_33014,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_27770,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_30462,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_9400,Evosea,Protists,PG(P-7:0_19:1),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_29278,Evosea,Protists,TG(39:1),TG,TG,Glycerolipids,LipidSearch,Bronze,3
A15_176996,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_17388,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_31566,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_21145,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_16562,Evosea,Protists,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_21446,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_40679,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_17927,Evosea,Protists,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2
A15_177017,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_33765,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_11296,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_9611,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_42690,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_21006,Evosea,Protists,PS(32:2),PS,PS,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_35122,Evosea,Protists,,Ubiquinone,Ubiquinone,Prenol lipids,MS2_diagnostic,Bronze,2
A15_156462,Mollusca,Animalia,,,,,none,Unidentified,0
A15_153502,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_OE25-1-ALL_19369,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_17329,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_30152,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_17319,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_21272,Evosea,Protists,,Sterol,Sterol,Sterol lipids,MS2_diagnostic,Bronze,2
A15_143891,Nematoda,Animalia,,,,,none,Unidentified,0
A15_25729,Mollusca,Animalia,PC(20:0),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_30769,Evosea,Protists,,,,,none,Unidentified,0
A15_223864,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_34351,Evosea,Protists,,,,,none,Unidentified,0
A15_199487,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_29122,Evosea,Protists,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_42168,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_33175,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_31601,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_21009,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_17546,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_27982,Evosea,Protists,PI(O-34:2),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_16624,Evosea,Protists,PG(20:5_16:2),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3
A15_182072,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_37066,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_19961,Evosea,Protists,PG(16:2_17:1),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_3372,Evosea,Protists,WE(O-19:2),WE,WE,Fatty acyls,LipidSearch,Bronze,3
A15_OE25-1-ALL_10595,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_82363,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0
A15_222759,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_35783,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_15353,Evosea,Protists,,,,,none,Unidentified,0
A15_224986,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_34519,Evosea,Protists,,,,,none,Unidentified,0
A15_70604,Arthropoda,Animalia,LPE(18:0),LPE,LPE,Glycerophospholipids,LipidSearch,Gold,4
A15_18762,Arthropoda,Animalia,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_59162,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_30876,Evosea,Protists,,,,,none,Unidentified,0
A15_167980,Mollusca,Animalia,,,,,none,Unidentified,0
A15_22571,Mollusca,Animalia,PC(21:0),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_4936,Evosea,Protists,LPI(O-16:0),LPI,LPI,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_33167,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_5048,Evosea,Protists,WE(O-27:4),WE,WE,Fatty acyls,LipidSearch,Bronze,3
A15_OE25-1-ALL_9461,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_9807,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_10342,Evosea,Protists,TG(49:14)+OO:(s),TG,TG,Glycerolipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_5025,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_17373,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_35651,Mollusca,Animalia,,,,,none,Unidentified,0
A15_OE25-1-ALL_27801,Evosea,Protists,PI(O-34:2),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_39649,Evosea,Protists,,,,,none,Unidentified,0
A15_OE25-1-ALL_30218,Evosea,Protists,,,,,none,Unidentified,0
A15_25880,Mollusca,Animalia,PC(21:0),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
A15_OE25-1-ALL_8863,Evosea,Protists,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2
A15_OE25-1-ALL_17840,Evosea,Protists,PS(16:2_18:2),PS,PS,Glycerophospholipids,LipidSearch,Gold,4
A15_OE25-1-ALL_7750,Evosea,Protists,PC(17:1),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3
