feature_id,phylum,n_batches_indicator,mean_indval,min_indval,mean_A,mean_B,batches,kingdom
NEG_71689,Streptophyta,3,0.7932534055577922,0.6666666666666666,0.905841481448145,0.7314814814814815,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_57980,Bacillota,2,0.7932178091266713,0.7453559924999299,0.9800315642961612,0.6461988304093567,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_5561,Ascomycota,2,0.7931176616970257,0.593966073647818,0.6686969803182792,1.0,"batch_01_OE11-3-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_23210,Ascomycota,3,0.7927986607502536,0.706341463337655,0.8020655068567133,0.8333333333333334,"batch_01_OE11-3-NEG,batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_71272,Streptophyta,2,0.7927478147381599,0.6666666666666666,0.9221233314489317,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_88465,Ascomycota,2,0.7926898212604343,0.597080745688398,0.9161738549863153,0.7083333333333334,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_24565,Streptophyta,2,0.7921777273101902,0.6666666666666666,0.9210763557679782,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_66834,Bacillota,2,0.7921648010744569,0.6666666666666666,1.0,0.6432748538011696,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_118068,Mucoromycota,2,0.7919251759001043,0.6894231608002925,0.737652147323933,0.9,"batch_01_OE11-3-NEG,batch_04_OE26-1-NEG",Fungi
NEG_66190,Streptophyta,2,0.7919159673563597,0.6666666666666666,0.920596064454994,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_48970,Ascomycota,2,0.7917043049296217,0.5912994899432877,0.8417753397173985,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_51918,Pseudomonadota,2,0.791650150095635,0.7900601855678748,0.626712488133641,1.0,"batch_04_OE26-1-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_73147,Ascomycota,2,0.7916112632841261,0.7881042708517255,0.6266606911542109,1.0,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_68589,Streptophyta,2,0.7915273335397401,0.6666666666666666,0.9198834836502976,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_90924,Streptophyta,2,0.7915095152466263,0.7169936267088141,0.7570399303705291,0.875,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Plantae
NEG_96382,Streptophyta,2,0.7914845386627744,0.6666666666666666,0.9198050538896393,0.7222222222222222,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG",Plantae
NEG_62804,Pseudomonadota,2,0.7912811315902979,0.7711671985777474,0.9397955992680836,0.6666666666666666,"batch_05_OE25-1-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_72157,Streptophyta,2,0.7912136069090479,0.7660971831380214,0.793248486248604,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_114890,Streptophyta,2,0.7911820677248509,0.7071067811865476,0.8830377180958684,0.75,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Plantae
NEG_62556,Ascomycota,3,0.7910691664631037,0.5124968813697105,0.8429273094042399,0.7777777777777777,"batch_02_OE21-4-NEG,batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_79619,Ascomycota,2,0.7910237341153699,0.5859518407006243,0.7903943006955497,0.7916666666666667,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Fungi
NEG_33339,Streptophyta,2,0.7909351748058693,0.7653737686840125,0.7928985028947841,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_101,Ascomycota,2,0.7909169873794611,0.5818339747589223,0.9062369290205194,0.7083333333333334,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_35839,Streptophyta,2,0.7908986952080652,0.6674950771006113,0.6407491990438303,1.0,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Plantae
NEG_10550,Ascomycota,2,0.790889895528359,0.5983178379274766,0.8415829418086012,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_57889,Pseudomonadota,2,0.7908767768539345,0.6005279543299524,0.6617187504031345,1.0,"batch_04_OE26-1-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_13548,Ascomycota,2,0.7908042915436424,0.6029044515876696,0.8424246662514367,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_81894,Streptophyta,2,0.7907789280651792,0.6597455595621774,0.914541183834414,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_66662,Streptophyta,2,0.7905519411139625,0.7071067811865476,0.9910598852613275,0.6388888888888888,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG",Plantae
NEG_76515,Ascomycota,2,0.7904745555783224,0.60381896640001,0.9149084729173127,0.7083333333333334,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Fungi
NEG_17174,Ascomycota,3,0.7897168838372831,0.5129507995526925,0.7500558916928077,0.8333333333333334,"batch_01_OE11-3-NEG,batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_50824,Ascomycota,2,0.789677197698562,0.5930384365299105,0.6622568789589958,1.0,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_31142,Streptophyta,2,0.7894309532623531,0.7071067811865476,0.8799784992766745,0.75,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Plantae
NEG_86369,Streptophyta,2,0.7891751833626203,0.7453559924999299,0.8469398137455084,0.7777777777777778,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_2054,Streptophyta,2,0.7891020682929751,0.7061089973025266,0.7542174030345716,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_48282,Ascomycota,2,0.7890096352841738,0.5841493406744438,0.698626990099889,0.9166666666666667,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_76246,Streptophyta,3,0.7889108449023494,0.6608264319734836,0.8959852093851945,0.7314814814814815,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_92224,Ascomycota,2,0.7885028989203537,0.5773502691896257,0.9996555879813369,0.6666666666666666,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Fungi
NEG_58668,Ascomycota,2,0.7884847211809045,0.5776572689183266,0.8330003303303484,0.75,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_72368,Streptophyta,3,0.7884352393701407,0.6827837333982576,0.8220645421977544,0.8055555555555555,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_98890,Streptophyta,2,0.7882377895644441,0.5773502691896257,0.9991256924806138,0.6666666666666666,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_75274,Streptophyta,2,0.787879374592459,0.6938416454967212,0.9814162290255978,0.6388888888888888,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_1580,Ascomycota,2,0.7877514109354207,0.5755028218708415,0.6656017489906507,1.0,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_14504,Ascomycota,2,0.7877362254519986,0.708116064437551,0.6268677309293285,1.0,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Fungi
NEG_63605,Streptophyta,3,0.7876923341585579,0.6734744293352378,0.9229472362020842,0.6851851851851851,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_62077,Ascomycota,2,0.7876812547873542,0.5753625095747085,0.8972504209089278,0.7083333333333334,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_95972,Streptophyta,2,0.7876100908562843,0.7587236007848426,0.7878307511939586,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_17916,Ascomycota,2,0.7875629504006998,0.6392784281762413,0.7881997392078647,0.7916666666666667,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_106197,Streptophyta,2,0.7875117536994398,0.5750235073988796,0.8306520340613094,0.75,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Plantae
NEG_61216,Streptophyta,2,0.7871785466316734,0.5743570932633467,0.9948291058728812,0.6666666666666666,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_25086,Ascomycota,2,0.7870911076876115,0.5795021576436403,0.7465612716596781,0.8333333333333333,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_63604,Streptophyta,3,0.7870655529857814,0.6748666464817266,0.8862761942017799,0.7222222222222222,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_72009,Ascomycota,2,0.7869864932417907,0.577388614712283,0.8966433399086398,0.7083333333333334,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_57853,Pseudomonadota,2,0.7869696788720664,0.5739393577441327,0.9941095795516214,0.6666666666666666,"batch_05_OE25-1-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_111758,Pseudomonadota,2,0.786672788580961,0.5733455771619221,0.9930877262767065,0.6666666666666666,"batch_05_OE25-1-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_1089,Ascomycota,2,0.7866413580600294,0.5886950874022816,0.7817594615391164,0.7916666666666667,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_5448,Basidiomycota,2,0.786383430869837,0.6961902860082055,0.7234698865930842,0.8571428571428572,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG",Fungi
NEG_64883,Streptophyta,2,0.7863317734725799,0.6130328093340562,0.8832309547690214,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_97240,Streptophyta,2,0.7861987747794756,0.5773502691896257,0.9950595450851956,0.6666666666666666,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_85981,Streptophyta,2,0.7861572379703814,0.7062890721563241,0.9988442534474411,0.625,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Plantae
NEG_75076,Streptophyta,2,0.7861235713855812,0.5773502691896257,0.994909894531158,0.6666666666666666,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_89479,Streptophyta,2,0.786056311110698,0.7060872184369572,0.9985591600400393,0.625,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Plantae
NEG_60208,Streptophyta,2,0.7859672044449768,0.6551610843207774,0.903127216530234,0.7222222222222222,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_57267,Ascomycota,2,0.7859043082402588,0.5718086164805176,0.9904476408220455,0.6666666666666666,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_96612,Ascomycota,2,0.7858375610109325,0.5773502691896257,0.994340956479927,0.6666666666666666,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_54891,Streptophyta,2,0.7858352872398346,0.7056451706952308,0.9979351069255014,0.625,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Plantae
NEG_74664,Basidiomycota,2,0.785823170582056,0.5719509954893814,0.8813446568633696,0.7142857142857143,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG",Fungi
NEG_40513,Bacillota,2,0.7856963541524442,0.6637067249467782,0.9559812098117553,0.6695906432748537,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_15949,Ascomycota,2,0.7856855478715206,0.5923791590288453,0.654669140101567,1.0,"batch_03_OE23-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_113978,Pseudomonadota,2,0.7856812922609326,0.5713625845218654,0.9896828044872588,0.6666666666666666,"batch_05_OE25-1-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_79597,Streptophyta,2,0.7855945776256548,0.7670116562557511,0.7791795278341589,0.8333333333333333,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_50869,Streptophyta,2,0.7853119005647126,0.5773502691896257,0.9932961546260819,0.6666666666666666,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_92828,Streptophyta,2,0.7852998035399814,0.5773502691896257,0.9932721236097966,0.6666666666666666,"batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_28921,Streptophyta,2,0.7851765167040532,0.7043276296236678,0.9960774098512946,0.625,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Plantae
NEG_58769,Ascomycota,2,0.7850898916438434,0.5755507725297192,0.7785794560288779,0.7916666666666667,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_60170,Bacillota,2,0.7850821526499411,0.6882472016116853,1.0,0.6257309941520468,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_111715,Bacillota,2,0.7850821526499411,0.6882472016116853,1.0,0.6257309941520468,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_109335,Bacillota,2,0.7850821526499411,0.6882472016116853,1.0,0.6257309941520468,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_87798,Bacillota,2,0.7850821526499411,0.6882472016116853,1.0,0.6257309941520468,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_47248,Bacillota,2,0.7848796586024545,0.6812360005662702,0.9176742396207744,0.672514619883041,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Bacteria
NEG_79014,Ascomycota,2,0.7847812153097531,0.5695624306195062,0.8244013623731998,0.75,"batch_02_OE21-4-NEG,batch_06_ALL-25-2-NEG",Fungi
NEG_29091,Streptophyta,3,0.7847680182753339,0.5773502691896257,0.9432635056211298,0.6944444444444443,"batch_01_OE11-3-NEG,batch_02_OE21-4-NEG,batch_03_OE23-NEG",Plantae
NEG_49762,Streptophyta,2,0.7846633773108015,0.7033013508371644,0.9946327900893802,0.625,"batch_01_OE11-3-NEG,batch_03_OE23-NEG",Plantae
