mode,row_phylum,column_phylum,row_group,column_group,pair_class,similarity,clipped_at_0_55
NEG,Actinomycetota,Discosea,Bacteria,Protists,Cross group,0.037080090408422,False
NEG,Bacillota,Discosea,Bacteria,Protists,Cross group,0.014690916252458,False
NEG,Pseudomonadota,Discosea,Bacteria,Protists,Cross group,0.054878437458855,False
NEG,Methanobacteriota,Discosea,Archaea,Protists,Cross group,0.01157600457108,False
NEG,Thermoproteota,Discosea,Archaea,Protists,Cross group,0.002009161679926,False
NEG,Evosea,Discosea,Protists,Protists,Within group,0.111110050343074,False
NEG,Heterolobosea,Discosea,Protists,Protists,Within group,0.054305685751312,False
NEG,Mucoromycota,Discosea,Fungi,Protists,Cross group,0.112498663582399,False
NEG,Ascomycota,Discosea,Fungi,Protists,Cross group,0.133354167655158,False
NEG,Basidiomycota,Discosea,Fungi,Protists,Cross group,0.071184243305673,False
NEG,Chlorophyta,Discosea,Viridiplantae,Protists,Cross group,0.051018138028025,False
NEG,Streptophyta,Discosea,Viridiplantae,Protists,Cross group,0.047475082393309,False
NEG,Arthropoda,Discosea,Animalia,Protists,Cross group,0.134241409859019,False
NEG,Mollusca,Discosea,Animalia,Protists,Cross group,0.132260751329232,False
NEG,Nematoda,Discosea,Animalia,Protists,Cross group,0.162723534968714,False
NEG,Actinomycetota,Evosea,Bacteria,Protists,Cross group,0.021898037245371,False
NEG,Bacillota,Evosea,Bacteria,Protists,Cross group,0.009207214509747,False
NEG,Pseudomonadota,Evosea,Bacteria,Protists,Cross group,0.072125403736929,False
NEG,Methanobacteriota,Evosea,Archaea,Protists,Cross group,0.003183698528267,False
NEG,Thermoproteota,Evosea,Archaea,Protists,Cross group,0.001758373417577,False
NEG,Discosea,Evosea,Protists,Protists,Within group,0.111110050343074,False
NEG,Heterolobosea,Evosea,Protists,Protists,Within group,0.0047782169872659,False
NEG,Mucoromycota,Evosea,Fungi,Protists,Cross group,0.052765296044561,False
NEG,Ascomycota,Evosea,Fungi,Protists,Cross group,0.081630289670624,False
NEG,Basidiomycota,Evosea,Fungi,Protists,Cross group,0.054414927054266,False
NEG,Chlorophyta,Evosea,Viridiplantae,Protists,Cross group,0.030915708285011,False
NEG,Streptophyta,Evosea,Viridiplantae,Protists,Cross group,0.042605278939772,False
NEG,Arthropoda,Evosea,Animalia,Protists,Cross group,0.078209209972179,False
NEG,Mollusca,Evosea,Animalia,Protists,Cross group,0.056468770389984,False
NEG,Nematoda,Evosea,Animalia,Protists,Cross group,0.090232412837186,False
NEG,Actinomycetota,Heterolobosea,Bacteria,Protists,Cross group,0.052422350066721,False
NEG,Bacillota,Heterolobosea,Bacteria,Protists,Cross group,0.003446491744013,False
NEG,Pseudomonadota,Heterolobosea,Bacteria,Protists,Cross group,0.040707983287614,False
NEG,Methanobacteriota,Heterolobosea,Archaea,Protists,Cross group,0.053440817533538,False
NEG,Thermoproteota,Heterolobosea,Archaea,Protists,Cross group,0.000813432557598,False
NEG,Discosea,Heterolobosea,Protists,Protists,Within group,0.054305685751312,False
NEG,Evosea,Heterolobosea,Protists,Protists,Within group,0.0047782169872659,False
NEG,Mucoromycota,Heterolobosea,Fungi,Protists,Cross group,0.207010678959895,False
NEG,Ascomycota,Heterolobosea,Fungi,Protists,Cross group,0.084039033745677,False
NEG,Basidiomycota,Heterolobosea,Fungi,Protists,Cross group,0.026717136850871,False
NEG,Chlorophyta,Heterolobosea,Viridiplantae,Protists,Cross group,0.0049202690672519,False
NEG,Streptophyta,Heterolobosea,Viridiplantae,Protists,Cross group,0.007228874836198,False
NEG,Arthropoda,Heterolobosea,Animalia,Protists,Cross group,0.004844177649807,False
NEG,Mollusca,Heterolobosea,Animalia,Protists,Cross group,0.0055673480700819,False
NEG,Nematoda,Heterolobosea,Animalia,Protists,Cross group,0.006793636524525,False
NEG,Actinomycetota,Mucoromycota,Bacteria,Fungi,Cross group,0.086116640615797,False
NEG,Bacillota,Mucoromycota,Bacteria,Fungi,Cross group,0.0066934622420939,False
NEG,Pseudomonadota,Mucoromycota,Bacteria,Fungi,Cross group,0.034403264739027,False
NEG,Methanobacteriota,Mucoromycota,Archaea,Fungi,Cross group,0.017006414040619,False
NEG,Thermoproteota,Mucoromycota,Archaea,Fungi,Cross group,0.0011083953172349,False
NEG,Discosea,Mucoromycota,Protists,Fungi,Cross group,0.112498663582399,False
NEG,Evosea,Mucoromycota,Protists,Fungi,Cross group,0.052765296044561,False
NEG,Heterolobosea,Mucoromycota,Protists,Fungi,Cross group,0.207010678959895,False
NEG,Ascomycota,Mucoromycota,Fungi,Fungi,Within group,0.240048096197529,False
NEG,Basidiomycota,Mucoromycota,Fungi,Fungi,Within group,0.118668082566538,False
NEG,Chlorophyta,Mucoromycota,Viridiplantae,Fungi,Cross group,0.031391725761611,False
NEG,Streptophyta,Mucoromycota,Viridiplantae,Fungi,Cross group,0.076763541416328,False
NEG,Arthropoda,Mucoromycota,Animalia,Fungi,Cross group,0.064967093528871,False
NEG,Mollusca,Mucoromycota,Animalia,Fungi,Cross group,0.046838139335465,False
NEG,Nematoda,Mucoromycota,Animalia,Fungi,Cross group,0.067818408514889,False
NEG,Actinomycetota,Ascomycota,Bacteria,Fungi,Cross group,0.138501994168608,False
NEG,Bacillota,Ascomycota,Bacteria,Fungi,Cross group,0.016124458235335,False
NEG,Pseudomonadota,Ascomycota,Bacteria,Fungi,Cross group,0.076917851280218,False
NEG,Methanobacteriota,Ascomycota,Archaea,Fungi,Cross group,0.019397487029341,False
NEG,Thermoproteota,Ascomycota,Archaea,Fungi,Cross group,0.0058676728306079,False
NEG,Discosea,Ascomycota,Protists,Fungi,Cross group,0.133354167655158,False
NEG,Evosea,Ascomycota,Protists,Fungi,Cross group,0.081630289670624,False
NEG,Heterolobosea,Ascomycota,Protists,Fungi,Cross group,0.084039033745677,False
NEG,Mucoromycota,Ascomycota,Fungi,Fungi,Within group,0.240048096197529,False
NEG,Basidiomycota,Ascomycota,Fungi,Fungi,Within group,0.274366175716886,False
NEG,Chlorophyta,Ascomycota,Viridiplantae,Fungi,Cross group,0.086246545494431,False
NEG,Streptophyta,Ascomycota,Viridiplantae,Fungi,Cross group,0.15429746595706,False
NEG,Arthropoda,Ascomycota,Animalia,Fungi,Cross group,0.153698141676382,False
NEG,Mollusca,Ascomycota,Animalia,Fungi,Cross group,0.125869786634978,False
NEG,Nematoda,Ascomycota,Animalia,Fungi,Cross group,0.14210165551205,False
NEG,Actinomycetota,Basidiomycota,Bacteria,Fungi,Cross group,0.059825073715716,False
NEG,Bacillota,Basidiomycota,Bacteria,Fungi,Cross group,0.015895869328009,False
NEG,Pseudomonadota,Basidiomycota,Bacteria,Fungi,Cross group,0.04110606105939,False
NEG,Methanobacteriota,Basidiomycota,Archaea,Fungi,Cross group,0.016920407805134,False
NEG,Thermoproteota,Basidiomycota,Archaea,Fungi,Cross group,0.006773515725357,False
NEG,Discosea,Basidiomycota,Protists,Fungi,Cross group,0.071184243305673,False
NEG,Evosea,Basidiomycota,Protists,Fungi,Cross group,0.054414927054266,False
NEG,Heterolobosea,Basidiomycota,Protists,Fungi,Cross group,0.026717136850871,False
NEG,Mucoromycota,Basidiomycota,Fungi,Fungi,Within group,0.118668082566538,False
NEG,Ascomycota,Basidiomycota,Fungi,Fungi,Within group,0.274366175716886,False
NEG,Chlorophyta,Basidiomycota,Viridiplantae,Fungi,Cross group,0.08997787473131,False
NEG,Streptophyta,Basidiomycota,Viridiplantae,Fungi,Cross group,0.200757058714546,False
NEG,Arthropoda,Basidiomycota,Animalia,Fungi,Cross group,0.124627153032869,False
NEG,Mollusca,Basidiomycota,Animalia,Fungi,Cross group,0.131681076620024,False
NEG,Nematoda,Basidiomycota,Animalia,Fungi,Cross group,0.115469996238654,False
NEG,Actinomycetota,Chlorophyta,Bacteria,Viridiplantae,Cross group,0.040063414714493,False
NEG,Bacillota,Chlorophyta,Bacteria,Viridiplantae,Cross group,0.0102563824199829,False
NEG,Pseudomonadota,Chlorophyta,Bacteria,Viridiplantae,Cross group,0.046581586267558,False
NEG,Methanobacteriota,Chlorophyta,Archaea,Viridiplantae,Cross group,0.0076771748625189,False
NEG,Thermoproteota,Chlorophyta,Archaea,Viridiplantae,Cross group,0.003517738914938,False
NEG,Discosea,Chlorophyta,Protists,Viridiplantae,Cross group,0.051018138028025,False
NEG,Evosea,Chlorophyta,Protists,Viridiplantae,Cross group,0.030915708285011,False
NEG,Heterolobosea,Chlorophyta,Protists,Viridiplantae,Cross group,0.0049202690672519,False
NEG,Mucoromycota,Chlorophyta,Fungi,Viridiplantae,Cross group,0.031391725761611,False
NEG,Ascomycota,Chlorophyta,Fungi,Viridiplantae,Cross group,0.086246545494431,False
NEG,Basidiomycota,Chlorophyta,Fungi,Viridiplantae,Cross group,0.08997787473131,False
NEG,Streptophyta,Chlorophyta,Viridiplantae,Viridiplantae,Within group,0.274848184113663,False
NEG,Arthropoda,Chlorophyta,Animalia,Viridiplantae,Cross group,0.132133862577422,False
NEG,Mollusca,Chlorophyta,Animalia,Viridiplantae,Cross group,0.097195252113783,False
NEG,Nematoda,Chlorophyta,Animalia,Viridiplantae,Cross group,0.085474052865961,False
NEG,Actinomycetota,Streptophyta,Bacteria,Viridiplantae,Cross group,0.066060444500781,False
NEG,Bacillota,Streptophyta,Bacteria,Viridiplantae,Cross group,0.020907257304863,False
NEG,Pseudomonadota,Streptophyta,Bacteria,Viridiplantae,Cross group,0.060717234553388,False
NEG,Methanobacteriota,Streptophyta,Archaea,Viridiplantae,Cross group,0.017842794311446,False
NEG,Thermoproteota,Streptophyta,Archaea,Viridiplantae,Cross group,0.0092932958166189,False
NEG,Discosea,Streptophyta,Protists,Viridiplantae,Cross group,0.047475082393309,False
NEG,Evosea,Streptophyta,Protists,Viridiplantae,Cross group,0.042605278939772,False
NEG,Heterolobosea,Streptophyta,Protists,Viridiplantae,Cross group,0.007228874836198,False
NEG,Mucoromycota,Streptophyta,Fungi,Viridiplantae,Cross group,0.076763541416328,False
NEG,Ascomycota,Streptophyta,Fungi,Viridiplantae,Cross group,0.15429746595706,False
NEG,Basidiomycota,Streptophyta,Fungi,Viridiplantae,Cross group,0.200757058714546,False
NEG,Chlorophyta,Streptophyta,Viridiplantae,Viridiplantae,Within group,0.274848184113663,False
NEG,Arthropoda,Streptophyta,Animalia,Viridiplantae,Cross group,0.133073652877219,False
NEG,Mollusca,Streptophyta,Animalia,Viridiplantae,Cross group,0.139297339143271,False
NEG,Nematoda,Streptophyta,Animalia,Viridiplantae,Cross group,0.095223390483082,False
NEG,Actinomycetota,Arthropoda,Bacteria,Animalia,Cross group,0.039564583721054,False
NEG,Bacillota,Arthropoda,Bacteria,Animalia,Cross group,0.010570720417881,False
NEG,Pseudomonadota,Arthropoda,Bacteria,Animalia,Cross group,0.072441021248103,False
NEG,Methanobacteriota,Arthropoda,Archaea,Animalia,Cross group,0.0082932636119179,False
NEG,Thermoproteota,Arthropoda,Archaea,Animalia,Cross group,0.0027415471695949,False
NEG,Discosea,Arthropoda,Protists,Animalia,Cross group,0.134241409859019,False
NEG,Evosea,Arthropoda,Protists,Animalia,Cross group,0.078209209972179,False
NEG,Heterolobosea,Arthropoda,Protists,Animalia,Cross group,0.004844177649807,False
NEG,Mucoromycota,Arthropoda,Fungi,Animalia,Cross group,0.064967093528871,False
NEG,Ascomycota,Arthropoda,Fungi,Animalia,Cross group,0.153698141676382,False
NEG,Basidiomycota,Arthropoda,Fungi,Animalia,Cross group,0.124627153032869,False
NEG,Chlorophyta,Arthropoda,Viridiplantae,Animalia,Cross group,0.132133862577422,False
NEG,Streptophyta,Arthropoda,Viridiplantae,Animalia,Cross group,0.133073652877219,False
NEG,Mollusca,Arthropoda,Animalia,Animalia,Within group,0.206812980811822,False
NEG,Nematoda,Arthropoda,Animalia,Animalia,Within group,0.208454196377279,False
NEG,Actinomycetota,Mollusca,Bacteria,Animalia,Cross group,0.039724464646117,False
NEG,Bacillota,Mollusca,Bacteria,Animalia,Cross group,0.011915168730436,False
NEG,Pseudomonadota,Mollusca,Bacteria,Animalia,Cross group,0.0344036168155329,False
NEG,Methanobacteriota,Mollusca,Archaea,Animalia,Cross group,0.016943552270374,False
NEG,Thermoproteota,Mollusca,Archaea,Animalia,Cross group,0.006987530936565,False
NEG,Discosea,Mollusca,Protists,Animalia,Cross group,0.132260751329232,False
NEG,Evosea,Mollusca,Protists,Animalia,Cross group,0.056468770389984,False
NEG,Heterolobosea,Mollusca,Protists,Animalia,Cross group,0.0055673480700819,False
NEG,Mucoromycota,Mollusca,Fungi,Animalia,Cross group,0.046838139335465,False
NEG,Ascomycota,Mollusca,Fungi,Animalia,Cross group,0.125869786634978,False
NEG,Basidiomycota,Mollusca,Fungi,Animalia,Cross group,0.131681076620024,False
NEG,Chlorophyta,Mollusca,Viridiplantae,Animalia,Cross group,0.097195252113783,False
NEG,Streptophyta,Mollusca,Viridiplantae,Animalia,Cross group,0.139297339143271,False
NEG,Arthropoda,Mollusca,Animalia,Animalia,Within group,0.206812980811822,False
NEG,Nematoda,Mollusca,Animalia,Animalia,Within group,0.216916348373938,False
NEG,Actinomycetota,Nematoda,Bacteria,Animalia,Cross group,0.070657864671947,False
NEG,Bacillota,Nematoda,Bacteria,Animalia,Cross group,0.0609997138089871,False
NEG,Pseudomonadota,Nematoda,Bacteria,Animalia,Cross group,0.097817640064755,False
NEG,Methanobacteriota,Nematoda,Archaea,Animalia,Cross group,0.011880415853778,False
NEG,Thermoproteota,Nematoda,Archaea,Animalia,Cross group,0.006179959065266,False
NEG,Discosea,Nematoda,Protists,Animalia,Cross group,0.162723534968714,False
NEG,Evosea,Nematoda,Protists,Animalia,Cross group,0.090232412837186,False
NEG,Heterolobosea,Nematoda,Protists,Animalia,Cross group,0.006793636524525,False
NEG,Mucoromycota,Nematoda,Fungi,Animalia,Cross group,0.067818408514889,False
NEG,Ascomycota,Nematoda,Fungi,Animalia,Cross group,0.14210165551205,False
NEG,Basidiomycota,Nematoda,Fungi,Animalia,Cross group,0.115469996238654,False
NEG,Chlorophyta,Nematoda,Viridiplantae,Animalia,Cross group,0.085474052865961,False
NEG,Streptophyta,Nematoda,Viridiplantae,Animalia,Cross group,0.095223390483082,False
NEG,Arthropoda,Nematoda,Animalia,Animalia,Within group,0.208454196377279,False
NEG,Mollusca,Nematoda,Animalia,Animalia,Within group,0.216916348373938,False
