feature_id,phylum,kingdom,annotation_molecular_species,annotation_class_verbatim,annotation_class_normalised,annotation_superclass,annotation_source_pre_release,annotation_tier_pre_release,annotation_level_pre_release,annotation_tier,annotation_source,annotation_level,family_propagation_applied,rt_uncertain_any,archlips_rt_excluded,release_exclusion_reason,discovery_method,partition,has_usable_ms2,has_sirius_formula,sirius_formula_provenance,sirius_molecular_formula,sirius_adduct,sirius_score_normalized,has_canopus_class,canopus_provenance,NPC#pathway,NPC#superclass,NPC#class,ClassyFire#most specific class,has_csi_fingerid_structure,has_denovo_structure,has_dreams_result,dreams_provenance,DreaMS_similarity,ref_msv_id,ref_msv_species_resolved,ref_name,ref_smiles,in_strict_ms2lda_model,external_evidence_depth,annotation_release_status
A15_1000,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C27H44O9,[M + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Glycosyldiacylglycerols,Glycosylglycerols,True,True,True,fresh_new_or_changed,0.83324254,MSV000086208,Bacteria (NCBITaxon:2),20180126_vjw839_Metabolomics_XBridge1_WS-09_soak,,True,csi_fingerid_structure_candidate,unidentified
A15_100018,Streptophyta,Viridiplantae,,Ceramide,Ceramide,Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C45H70N2O7,[M + H]+,0.963,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Diacylglycerols,Amino acids and derivatives,True,True,True,fresh_new_or_changed,0.8320492,MSV000082674,Homo sapiens,RB7_V20_S8-019_arm_psoriasis_RB7_01_14666,,True,csi_fingerid_structure_candidate,eligible
A15_100036,Streptophyta,Viridiplantae,DGDG(16:3_18:3),DGDG,DGDG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.68604726,MSV000082741,Mus musculus,20161103_S00024330_P,,True,dreams_neighbour_only,eligible
A15_100073,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.62504256,MSV000088734,environmental samples <Bacillariophyta> (NCBITaxon:33858),E3R1_C9,,True,dreams_neighbour_only,unidentified
A15_100079,Streptophyta,Viridiplantae,TG(26:8_13:1),TG,TG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C44H60O6,[M + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Diacylglycerols,Steroid esters,True,True,True,fresh_new_or_changed,0.7265263,MSV000083065,Homo sapiens,CIR4-002_RF6_01_35027,,True,csi_fingerid_structure_candidate,eligible
A15_10008,Pseudomonadota,Bacteria,LPE(14:0),LPE,LPE,Glycerophospholipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_100112,Arthropoda,Animalia,TG(29:7_6:0)+O:(s),TG,TG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,composite,new_or_changed,True,True,fresh_new_or_changed,C36H60O7,[M + Na]+,0.958,True,fresh_new_or_changed,Polyketides,Linear polyketides,Open-chain polyketides,Diterpene glycosides,True,True,True,fresh_new_or_changed,0.75655985,MSV000086876,,EP-ESIpos-S053,,True,csi_fingerid_structure_candidate,eligible
A15_100118,Basidiomycota,Fungi,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,retained_exact,False,False,none,,,,False,none,,,,,False,False,False,none,,,,,,False,no_current_evidence,unidentified
A15_100154,Streptophyta,Viridiplantae,DG(O-31:5),DG,DG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C34H58O4,[M + H]+,0.998,True,fresh_new_or_changed,Terpenoids,Steroids,Cholestane steroids,Steroid esters,True,True,True,fresh_new_or_changed,0.76264834,MSV000088003,Homo sapiens (NCBITaxon:9606),2005014-SWATH-POS-NASH-NASH-104,,True,csi_fingerid_structure_candidate,eligible
A15_100186,Streptophyta,Viridiplantae,TG(16:2_18:2),TG,TG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C35H67NO6,[M + Na]+,0.649,True,fresh_new_or_changed,Fatty acids,Spingolipids,Neutral glycosphingolipids,Alpha amino acids,True,True,True,fresh_new_or_changed,0.8158172,MSV000081486,Homo sapiens,blk_plate10_null_RA1_01_15534,,True,csi_fingerid_structure_candidate,eligible
A15_100210,Bacillota,Bacteria,,,Glycerophospholipids,Glycerophospholipids,none,Unidentified,0,Bronze,Network_propagation,1,True,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_100211,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7197122,MSV000079447,Solanum lycopersicum,2_4_1_1_pet-dead_tube-52_RE4_01_11391,,True,dreams_neighbour_only,unidentified
A15_100221,Mollusca,Animalia,,,Prenol lipids,Prenol lipids,none,Unidentified,0,Bronze,Network_propagation,1,True,False,False,,composite,retained_exact,True,True,exact_retained_cache,C17H35N,[M + H]+,1.0,True,exact_retained_cache,Fatty acids,Pseudoalkaloids (transamidation),Acetate-derived alkaloids,Monoalkylamines,True,True,True,exact_retained_cache,0.78599644,MSV000088759,unknow,5ugmL_Opti_NCE_stepped20-30-40_3,,True,csi_fingerid_structure_candidate,eligible
A15_100228,Basidiomycota,Fungi,PG(O-15:1_21:5),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_100229,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C42H75NO9,[M + H]+,0.885,True,fresh_new_or_changed,Polyketides,Macrolides,Open-chain polyketides,Macrolides and analogues,True,True,True,fresh_new_or_changed,0.79419225,MSV000081067,Zea mays,WT_T4_SEED_C02,,True,csi_fingerid_structure_candidate,eligible
A15_100266,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C44H79NO10,[M + H]+,0.882,True,fresh_new_or_changed,Fatty acids,Spingolipids,Neutral glycosphingolipids,Glycosyl-N-acylsphingosines,True,True,True,fresh_new_or_changed,0.7419819,MSV000085852,environmental samples <Bacillariophyta> (NCBITaxon:33858),CCE2019_58,,True,csi_fingerid_structure_candidate,unidentified
A15_100283,Streptophyta,Viridiplantae,,Sterol,Sterol,Sterol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C43H75NO11,[M + H]+,0.95,True,fresh_new_or_changed,Fatty acids,Spingolipids,Neutral glycosphingolipids,Glycosyl-N-acylsphingosines,True,True,True,fresh_new_or_changed,0.72848666,MSV000085018,"Pseudomonas, Nocardia and streptomycetes spp.",Noc_IFM0406_SN_MM9_GA7_01_31071,,True,csi_fingerid_structure_candidate,eligible
A15_100286,Streptophyta,Viridiplantae,TG(18:1_18:4),TG,TG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C39H64O6,[M + H3N + H]+,1.0,True,fresh_new_or_changed,Polyketides,Linear polyketides,Open-chain polyketides,Diterpenoids,True,True,True,fresh_new_or_changed,0.6846578,MSV000081045,Homo sapiens,OMICS_MCL002_MOCK_24HRS_A_LIPID_095_POS_05Apr16_Legolas_Mclass,,True,csi_fingerid_structure_candidate,eligible
A15_100316,Pseudomonadota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,retained_exact,False,False,none,,,,False,none,,,,,False,False,False,none,,,,,,False,no_current_evidence,unidentified
A15_100391,Streptophyta,Viridiplantae,DG(13:0_16:0),DG,DG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C32H62O5,[M + Na]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Diacylglycerols,"1,2-diacylglycerols",True,True,True,fresh_new_or_changed,0.757115,MSV000087739,chemicals,Car_S_Bench_10080_100_1_Car1w100uMB1_H7_142,,True,csi_fingerid_structure_candidate,eligible
A15_100402,Arthropoda,Animalia,PC(O-5:0_13:1),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,composite,new_or_changed,True,True,fresh_new_or_changed,C26H52NO7P,[M + H]+,0.844,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines,Glycerophospholipids,True,True,True,fresh_new_or_changed,0.6247961,MSV000084475,multiple bacteria species,HM_81_GB1_01_47001,,True,csi_fingerid_structure_candidate,eligible
A15_100418,Bacillota,Bacteria,PG(18:1_16:3),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_100437,Streptophyta,Viridiplantae,DG(O-5:0_21:5),DG,DG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C29H51NO4,[M + H]+,0.998,True,fresh_new_or_changed,Fatty acids,Fatty esters,N-acyl ethanolamines (endocannabinoids),Fatty Acyls,True,True,True,fresh_new_or_changed,0.7830765,MSV000085852,environmental samples <Bacillariophyta> (NCBITaxon:33858),CCE2019_124,,True,csi_fingerid_structure_candidate,eligible
A15_100477,Bacillota,Bacteria,SM(d33:5),SM,SM,Sphingolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_100508,Streptophyta,Viridiplantae,PS(18:2_18:3),PS,PS,Glycerophospholipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C49H67NO7,[M + H]+,0.996,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphoinositols,Glycerophospholipids,True,True,True,fresh_new_or_changed,0.6550894,MSV000083002,Alternaria,Vicky2-g12-149-A5B,,True,csi_fingerid_structure_candidate,eligible
A15_100526,Ascomycota,Fungi,PG(P-18:4_19:0),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_100578,Streptophyta,Viridiplantae,TG(18:1_18:2)+O:(s),TG,TG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C39H71NO7,[M + H]+,0.603,True,fresh_new_or_changed,Fatty acids,Spingolipids,Neutral glycosphingolipids,Fatty Acyls,True,True,True,fresh_new_or_changed,0.63304764,MSV000088735,Homo sapiens (NCBITaxon:9606),IFXI17-D3-AV-STWK6,,True,csi_fingerid_structure_candidate,eligible
A15_100580,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,False,False,none,,,,False,none,,,,,False,False,False,none,,,,,,False,no_current_evidence,unidentified
A15_100665,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C49H87O6,[M + K]+,0.668,False,none,,,,,False,False,True,fresh_new_or_changed,0.83426327,MSV000085416,Citrus sinensis (NCBITaxon:2711),Plate_2_1_821_RE8_01_41665,,True,sirius_formula_only,eligible
A15_100674,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.73774546,MSV000086620,Homo sapiens (NCBITaxon:9606),BIDMC-34-Lipid-Velos-POS_25Jan17_Lola-WCSH7905,,True,dreams_neighbour_only,unidentified
A15_100679,Streptophyta,Viridiplantae,PG(O-16:1_20:4),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C44H79NO7,[M + K]+,0.358,True,fresh_new_or_changed,Fatty acids,Spingolipids,Neutral glycosphingolipids,Glycosyl-N-acylsphingosines,True,True,True,fresh_new_or_changed,0.7424121,MSV000080183,Mus musculus,09-F-15,,True,csi_fingerid_structure_candidate,eligible
A15_100703,Streptophyta,Viridiplantae,TG(9:0_28:8),TG,TG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C37H64O7,[M + K]+,0.92,True,fresh_new_or_changed,Polyketides,Linear polyketides,Open-chain polyketides,Prenol lipids,True,True,True,fresh_new_or_changed,0.7740795,MSV000086348,Kyphosus (NCBITaxon:163142),F8_m_HG.3_GB4_01_56487,,True,csi_fingerid_structure_candidate,eligible
A15_100717,Streptophyta,Viridiplantae,DG(16:2_18:4),DG,DG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C35H62O5,[M + Na]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Diacylglycerols,"1,2-diacylglycerols",True,True,True,fresh_new_or_changed,0.8524134,MSV000081030,Thalassiosira pseudonana,Mtab_FT_020211_21,,True,csi_fingerid_structure_candidate,eligible
A15_100785,Streptophyta,Viridiplantae,PG(P-18:4_17:0),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C40H82NO7P,[M + K]+,0.965,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphocholines,"1-(1Z-alkenyl),2-acyl-glycerophosphocholines",True,False,True,fresh_new_or_changed,0.85144454,MSV000078780,Homo sapiens,SysVirol_SCL012_mock_36h_4_Lip_Pos_27Aug12_Sam_12-05-13,,True,csi_fingerid_structure_candidate,eligible
A15_100787,Streptophyta,Viridiplantae,PC(35:5),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C43H76NO8P,[M + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines,True,True,True,fresh_new_or_changed,0.752029,MSV000082960,Citrus sinensis,Plate4_595_RB7_01_16136,,True,csi_fingerid_structure_candidate,eligible
A15_100788,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C48H76O5,[M + K]+,0.377,False,none,,,,,True,True,True,fresh_new_or_changed,0.87893194,MSV000084716,Homo sapiens,UDN_Pilot1_P_A_QC_nist_L_024_POS_03Oct16_Lola-WCSH8005,,True,csi_fingerid_structure_candidate,eligible
A15_100791,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C42H81NO14,[M + H]+,1.0,True,fresh_new_or_changed,Polyketides,Macrolides,Polyene macrolides,Macrolides and analogues,False,True,True,fresh_new_or_changed,0.74605197,MSV000081045,Homo sapiens,OMICS_MCL002_icMERS_7HRS_D_LIPID_156_POS_05Apr16_Legolas_Mclass,,True,denovo_structure_candidate,eligible
A15_100805,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7739214,MSV000082048,Mus musculus,23_2,,True,dreams_neighbour_only,unidentified
A15_100823,Streptophyta,Viridiplantae,TG(P-18:3_21:6),TG,TG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C39H66O6,[M + K]+,0.935,True,fresh_new_or_changed,Terpenoids,Glycerolipids,Diacylglycerols,Steroid esters,True,True,True,fresh_new_or_changed,0.83550423,MSV000082792,blank,mdA_2,,True,csi_fingerid_structure_candidate,eligible
A15_100852,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C43H79NO13,[M + H]+,0.62,True,fresh_new_or_changed,Polyketides,Macrolides,Open-chain polyketides,Macrolides and analogues,True,True,True,fresh_new_or_changed,0.8120799,MSV000085505,Homo sapiens (NCBITaxon:9606),Abril%20P2_1-15_01_11191,,True,csi_fingerid_structure_candidate,eligible
A15_100856,Nematoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,True,fresh_new_or_changed,C30H47NO,[M + K]+,0.888,True,fresh_new_or_changed,Fatty acids,Fatty amides,Primary amides,Benzene and substituted derivatives,True,True,True,fresh_new_or_changed,0.73991835,MSV000085852,environmental samples <Bacillariophyta> (NCBITaxon:33858),CCE2019_272,,True,csi_fingerid_structure_candidate,unidentified
A15_100888,Nematoda,Animalia,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,new_or_changed,True,True,fresh_new_or_changed,C23H42N2O7,[M + H]+,0.931,True,fresh_new_or_changed,Amino acids and Peptides,Nucleosides,Pyrimidine nucleosides,Alpha amino acids and derivatives,True,True,True,fresh_new_or_changed,0.7315559,MSV000083024,Homo sapiens,11823.BVC.1549.10.10_BA11_01_36196,,True,csi_fingerid_structure_candidate,eligible
A15_100889,Nematoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,True,fresh_new_or_changed,C29H47N2O3P,[M + H]+,0.996,True,fresh_new_or_changed,Fatty acids,Spingolipids,Sphingoid bases,Benzene and substituted derivatives,True,True,True,fresh_new_or_changed,0.75668526,MSV000082157,Mus musculus,10_55,,True,csi_fingerid_structure_candidate,unidentified
A15_100890,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C35H59NO6,[M + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Spingolipids,Neutral glycosphingolipids,Sphingolipids,True,True,True,fresh_new_or_changed,0.7609824,MSV000080187,Homo sapiens,13130_P4_RC3_01_445,,True,csi_fingerid_structure_candidate,eligible
A15_100907,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C25H34O,[M + H]+,1.0,True,exact_retained_cache,Terpenoids,Apocarotenoids,Apocarotenoids (β-),Prenol lipids,True,True,True,exact_retained_cache,0.8881086,MSV000087675,Air samples (PM2.5),46_JMBatch11_pos_DIA,,True,csi_fingerid_structure_candidate,unidentified
A15_10093,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C13H20O2,[M + H]+,1.0,True,fresh_new_or_changed,Terpenoids,Sesquiterpenoids,Humulane sesquiterpenoids,Prenol lipids,True,True,True,fresh_new_or_changed,0.83901715,MSV000088761,Mus musculus (NCBITaxon:10090),Baat342CE,,True,csi_fingerid_structure_candidate,eligible
A15_100943,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C40H77NO8,[M + Na]+,0.999,True,fresh_new_or_changed,Polyketides,Macrolides,Open-chain polyketides,Macrolides and analogues,True,True,True,fresh_new_or_changed,0.6741035,MSV000086926,environmental samples <Bacillariophyta> (NCBITaxon:33858),20200125_DOM_BF_SZ_1,,True,csi_fingerid_structure_candidate,unidentified
A15_100966,Basidiomycota,Fungi,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,unidentified
A15_10097,Mollusca,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,False,False,none,,,,False,none,,,,,False,False,False,none,,,,,,False,no_current_evidence,unidentified
A15_100976,Bacillota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,unidentified
A15_100978,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C46H61NO8,[M + H]+,0.927,True,exact_retained_cache,Fatty acids,Spingolipids,Neutral glycosphingolipids,Glycosyl-N-acylsphingosines,True,True,True,exact_retained_cache,0.7947561,MSV000083522,environmental samples <Bacillariophyta>,SD_CU18_285,,True,csi_fingerid_structure_candidate,unidentified
A15_100981,Streptophyta,Viridiplantae,PC(24:8_20:6),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7601459,MSV000081892,Homo sapiens,OMICS_EHUH002_EBOV_24hr_5_lipid_015__POS_21Oct16_Lola-WCSH8005,,True,dreams_neighbour_only,eligible
A15_100988,Mollusca,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C27H41NO,[M + H]+,0.981,True,exact_retained_cache,Fatty acids,Fatty amides,N-acyl amines,N-acyl amines,True,True,True,exact_retained_cache,0.70694447,MSV000080673,Homo sapiens,000028311_RB12_01_5128,,True,csi_fingerid_structure_candidate,unidentified
A15_100999,Pseudomonadota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,unidentified
A15_10102,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,True,fresh_new_or_changed,C20H42NO4P,[M + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Fatty amides,N-acyl amines,N-acyl-alpha amino acids,True,True,True,fresh_new_or_changed,0.7244024,MSV000083083,Rattus,00077EA664,,True,csi_fingerid_structure_candidate,unidentified
A15_101083,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7797621,MSV000086270,Homo sapiens (NCBITaxon:9606),ADNI_Go2_P07_H09,,True,dreams_neighbour_only,unidentified
A15_101092,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C19H30O3,[M + H]+,1.0,True,fresh_new_or_changed,Terpenoids,Steroids,Monacolins and Monacolin derivatives,Lipids and lipid-like molecules,True,True,True,fresh_new_or_changed,0.8720898,MSV000087739,chemicals,pos_pooled_QC4,,True,csi_fingerid_structure_candidate,unidentified
A15_101184,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C41H77NO9,[M + Na]+,0.996,True,fresh_new_or_changed,Fatty acids,Macrolides,Open-chain polyketides,Prenol lipids,True,True,True,fresh_new_or_changed,0.81210846,MSV000085713,environmental samples <Verrucomicrobiales> (NCBITaxon:48468),carboxylic_1016_col1_02232016,,True,csi_fingerid_structure_candidate,eligible
A15_101186,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C43H81NO9,[M + K]+,1.0,True,exact_retained_cache,Fatty acids,Spingolipids,Neutral glycosphingolipids,Glycosyl-N-acylsphingosines,True,True,True,exact_retained_cache,0.73029095,MSV000086012,Ceratotherium simum simum (NCBITaxon:73337),KRG_1_BC3_01_55913,,True,csi_fingerid_structure_candidate,unidentified
A15_101197,Bacillota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,unidentified
A15_10122,Streptophyta,Viridiplantae,,PI,PI,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C25H36O2,[M + Na]+,0.973,True,fresh_new_or_changed,Terpenoids,Sesterterpenoids,Ophiobolane sesterterpenoids,Prenol lipids,True,True,True,fresh_new_or_changed,0.7809462,MSV000087694,Homo sapiens (NCBITaxon:9606),22,,True,csi_fingerid_structure_candidate,eligible
A15_101268,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C48H78O6,[M + K]+,0.777,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Triacylglycerols,Triacylglycerols,True,True,True,fresh_new_or_changed,0.8691673,MSV000082277,Taonia atomaria,B217,,True,csi_fingerid_structure_candidate,eligible
A15_101274,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.6407687,MSV000087685,818|Bacteroides thetaiotaomicron,PLT2_C11,,True,dreams_neighbour_only,unidentified
A15_101281,Streptophyta,Viridiplantae,PG(18:2_18:2),PG,PG,Glycerophospholipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C47H75NO7,[M + Na]+,0.235,False,none,,,,,False,False,True,fresh_new_or_changed,0.7752691,MSV000080337,Homo sapiens,Mix_RA1_01_30614,,True,sirius_formula_only,eligible
