feature_id,phylum,kingdom,annotation_molecular_species,annotation_class_verbatim,annotation_class_normalised,annotation_superclass,annotation_source_pre_release,annotation_tier_pre_release,annotation_level_pre_release,annotation_tier,annotation_source,annotation_level,family_propagation_applied,rt_uncertain_any,archlips_rt_excluded,release_exclusion_reason,discovery_method,partition,has_usable_ms2,has_sirius_formula,sirius_formula_provenance,sirius_molecular_formula,sirius_adduct,sirius_score_normalized,has_canopus_class,canopus_provenance,NPC#pathway,NPC#superclass,NPC#class,ClassyFire#most specific class,has_csi_fingerid_structure,has_denovo_structure,has_dreams_result,dreams_provenance,DreaMS_similarity,ref_msv_id,ref_msv_species_resolved,ref_name,ref_smiles,in_strict_ms2lda_model,external_evidence_depth,annotation_release_status
A15_105006,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C43H83NO9S,[M + H]+,0.577,True,fresh_new_or_changed,Polyketides,Macrolides,Polyene macrolides,Macrolides and analogues,False,False,True,fresh_new_or_changed,0.7513102,MSV000080183,Mus musculus,35-F-02,,True,sirius_formula_plus_canopus_class,unidentified
A15_105016,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C36H58O2,[M + H]+,1.0,True,exact_retained_cache,Terpenoids,Steroids,Cholestane steroids,Steroid esters,True,True,True,exact_retained_cache,0.7548382,MSV000080183,Mus musculus,12-F-12,,True,csi_fingerid_structure_candidate,unidentified
A15_105034,Bacillota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,unidentified
A15_105036,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7100239,MSV000087872,Viridiplantae (NCBITaxon:33090),Trifolium-repens-nBuOH,,True,dreams_neighbour_only,unidentified
A15_105045,Streptophyta,Viridiplantae,,PE,PE,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C35H66O10,[M + H]+,1.0,True,fresh_new_or_changed,Polyketides,Polyethers,Open-chain polyketides,Prenol lipids,True,True,True,fresh_new_or_changed,0.7224386,MSV000088821,Actinomyces (NCBITaxon:1654),A_jap_EDDS-22L6,,True,csi_fingerid_structure_candidate,eligible
A15_105047,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C48H78O7,[M + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Triacylglycerols,Fatty alcohols,True,True,True,fresh_new_or_changed,0.78538257,MSV000078830,Pseudomonas aeruginosa PA14,PA14_EM_6-2_D-6_P1-D-6_01_4735,,True,csi_fingerid_structure_candidate,unidentified
A15_105118,Bacillota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,unidentified
A15_105122,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,False,False,none,,,,False,none,,,,,False,False,False,none,,,,,,False,no_current_evidence,unidentified
A15_105162,Streptophyta,Viridiplantae,TG(18:2_18:2)+O:(s),TG,TG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H75NO3S,[M + K]+,1.0,True,fresh_new_or_changed,Fatty acids,Fatty Acids and Conjugates,Open-chain polyketides,Fatty Acyls,True,True,True,fresh_new_or_changed,0.69700307,MSV000088420,Homo sapiens (NCBITaxon:9606),2021_0115_1x_240min,,True,csi_fingerid_structure_candidate,eligible
A15_105175,Streptophyta,Viridiplantae,DG(15:1_20:5),DG,DG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H62O5,[M + H3N + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Diacylglycerols,Steroid esters,True,True,True,fresh_new_or_changed,0.70261335,MSV000085389,Mus musculus (NCBITaxon:10090),pos_plasma_H9_P57_21_NA_infected,,True,csi_fingerid_structure_candidate,eligible
A15_105176,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H62O5,[M + Na]+,1.0,True,fresh_new_or_changed,Terpenoids,Carotenoids (C40),"Lanostane, Tirucallane and Euphane triterpenoids",Prenol lipids,True,True,True,fresh_new_or_changed,0.71080565,MSV000086236,environmental samples <Bacillariophyta> (NCBITaxon:33858),CCE2020_SC_73,,True,csi_fingerid_structure_candidate,eligible
A15_105180,Mollusca,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C35H55NO6,[M + K]+,0.8,True,exact_retained_cache,Fatty acids,Glycerolipids,Glycerophosphoinositols,Fatty acid esters,True,True,True,exact_retained_cache,0.65583384,MSV000081981,Homo sapiens,000026095_RA3_01_5660,,True,csi_fingerid_structure_candidate,unidentified
A15_105202,Streptophyta,Viridiplantae,,,Glycerophospholipids,Glycerophospholipids,none,Unidentified,0,Bronze,Network_propagation,1,True,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7831162,MSV000084554,Homo sapiens,80464.0_BA6_01_29628,,True,dreams_neighbour_only,eligible
A15_105207,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C46H79NO8,[M + H]+,0.546,True,fresh_new_or_changed,Fatty acids,Spingolipids,Neutral glycosphingolipids,Glycosyl-N-acylsphingosines,True,True,True,fresh_new_or_changed,0.7242721,MSV000080905,environmental samples <Bacillariophyta>,P4_EMP_73,,True,csi_fingerid_structure_candidate,eligible
A15_105223,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.75355303,MSV000082744,Homo sapiens,20160404_SM_CS00000003-3_P,,True,dreams_neighbour_only,unidentified
A15_105230,Pseudomonadota,Bacteria,DG(3:0_30:7),DG,DG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,retained_exact,False,False,none,,,,False,none,,,,,False,False,False,none,,,,,,False,existing_annotation_only,eligible
A15_105278,Streptophyta,Viridiplantae,MG(P-18:4),MG,MG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C21H34O3,[M + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Eicosanoids,Monoacylglycerols,Fatty Acyls,True,True,True,fresh_new_or_changed,0.8165292,MSV000079274,Homo sapiens,1371.D_RC8_01_5140,,True,csi_fingerid_structure_candidate,eligible
A15_105279,Streptophyta,Viridiplantae,MGDG(16:3_18:3),MGDG,MGDG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C50H69NO5,[M + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Carotenoids (C40),"Carotenoids (C40, β-β)",Prenol lipids,True,True,True,fresh_new_or_changed,0.78048,MSV000089245,Porifera (NCBITaxon:6040),SBM-081_r1_P1-D-5_01_15165,,True,csi_fingerid_structure_candidate,eligible
A15_105281,Streptophyta,Viridiplantae,TG(16:2_16:1),TG,TG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,False,False,none,,,,False,none,,,,,False,False,False,none,,,,,,False,existing_annotation_only,eligible
A15_105296,Basidiomycota,Fungi,DG(15:0_18:3),DG,DG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_105312,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.81286484,MSV000081582,Homo sapiens,DF7_RF7_01_15347,,True,dreams_neighbour_only,unidentified
A15_105372,Streptophyta,Viridiplantae,DGDG(18:3_18:3),DGDG,DGDG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7697487,MSV000079679,Homo sapiens,238_FF6_pH7_BB2_01_18598,,True,dreams_neighbour_only,eligible
A15_105373,Streptophyta,Viridiplantae,DGDG(16:3_18:3),DGDG,DGDG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.79289716,MSV000083002,Alternaria,Altertoxinii_180929194904,,True,dreams_neighbour_only,eligible
A15_105384,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.8542641,MSV000086876,,EP-ESIpos-S093,,True,dreams_neighbour_only,unidentified
A15_105396,Streptophyta,Viridiplantae,MG(O-23:4),MG,MG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C26H46O3,[M + H]+,1.0,True,fresh_new_or_changed,Terpenoids,Linear polyketides,Prenyl quinone meroterpenoids,Prenol lipids,True,True,True,fresh_new_or_changed,0.9117465,MSV000079680,Pseudomonas aeruginosa PAO1,PA01_BC_A_6_BF6_01_18475,,True,csi_fingerid_structure_candidate,eligible
A15_105450,Streptophyta,Viridiplantae,PI(18:2_18:2),PI,PI,Glycerophospholipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.84128994,MSV000082963,Citrus sinensis,Plate4_649_RG1_01_16195,,True,dreams_neighbour_only,eligible
A15_105480,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C37H64O6,[M + K]+,0.946,True,fresh_new_or_changed,Polyketides,Linear polyketides,Open-chain polyketides,Fatty acid esters,True,True,True,fresh_new_or_changed,0.6709843,MSV000081151,Mus musculus,HFD_C1_KO10,,True,csi_fingerid_structure_candidate,eligible
A15_105567,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C43H81NO8,[M + Na]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Diacylglycerols,Fatty acid esters,True,True,True,fresh_new_or_changed,0.8486576,MSV000081067,Zea mays,WT_T4_SEED_C02,,True,csi_fingerid_structure_candidate,unidentified
A15_105574,Streptophyta,Viridiplantae,,Sterol,Sterol,Sterol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C29H46,[M + H]+,1.0,True,fresh_new_or_changed,Terpenoids,Steroids,Cholestane steroids,Steroids and steroid derivatives,True,True,True,fresh_new_or_changed,0.8153149,MSV000086876,,EP-ESIpos-S007,,True,csi_fingerid_structure_candidate,eligible
A15_105581,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.8912605,MSV000081326,Mus musculus,A4_43_10_m_BE10_01_36785,,True,dreams_neighbour_only,eligible
A15_105592,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C27H46O3,[M + H]+,1.0,True,fresh_new_or_changed,Terpenoids,Meroterpenoids,Prenyl quinone meroterpenoids,Vitamin E compounds,True,True,True,fresh_new_or_changed,0.680987,MSV000083647,Rattus norvegicus,00077E78D5,,True,csi_fingerid_structure_candidate,eligible
A15_105628,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C42H80O11,[M + H]+,0.762,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Glycosyldiacylglycerols,Glycosyldiradylglycerols,True,True,True,fresh_new_or_changed,0.84179777,MSV000080183,Mus musculus,39-F-03,,True,csi_fingerid_structure_candidate,unidentified
A15_105660,Streptophyta,Viridiplantae,PG(18:2_18:2),PG,PG,Glycerophospholipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C43H77N2O9,[M + Na]+,0.902,True,fresh_new_or_changed,Polyketides,Macrolides,Open-chain polyketides,Amino acids and derivatives,True,True,True,fresh_new_or_changed,0.8199732,MSV000086876,,EP-ESIpos-S020,,True,csi_fingerid_structure_candidate,eligible
A15_105664,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.8085875,MSV000082667,Homo sapiens,fox.U343.sputum.3_BF3_01_4841,,True,dreams_neighbour_only,eligible
A15_10568,Basidiomycota,Fungi,PI(O-5:0_17:1),PI,PI,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_105683,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H60O4,[M + H]+,1.0,True,fresh_new_or_changed,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",Prenol lipids,True,True,True,fresh_new_or_changed,0.76211125,MSV000082582,Rattus norvegicus,94_Control_CDR_HC_3,,True,csi_fingerid_structure_candidate,eligible
A15_105706,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C43H74O12S,[M + H3N + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Glycosyldiacylglycerols,Sulfoquinovosyldiacylglycerols,True,True,True,fresh_new_or_changed,0.78771627,MSV000087681, Air samples (PM2.5),75_20_pos_DIA,,True,csi_fingerid_structure_candidate,eligible
A15_105751,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C40H73NO7,[M + Na]+,0.998,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Neutral glycosphingolipids,Triradylcglycerols,True,True,True,fresh_new_or_changed,0.62039644,MSV000088420,Homo sapiens (NCBITaxon:9606),2020_1217_4x_08,,True,csi_fingerid_structure_candidate,unidentified
A15_105772,Streptophyta,Viridiplantae,DG(16:3_18:3),DG,DG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C35H62O5,[M + Na]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Diacylglycerols,Lineolic acids and derivatives,True,True,True,fresh_new_or_changed,0.7647426,MSV000081482,Mus musculus,30-F-07,,True,csi_fingerid_structure_candidate,eligible
A15_105778,Streptophyta,Viridiplantae,DGDG(18:3_18:4),DGDG,DGDG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.8282725,MSV000083773,Staphylococcus aureus,U01_COM01_LAC_CAMHB_11_150min,,True,dreams_neighbour_only,eligible
A15_105779,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.83464897,MSV000079677,Pseudomonas aeruginosa group,223_H5_Spu_RC7_01_18908,,True,dreams_neighbour_only,eligible
A15_105797,Streptophyta,Viridiplantae,DG(17:3_16:3),DG,DG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C34H60O5,[M + Na]+,1.0,True,fresh_new_or_changed,Terpenoids,Triterpenoids,Lupane triterpenoids,Steroids and steroid derivatives,True,True,True,fresh_new_or_changed,0.79629225,MSV000083483,Mus musculus,A15_88_aorta,,True,csi_fingerid_structure_candidate,eligible
A15_105800,Basidiomycota,Fungi,TG(17:1_16:0),TG,TG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_105810,Bacillota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,unidentified
A15_105811,Bacillota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,unidentified
A15_105817,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C29H48O3,[M + H]+,1.0,True,fresh_new_or_changed,Terpenoids,Meroterpenoids,Prenyl quinone meroterpenoids,Vitamin E compounds,True,True,True,fresh_new_or_changed,0.83753663,MSV000085713,environmental samples <Verrucomicrobiales> (NCBITaxon:48468),hydroxyl_1010_col2_02232016,,True,csi_fingerid_structure_candidate,eligible
A15_105823,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,False,False,none,,,,False,none,,,,,False,False,False,none,,,,,,False,no_current_evidence,unidentified
A15_105895,Bacillota,Bacteria,TG(8:0_15:2_19:4),TG,TG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_10590,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,False,False,none,,,,False,none,,,,,False,False,False,none,,,,,,False,no_current_evidence,unidentified
A15_105901,Streptophyta,Viridiplantae,,PC/SM,PC/SM,Glycerophospholipids|Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C52H71NO6,[M + H]+,0.642,True,fresh_new_or_changed,Fatty acids,Spingolipids,Neutral glycosphingolipids,Fatty acid esters,True,True,True,fresh_new_or_changed,0.76778287,MSV000081486,Homo sapiens,FB00259444_RG4_01_14953,,True,csi_fingerid_structure_candidate,eligible
A15_105926,Streptophyta,Viridiplantae,TG(18:2_16:1)+O:(s),TG,TG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C37H67NO7,[M + H]+,1.0,True,fresh_new_or_changed,Polyketides,Linear polyketides,Open-chain polyketides,Macrolides and analogues,True,True,True,fresh_new_or_changed,0.72516763,MSV000082608,C57BL/6N,81761,,True,csi_fingerid_structure_candidate,eligible
A15_105930,Streptophyta,Viridiplantae,TG(16:2_18:2),TG,TG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C37H62O6,[M + H3N + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Glycerolipids,Diacylglycerols,Fatty acid esters,True,True,True,fresh_new_or_changed,0.7162601,MSV000080922,environmental samples <Bacillariophyta>,Cave_Bacteria_Plate3_BC1_01_21238,,True,csi_fingerid_structure_candidate,eligible
A15_105953,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C40H54O,[M + H]+,0.879,True,fresh_new_or_changed,Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-β)",Xanthophylls,True,True,True,fresh_new_or_changed,0.8904408,MSV000079720,drinking fountain,group5_P1_H3,,True,csi_fingerid_structure_candidate,eligible
A15_105958,Streptophyta,Viridiplantae,DG(14:2_16:2),DG,DG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C40H52,[M + H]+,1.0,True,fresh_new_or_changed,Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-Ψ)",Carotenes,True,True,True,fresh_new_or_changed,0.78566873,MSV000087005,environmental samples <Bacillariophyta> (NCBITaxon:33858),Bloom_3_A_pooled_2,,True,csi_fingerid_structure_candidate,eligible
A15_105961,Streptophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C49H71NO3,[M + H]+,0.713,True,fresh_new_or_changed,Fatty acids,Pseudoalkaloids (transamidation),N-acyl amines,Dialkyl ethers,True,True,True,fresh_new_or_changed,0.75279504,MSV000080922,environmental samples <Bacillariophyta>,Cave_Bacteria_Plate1_RA9_01_19335,,True,csi_fingerid_structure_candidate,unidentified
A15_106017,Streptophyta,Viridiplantae,TG(2:0_15:2_18:2)+O:(s),TG,TG,Glycerolipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C38H67NO7,[M + H]+,1.0,True,fresh_new_or_changed,Fatty acids,Eicosanoids,Open-chain polyketides,Hydroxy fatty acids,True,True,True,fresh_new_or_changed,0.71328413,MSV000088324,Homo sapiens (NCBITaxon:9606),Pos_LC66,,True,csi_fingerid_structure_candidate,eligible
A15_106019,Pseudomonadota,Bacteria,,,Prenol lipids,Prenol lipids,none,Unidentified,0,Bronze,Network_propagation,1,True,False,False,,indval_consensus,retained_exact,True,False,none,,,,False,none,,,,,False,False,False,none,,,,,,True,ms2lda_model_only,eligible
A15_106051,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C50H66N2O7,[M + H]+,1.0,True,exact_retained_cache,Fatty acids,Spingolipids,Neutral glycosphingolipids,Steroids and steroid derivatives,True,True,True,exact_retained_cache,0.8176809,MSV000078830,Pseudomonas aeruginosa PA14,PA14_EM_3-4_A-4_P1-A-4_01_3012,,True,csi_fingerid_structure_candidate,unidentified
A15_106065,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C40H55O2,[M + H]+,1.0,True,fresh_new_or_changed,Terpenoids,Carotenoids (C40),"Carotenoids (C40, β-β)",Xanthophylls,False,False,True,fresh_new_or_changed,0.9023598,MSV000081981,Homo sapiens,000026123_RF11_01_5623,,True,sirius_formula_plus_canopus_class,eligible
A15_106074,Streptophyta,Viridiplantae,PC(P-40:12),PC,PC,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.74153435,MSV000082647,C57BL/6N,81973,,True,dreams_neighbour_only,eligible
A15_106141,Streptophyta,Viridiplantae,Hex1Cer(d18:2_16:0)+O:(s),Hex1Cer,HexCer,Sphingolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C40H76NO7P,[M + H]+,0.795,True,fresh_new_or_changed,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines,Glycerophosphocholines,True,True,True,fresh_new_or_changed,0.7458644,MSV000078568,Cyanobacteria,A1691_010G11_GG11_01_13500,,True,csi_fingerid_structure_candidate,eligible
A15_106142,Streptophyta,Viridiplantae,PG(21:4_16:0),PG,PG,Glycerophospholipids,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C50H75NO7,[M + H]+,0.38,True,fresh_new_or_changed,Fatty acids,Spingolipids,Neutral glycosphingolipids,Alkyl glycosides,True,True,True,fresh_new_or_changed,0.68576,MSV000082049,Mus musculus,3_28,,True,csi_fingerid_structure_candidate,eligible
A15_106167,Streptophyta,Viridiplantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C35H73NO6S,[M + H]+,1.0,True,fresh_new_or_changed,Polyketides,Macrolides,Open-chain polyketides,Macrolides and analogues,False,False,True,fresh_new_or_changed,0.77089804,MSV000084587,Sarcophyton glaucum,PAL253_dx4_BE3_01_47989,,True,sirius_formula_plus_canopus_class,eligible
A15_106232,Streptophyta,Viridiplantae,DG(P-7:0_19:3),DG,DG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C29H50O4,[M + H]+,1.0,True,fresh_new_or_changed,Terpenoids,Triterpenoids,Dammarane and Protostane triterpenoids,Triterpenoids,True,True,True,fresh_new_or_changed,0.78202456,MSV000083320,Homo sapiens,99385,,True,csi_fingerid_structure_candidate,eligible
A15_106261,Chlorophyta,Viridiplantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.72441065,MSV000081463,Solanum lycopersicum,H_4_3soil_2_Y_C4,,True,dreams_neighbour_only,unidentified
