feature_id,phylum,kingdom,annotation_molecular_species,annotation_class_verbatim,annotation_class_normalised,annotation_superclass,annotation_source_pre_release,annotation_tier_pre_release,annotation_level_pre_release,annotation_tier,annotation_source,annotation_level,family_propagation_applied,rt_uncertain_any,archlips_rt_excluded,release_exclusion_reason,discovery_method,partition,has_usable_ms2,has_sirius_formula,sirius_formula_provenance,sirius_molecular_formula,sirius_adduct,sirius_score_normalized,has_canopus_class,canopus_provenance,NPC#pathway,NPC#superclass,NPC#class,ClassyFire#most specific class,has_csi_fingerid_structure,has_denovo_structure,has_dreams_result,dreams_provenance,DreaMS_similarity,ref_msv_id,ref_msv_species_resolved,ref_name,ref_smiles,in_strict_ms2lda_model,external_evidence_depth,annotation_release_status
NEG_100008,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.6941644,MSV000083320,Homo sapiens,99325,,True,dreams_neighbour_only,unidentified
NEG_100061,Chlorophyta,Plantae,,PS,PS,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.72367793,MSV000089869,Pseudomonas aeruginosa (NCBITaxon:287),ESP058,,True,dreams_neighbour_only,eligible
NEG_100085,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.67309386,MSV000087612,Homo sapiens (NCBITaxon:9606),28,,True,dreams_neighbour_only,unidentified
NEG_100100,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.81983036,MSV000087048,Camellia sinensis (green tea),20200319_GreenTea38_R1,,True,dreams_neighbour_only,unidentified
NEG_100116,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.8618416,MSV000081171,Homo sapiens,Plate3_67478_GF8_01_11034,,True,dreams_neighbour_only,unidentified
NEG_100117,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.71957046,MSV000085120,animalia,BAX639_2x_BC1_01_24031,,True,dreams_neighbour_only,unidentified
NEG_100121,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.65221876,MSV000083462,Homo sapiens,11712.SUBJECT30.SKIN.673.A,,True,dreams_neighbour_only,unidentified
NEG_100126,Streptophyta,Plantae,DGDG(18:2_20:5),DGDG,DGDG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.6708274,MSV000085071,Several mushrooms species,P2_A12_BA12_01_52950,,True,dreams_neighbour_only,eligible
NEG_10013,Streptophyta,Plantae,FA(25:0)+COOH:(s),FA,FA,Fatty acyls,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C25H48O4,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Fatty Acids and Conjugates,Branched fatty acids,Long-chain fatty acids,True,True,True,fresh_new_or_changed,0.7337873,MSV000083302,Mus musculus,S89_RA4_01_40260,,True,csi_fingerid_structure_candidate,eligible
NEG_100157,Actinomycetota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.69701976,MSV000088741,Homo sapiens (NCBITaxon:9606),QLTMS2_2,,True,dreams_neighbour_only,unidentified
NEG_100167,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7035296,MSV000082085,environmental samples <Bacillariophyta>,pos_Haweii_2016_DOM_1,,True,dreams_neighbour_only,unidentified
NEG_100189,Nematoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.6834847,MSV000082650,C57BL/6N,M104_62,,True,dreams_neighbour_only,unidentified
NEG_10019,Streptophyta,Plantae,FA(25:0)+COOH:(s),FA,FA,Fatty acyls,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C25H48O4,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Fatty Acids and Conjugates,Branched fatty acids,Long-chain fatty acids,True,True,True,fresh_new_or_changed,0.79465085,MSV000089350,Heteropterys umbellata,HU5Bark_3_POS_MRM,,True,csi_fingerid_structure_candidate,eligible
NEG_100190,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.691041,MSV000083388,Homo sapiens,1_p_StdMix_500ppb_02,,True,dreams_neighbour_only,unidentified
NEG_10020,Streptophyta,Plantae,FA(25:0)+COOH:(s),FA,FA,Fatty acyls,LipidSearch,Bronze,3,Bronze,LipidSearch,3,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C25H48O4,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Fatty esters,Wax monoesters,Fatty acid esters,True,True,True,fresh_new_or_changed,0.639885,MSV000080299,Zea mays,Bsub_P4_E06,,True,csi_fingerid_structure_candidate,eligible
NEG_100212,Mollusca,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.69530886,MSV000086876,,EP-ESIpos-S045,,True,dreams_neighbour_only,unidentified
NEG_100248,Streptophyta,Plantae,,GlcCer,GlcCer,Sphingolipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.78853667,MSV000080558,Mus musculus,SS231_RD9_01_7576,,True,dreams_neighbour_only,eligible
NEG_100252,Chlorophyta,Plantae,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.78214806,MSV000080918,Mus musculus,SS199_RB1_01_7542,,True,dreams_neighbour_only,eligible
NEG_100255,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7213564,MSV000081050,Homo sapiens,OMICS_MFB002_MOCK_36HRS_D_LIPID_018_POS_06Jul16_Legolas_HSS-T3_A925,,True,dreams_neighbour_only,unidentified
NEG_100257,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.6811092,MSV000078565,Homo sapiens,YW_D2EAH_20131111_BC2_01_9600,,True,dreams_neighbour_only,unidentified
NEG_100260,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.65628856,MSV000082000,Mus musculus,Pooled_sample_QC_Ftl_brain_d32_RH6_01_7106,,True,dreams_neighbour_only,unidentified
NEG_100268,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.72026026,MSV000084218,Homo sapiens,11823.BVC.1570.10.03_RD5_01_36125,,True,dreams_neighbour_only,unidentified
NEG_100273,Streptophyta,Plantae,DGDG(18:3_20:3),DGDG,DGDG,Glycerolipids,LipidSearch,Gold,4,Gold,LipidSearch,4,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.6751468,MSV000082630,Homo sapiens,16NAVY05_20_plasma,,True,dreams_neighbour_only,eligible
NEG_100320,Pseudomonadota,Bacteria,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7693967,MSV000082433,Homo sapiens,M-0096,,True,dreams_neighbour_only,unidentified
NEG_10040,Streptophyta,Plantae,,Terpenoid,Terpenoid,Prenol lipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C26H52O3,[M - H]-,1.0,True,fresh_new_or_changed,Terpenoids,Sesterterpenoids,Scalarane sesterterpenoids,Branched fatty acids,True,True,True,fresh_new_or_changed,0.69710875,MSV000082721,Mus musculus,20150603_S00018503_P,,True,csi_fingerid_structure_candidate,eligible
NEG_100415,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.8006515,MSV000081470,Bathymodiolus,B.%20azoricus%201_12,,True,dreams_neighbour_only,unidentified
NEG_100417,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.77850854,MSV000079697,Homo sapiens,group2_P1_E12,,True,dreams_neighbour_only,unidentified
NEG_100421,Chlorophyta,Plantae,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.74459773,MSV000082323,Mus musculus,C13_Control-PIC4_Brain_RA7_01_12572,,True,dreams_neighbour_only,eligible
NEG_100423,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.8264015,MSV000086876,,EP-ESIpos-S032,,True,dreams_neighbour_only,unidentified
NEG_100424,Chlorophyta,Plantae,,,Glycerolipids,Glycerolipids,none,Unidentified,0,Bronze,Network_propagation,1,True,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.77422136,MSV000081351,Homo sapiens,39145,,True,dreams_neighbour_only,eligible
NEG_10044,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C26H52O3,[M - H]-,1.0,True,fresh_new_or_changed,Terpenoids,Fatty Acids and Conjugates,Cholestane steroids,Branched fatty acids,True,True,True,fresh_new_or_changed,0.7227005,MSV000084322,Homo sapiens,Plate8_61648_Skin_GE2_01_27380,,True,csi_fingerid_structure_candidate,unidentified
NEG_100490,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7701728,MSV000082764,Coral reef sea water,mtab_sponge_ft_13,,True,dreams_neighbour_only,unidentified
NEG_100496,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7399613,MSV000086381,Trachymyrmex septentrionalis (NCBITaxon:34720),BD8_BD8_01_57257,,True,dreams_neighbour_only,unidentified
NEG_100497,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7474869,MSV000086415,Homo sapiens (NCBITaxon:9606),50409956,,True,dreams_neighbour_only,unidentified
NEG_100498,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.78450346,MSV000082062,Fungi,P1496,,True,dreams_neighbour_only,unidentified
NEG_100499,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7589002,MSV000081049,Homo sapiens,OMICS_ICL104_Cal04_24hr_5_PLipid_002_POS_150mm_02Feb16_Polaroid_HSST3-02,,True,dreams_neighbour_only,unidentified
NEG_100500,Evosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.78781486,MSV000082608,C57BL/6N,81903,,True,dreams_neighbour_only,unidentified
NEG_100541,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7284774,MSV000086876,,EP-ESIpos-S050,,True,dreams_neighbour_only,unidentified
NEG_100548,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7551561,MSV000086876,,EP-ESIpos-S075,,True,dreams_neighbour_only,unidentified
NEG_100553,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.81069356,MSV000080000,Mus musculus,mLm_PNNL_WL_007_L_POS_150mm_13Sept15_Polaroid_HSST3-02,,True,dreams_neighbour_only,unidentified
NEG_100557,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.71775883,MSV000087800,Homo sapiens (NCBITaxon:9606),200306_CellLine_054_Hep_B3,,True,dreams_neighbour_only,unidentified
NEG_100558,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.6502265,MSV000086876,,EP-ESIpos-S091,,True,dreams_neighbour_only,unidentified
NEG_100559,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.71535546,MSV000082960,Citrus sinensis,Plate4_584_RA8_01_16124,,True,dreams_neighbour_only,unidentified
NEG_100560,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.61311847,MSV000087944,Homo sapiens (NCBITaxon:9606),PNACIC_SARS2plasmid_NSP7_A09_R5__Pos_09Jun20_Brandi-WCSH115315,,True,dreams_neighbour_only,unidentified
NEG_100561,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.71657664,MSV000078801,mouse,Fintestine1_BA2_01_19889,,True,dreams_neighbour_only,unidentified
NEG_10059,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C21H35NO5S,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Fatty esters,Fatty acyl carnitines,Long-chain fatty acids,True,True,True,fresh_new_or_changed,0.68757856,MSV000088761,Mus musculus (NCBITaxon:10090),Baat213A,,True,csi_fingerid_structure_candidate,unidentified
NEG_100605,Evosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.63569117,MSV000087800,Homo sapiens (NCBITaxon:9606),20190407_PCC_12_10_P3,,True,dreams_neighbour_only,unidentified
NEG_100616,Evosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7845578,MSV000081049,Homo sapiens,OMICS_ICL104_Cal04_0hr_2_PLipid_054_POS_150mm_09Feb16_Polaroid_HSST3-02,,True,dreams_neighbour_only,unidentified
NEG_100641,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7422898,MSV000080961,Chemical standards,Mix_NIST_Standard_MS1_35K_TOP4_0%2C0001,,True,dreams_neighbour_only,unidentified
NEG_100653,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7764323,MSV000080628,Rattus norvegicus,fecal_24_20161031,,True,dreams_neighbour_only,unidentified
NEG_100664,Evosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.730005,MSV000081343,Mus musculus,EZ330,,True,dreams_neighbour_only,unidentified
NEG_100667,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.67844975,MSV000089216,environmental samples <Bacillariophyta> (NCBITaxon:33858),Cast12_N7,,True,dreams_neighbour_only,unidentified
NEG_100675,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.6644349,MSV000085120,animalia,BAX486_6x_BE2_01_23789,,True,dreams_neighbour_only,unidentified
NEG_100684,Evosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.8177211,MSV000087800,Homo sapiens (NCBITaxon:9606),200306_CellLine_033_MC7_A2,,True,dreams_neighbour_only,unidentified
NEG_100760,Chlorophyta,Plantae,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.68658304,MSV000081486,Homo sapiens,FB00926478_RA3_01_15319,,True,dreams_neighbour_only,eligible
NEG_100764,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7478918,MSV000079034,Euphorbiaceae,150116_EF_PMA_PSN475_NC-133-18-f_ddMS2_pos,,True,dreams_neighbour_only,unidentified
NEG_100783,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7097659,MSV000084715,Homo sapiens,UDN_BG_A_C_Mayo039_pool_L_124_POS_11Mar17_Lola-WCSH7906,,True,dreams_neighbour_only,unidentified
NEG_100784,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7132262,MSV000083080,Trachymyrmex septentrionalis,TS_J1884_FG01_S5_R1_BA9_01_16154,,True,dreams_neighbour_only,unidentified
NEG_100789,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7510796,MSV000087368,Water,19_241_own,,True,dreams_neighbour_only,unidentified
NEG_10079,Nematoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C26H39NO3,[M - H]-,0.973,True,exact_retained_cache,Terpenoids,Diterpenoids,N-acyl amines,Steroids and steroid derivatives,True,True,True,exact_retained_cache,0.74157983,MSV000087681, Air samples (PM2.5),16_2_pos_DIA,,True,csi_fingerid_structure_candidate,unidentified
NEG_10084,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,True,exact_retained_cache,C23H43NO3S,[M - H]-,1.0,True,exact_retained_cache,Fatty acids,Fatty amides,N-acyl amines,N-acyl-alpha amino acids,True,True,True,exact_retained_cache,0.7341218,MSV000087006,environmental samples <Bacillariophyta> (NCBITaxon:33858),20200213_DOM_BF_SZ_1,,True,csi_fingerid_structure_candidate,unidentified
NEG_100881,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.77726567,MSV000083664,Homo sapiens,BS112_RB12_01_42390,,True,dreams_neighbour_only,unidentified
NEG_1009,Streptophyta,Plantae,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C16H24O3,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Octadecanoids,12-oxophytodienoic acid metabolites,Fatty Acyls,True,True,True,fresh_new_or_changed,0.6313372,MSV000089558,Mus musculus (NCBITaxon:10090),Mom_C6-B14,,True,csi_fingerid_structure_candidate,eligible
NEG_100920,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.64174914,MSV000083475,environmental samples <Bacillariophyta>,6C2_5_14_mousseau-88-s097-a02,,True,dreams_neighbour_only,unidentified
NEG_10096,Heterolobosea,Protozoa,,Glycerophospholipid,Glycerophospholipid,Glycerophospholipids,MS2_diagnostic,Bronze,2,Bronze,MS2_diagnostic,2,False,False,False,,composite,retained_exact,True,True,gapfill_2026_08_12,C18H42F3N5Si,[M - H]-,1.0,True,gapfill_2026_08_12,Alkaloids,Pseudoalkaloids (transamidation),Polyamines,Aminopyrimidines and derivatives,False,False,True,exact_retained_cache,0.66279006,MSV000083559,Homo sapiens,11713.15.O.15A,,True,sirius_formula_plus_canopus_class,eligible
NEG_100960,Evosea,Protozoa,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7860384,MSV000088761,Mus musculus (NCBITaxon:10090),Baat189GB,,True,dreams_neighbour_only,unidentified
NEG_100988,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.5991318,MSV000082382,Pseudomonas,Leaf2_1606-3610_4,,True,dreams_neighbour_only,unidentified
NEG_101,Ascomycota,Fungi,,,Fatty acyls,Fatty acyls,none,Unidentified,0,Bronze,Network_propagation,1,True,False,False,,indval_consensus,new_or_changed,True,True,fresh_new_or_changed,C11H18O4,[M - H]-,1.0,True,fresh_new_or_changed,Fatty acids,Fatty Acids and Conjugates,Dicarboxylic acids,Dicarboxylic acids and derivatives,True,True,True,fresh_new_or_changed,0.58190167,MSV000082582,Rattus norvegicus,69_Control_NLD_HC_2,,True,csi_fingerid_structure_candidate,eligible
NEG_101047,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.57519203,MSV000083004,Mus musculus,PD7_11_BG8_01_16770,,True,dreams_neighbour_only,unidentified
NEG_101100,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7278748,MSV000085129,"Drosophila <fruit fly, genus>",2749_An_M5,,True,dreams_neighbour_only,unidentified
NEG_101219,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.8119119,MSV000087359,unidentified (NCBITaxon:32644),Sample_059,,True,dreams_neighbour_only,unidentified
NEG_101240,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7854873,MSV000084165,Streptomyces coelicolor,MC_soxR-E2May,,True,dreams_neighbour_only,unidentified
NEG_101241,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.6730838,MSV000081894,Homo sapiens,OMICS_MMVE003_icMERS_36HRS_2_Lipid_032_POS_14Nov16_Precious_HSS-T3_A924,,True,dreams_neighbour_only,unidentified
NEG_101252,Streptophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,indval_consensus,new_or_changed,True,False,none,,,,False,none,,,,,False,False,True,fresh_new_or_changed,0.7144951,MSV000082490,Homo sapiens,SH75_RG9_01_27792,,True,dreams_neighbour_only,unidentified
NEG_101254,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7288232,MSV000082962,Citrus sinensis,11-19-3_50_RA6_01_30495,,True,dreams_neighbour_only,unidentified
NEG_101285,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.71710473,MSV000084775,Homo sapiens,FIT132E3CAL_GC3_01_50211,,True,dreams_neighbour_only,unidentified
NEG_101328,Arthropoda,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.75802267,MSV000082764,Coral reef sea water,mtab_sponge_ft_13,,True,dreams_neighbour_only,unidentified
NEG_101341,Mollusca,Animalia,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.65773284,MSV000088640,Homo sapiens (NCBITaxon:9606),6034695,,True,dreams_neighbour_only,unidentified
NEG_101382,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.73279154,MSV000082493,Homo sapiens,DM000078228_RC1_01_28525,,True,dreams_neighbour_only,unidentified
NEG_101387,Chlorophyta,Plantae,,,,,none,Unidentified,0,Unidentified,none,0,False,False,False,,composite,retained_exact,True,False,none,,,,False,none,,,,,False,False,True,exact_retained_cache,0.7253188,MSV000078556,Homo sapiens,5m__BH3_01_1393,,True,dreams_neighbour_only,unidentified
