motif,phylum,kingdom,n_motif_in_phylum,n_motif_total,n_phylum_total,observed_frac,expected_frac,enrichment_ratio,odds_ratio,pvalue,padj,significant
motif_267,Streptophyta,Plantae,6,29,1334,0.2069,0.1552,1.333,1.4218,0.2890876553535046,0.7848804736022612,False
motif_267,Thermoproteota,Archaea,2,29,992,0.069,0.1154,0.5975,0.5669,0.8639215529632233,0.9970658001700066,False
motif_268,Arthropoda,Animalia,5,63,336,0.0794,0.0391,2.0302,2.1359,0.0991225174758239,0.5415048071783112,False
motif_268,Chlorophyta,Plantae,3,63,286,0.0476,0.0333,1.4311,1.4574,0.34986105742922424,0.813577666267855,False
motif_268,Evosea,Protozoa,5,63,532,0.0794,0.0619,1.2822,1.3095,0.3507062627169186,0.813577666267855,False
motif_268,Methanobacteriota,Archaea,3,63,869,0.0476,0.1011,0.471,0.4426,0.9607442920204045,1.0,False
motif_268,Mollusca,Animalia,2,63,370,0.0317,0.043,0.7375,0.7274,0.7613845215544262,0.9867242109509958,False
motif_268,Mucoromycota,Fungi,2,63,862,0.0317,0.1003,0.3165,0.2925,0.9898898896506525,1.0,False
motif_268,Streptophyta,Plantae,8,63,1334,0.127,0.1552,0.8182,0.7905,0.7825130416456372,0.99451782107906,False
motif_268,Thermoproteota,Archaea,16,63,992,0.254,0.1154,2.2005,2.6355,0.0016760103794645673,0.03609162077422328,True
motif_269,Methanobacteriota,Archaea,9,40,869,0.225,0.1011,2.2254,2.5977,0.01632682522099088,0.18598383512607003,False
motif_269,Mucoromycota,Fungi,6,40,862,0.15,0.1003,1.4956,1.5872,0.2077304085870301,0.711442706533358,False
motif_269,Streptophyta,Plantae,7,40,1334,0.175,0.1552,1.1275,1.1554,0.42969546587832935,0.8693452668735312,False
motif_269,Thermoproteota,Archaea,5,40,992,0.125,0.1154,1.083,1.0954,0.4971819289785811,0.9038058248112336,False
motif_270,Evosea,Protozoa,2,27,532,0.0741,0.0619,1.1967,1.2133,0.5048101059367353,0.9049664058897045,False
motif_270,Methanobacteriota,Archaea,5,27,869,0.1852,0.1011,1.8316,2.0265,0.13066538331380823,0.5953796596211783,False
motif_270,Mucoromycota,Fungi,4,27,862,0.1481,0.1003,1.4772,1.5628,0.28377016705198027,0.7826524280874282,False
motif_270,Streptophyta,Plantae,9,27,1334,0.3333,0.1552,2.1477,2.7332,0.016943051891223825,0.18889700406385712,False
motif_270,Thermoproteota,Archaea,4,27,992,0.1481,0.1154,1.2836,1.3343,0.38016272605014145,0.8289435788359458,False
motif_271,Arthropoda,Animalia,2,43,336,0.0465,0.0391,1.1898,1.2002,0.5055890605984935,0.9049664058897045,False
motif_271,Methanobacteriota,Archaea,4,43,869,0.093,0.1011,0.9201,0.9115,0.6446829656086477,0.9497811466344049,False
motif_271,Mollusca,Animalia,4,43,370,0.093,0.043,2.1609,2.294,0.11229697233957751,0.5599989420845718,False
motif_271,Nematoda,Animalia,3,43,128,0.0698,0.0149,4.6848,5.0562,0.02582618260585435,0.2388162297435473,False
motif_271,Streptophyta,Plantae,4,43,1334,0.093,0.1552,0.5994,0.5569,0.9184168439224998,0.9970658001700066,False
motif_271,Thermoproteota,Archaea,5,43,992,0.1163,0.1154,1.0075,1.0085,0.5638712032340181,0.9330584541935542,False
motif_272,Discosea,Protozoa,3,57,136,0.0526,0.0158,3.3262,3.5109,0.06111483080332994,0.4269889512125985,False
motif_272,Evosea,Protozoa,6,57,532,0.1053,0.0619,1.7006,1.792,0.13903507053656014,0.6071198080096459,False
motif_272,Methanobacteriota,Archaea,6,57,869,0.1053,0.1011,1.0411,1.0463,0.5227182949572249,0.9112684706842263,False
motif_272,Mucoromycota,Fungi,2,57,862,0.0351,0.1003,0.3499,0.3247,0.9824599410262925,1.0,False
motif_272,Streptophyta,Plantae,10,57,1334,0.1754,0.1552,1.1304,1.1593,0.3901724037865229,0.8310989413989349,False
motif_272,Thermoproteota,Archaea,3,57,992,0.0526,0.1154,0.456,0.4241,0.9676193212906412,1.0,False
motif_273,Chlorophyta,Plantae,3,30,286,0.1,0.0333,3.0052,3.2517,0.07649806839305222,0.48101985405551234,False
motif_273,Evosea,Protozoa,3,30,532,0.1,0.0619,1.6156,1.6879,0.28320779794891054,0.7826524280874282,False
motif_273,Mollusca,Animalia,2,30,370,0.0667,0.043,1.5486,1.591,0.37255592395634435,0.8289435788359458,False
motif_273,Mucoromycota,Fungi,3,30,862,0.1,0.1003,0.9971,0.9968,0.5910797740800218,0.9357699537637565,False
motif_273,Streptophyta,Plantae,5,30,1334,0.1667,0.1552,1.0738,1.0889,0.5077483269686509,0.9049664058897045,False
motif_274,Mucoromycota,Fungi,2,25,862,0.08,0.1003,0.7977,0.7796,0.7307711921664326,0.9737164030360457,False
motif_274,Streptophyta,Plantae,7,25,1334,0.28,0.1552,1.804,2.1226,0.08046192116257302,0.49399972990175034,False
motif_274,Thermoproteota,Archaea,4,25,992,0.16,0.1154,1.3863,1.4617,0.3251196048807216,0.813577666267855,False
motif_275,Arthropoda,Animalia,3,135,336,0.0222,0.0391,0.5685,0.5547,0.9032383461817131,0.9970658001700066,False
motif_275,Chlorophyta,Plantae,3,135,286,0.0222,0.0333,0.6678,0.6567,0.8324712768806534,0.99451782107906,False
motif_275,Discosea,Protozoa,5,135,136,0.037,0.0158,2.3407,2.4454,0.06273692770538478,0.43638252368524283,False
motif_275,Evosea,Protozoa,9,135,532,0.0667,0.0619,1.0771,1.084,0.45890742876965857,0.8938760555663073,False
motif_275,Methanobacteriota,Archaea,27,135,869,0.2,0.1011,1.9781,2.2619,0.000387370767729365,0.011276793460565959,True
motif_275,Mucoromycota,Fungi,15,135,862,0.1111,0.1003,1.1079,1.1235,0.37763056690737323,0.8289435788359458,False
motif_275,Nematoda,Animalia,2,135,128,0.0148,0.0149,0.9948,0.9946,0.600999894878468,0.9382044039215012,False
motif_275,Streptophyta,Plantae,7,135,1334,0.0519,0.1552,0.3341,0.294,0.9999557080119478,1.0,False
motif_275,Thermoproteota,Archaea,18,135,992,0.1333,0.1154,1.1552,1.1824,0.2927585468455672,0.788246964999598,False
motif_276,Chlorophyta,Plantae,2,36,286,0.0556,0.0333,1.6696,1.714,0.33793412590858757,0.813577666267855,False
motif_276,Evosea,Protozoa,3,36,532,0.0833,0.0619,1.3463,1.38,0.38685197178327646,0.8289435788359458,False
motif_276,Mucoromycota,Fungi,4,36,862,0.1111,0.1003,1.1079,1.1219,0.494080144475428,0.9031325431574102,False
motif_276,Nematoda,Animalia,2,36,128,0.0556,0.0149,3.7305,3.937,0.09992882869387537,0.5415048071783112,False
motif_276,Streptophyta,Plantae,3,36,1334,0.0833,0.1552,0.5369,0.4937,0.9337754364127208,0.9998341823455873,False
motif_276,Thermoproteota,Archaea,2,36,992,0.0556,0.1154,0.4814,0.4497,0.9314908738350236,0.9998341823455873,False
motif_277,Arthropoda,Animalia,2,49,336,0.0408,0.0391,1.0441,1.0462,0.5765208732339357,0.9357699537637565,False
motif_277,Methanobacteriota,Archaea,24,49,869,0.4898,0.1011,4.8444,8.7491,5.146048832109805e-12,5.160694771462614e-10,True
motif_277,Mucoromycota,Fungi,5,49,862,0.102,0.1003,1.0174,1.0195,0.5534331390268067,0.9309661526298192,False
motif_277,Streptophyta,Plantae,4,49,1334,0.0816,0.1552,0.526,0.4823,0.9581978895902731,1.0,False
motif_277,Thermoproteota,Archaea,7,49,992,0.1429,0.1154,1.2378,1.2794,0.3346325486241765,0.813577666267855,False
motif_278,Arthropoda,Animalia,4,32,336,0.125,0.0391,3.1975,3.5417,0.03481259438883782,0.28955237237700027,False
motif_278,Chlorophyta,Plantae,2,32,286,0.0625,0.0333,1.8783,1.9434,0.28846010748199097,0.7848804736022612,False
motif_278,Evosea,Protozoa,5,32,532,0.1562,0.0619,2.5244,2.8238,0.04491093370091204,0.35124372028772993,False
motif_278,Methanobacteriota,Archaea,2,32,869,0.0625,0.1011,0.6182,0.5918,0.8486743577980757,0.9945676565140079,False
motif_278,Streptophyta,Plantae,4,32,1334,0.125,0.1552,0.8054,0.7769,0.754213836799261,0.9798930526380571,False
motif_278,Thermoproteota,Archaea,8,32,992,0.25,0.1154,2.1661,2.5674,0.025713893740529944,0.2388162297435473,False
motif_279,Mucoromycota,Fungi,22,133,862,0.1654,0.1003,1.6493,1.7984,0.012585934977585953,0.1564159086136479,False
motif_279,Streptophyta,Plantae,106,133,1334,0.797,0.1552,5.135,23.1272,8.263234289507668e-62,3.2474510757765137e-59,True
motif_280,Chlorophyta,Plantae,2,22,286,0.0909,0.0333,2.732,2.9187,0.16522650235536757,0.6366079943692103,False
motif_280,Evosea,Protozoa,2,22,532,0.0909,0.0619,1.4687,1.5175,0.39901900919543987,0.8413255696120808,False
motif_280,Methanobacteriota,Archaea,3,22,869,0.1364,0.1011,1.3487,1.4052,0.3868972256291938,0.8289435788359458,False
motif_280,Mollusca,Animalia,4,22,370,0.1818,0.043,4.2236,4.983,0.013352681250954273,0.16217449087229555,False
motif_280,Mucoromycota,Fungi,2,22,862,0.0909,0.1003,0.9065,0.8969,0.6627925686119226,0.9497811466344049,False
motif_280,Streptophyta,Plantae,2,22,1334,0.0909,0.1552,0.5857,0.5436,0.8769833211522072,0.9970658001700066,False
motif_280,Thermoproteota,Archaea,2,22,992,0.0909,0.1154,0.7877,0.766,0.739752269917942,0.9763984620579385,False
motif_281,Arthropoda,Animalia,3,28,336,0.1071,0.0391,2.7408,2.9672,0.09450424429168149,0.5329802081285816,False
motif_281,Chlorophyta,Plantae,2,28,286,0.0714,0.0333,2.1466,2.2435,0.23860927209551958,0.7471987564425434,False
motif_281,Mucoromycota,Fungi,5,28,862,0.1786,0.1003,1.7805,1.9558,0.14305180227092104,0.6084520257449363,False
motif_281,Streptophyta,Plantae,5,28,1334,0.1786,0.1552,1.1505,1.184,0.4438910309451369,0.8799453980400443,False
motif_281,Thermoproteota,Archaea,4,28,992,0.1429,0.1154,1.2378,1.2785,0.4075555154862094,0.8463372131364877,False
motif_282,Methanobacteriota,Archaea,6,30,869,0.2,0.1011,1.9781,2.2312,0.07602034257823095,0.48101985405551234,False
motif_282,Mucoromycota,Fungi,2,30,862,0.0667,0.1003,0.6647,0.64,0.8181282438193953,0.99451782107906,False
motif_282,Streptophyta,Plantae,7,30,1334,0.2333,0.1552,1.5034,1.66,0.17300319549909784,0.6493245322227732,False
motif_282,Thermoproteota,Archaea,2,30,992,0.0667,0.1154,0.5776,0.5465,0.8763831534751627,0.9970658001700066,False
motif_283,Discosea,Protozoa,6,50,136,0.12,0.0158,7.5838,8.8269,0.00012605534732511927,0.004216149063725265,True
motif_283,Evosea,Protozoa,10,50,532,0.2,0.0619,3.2312,3.8424,0.0008213993866960179,0.019865228244402157,True
motif_283,Methanobacteriota,Archaea,9,50,869,0.18,0.1011,1.7803,1.9616,0.06069307231068914,0.4269889512125985,False
motif_283,Mucoromycota,Fungi,4,50,862,0.08,0.1003,0.7977,0.7791,0.7526074566192789,0.9798930526380571,False
motif_283,Streptophyta,Plantae,4,50,1334,0.08,0.1552,0.5154,0.4717,0.9627433305921321,1.0,False
motif_283,Thermoproteota,Archaea,2,50,992,0.04,0.1154,0.3466,0.318,0.9838669734400588,1.0,False
motif_284,Arthropoda,Animalia,4,36,336,0.1111,0.0391,2.8423,3.0975,0.050554724948334094,0.384764027456515,False
motif_284,Evosea,Protozoa,7,36,532,0.1944,0.0619,3.1414,3.6938,0.005800752902325911,0.09118783562456333,False
motif_284,Methanobacteriota,Archaea,4,36,869,0.1111,0.1011,1.099,1.1118,0.5006553617457146,0.9049664058897045,False
motif_284,Streptophyta,Plantae,7,36,1334,0.1944,0.1552,1.2528,1.3155,0.32140101048022374,0.813577666267855,False
motif_285,Arthropoda,Animalia,2,44,336,0.0455,0.0391,1.1627,1.1715,0.5179348025691747,0.911127260507399,False
motif_285,Evosea,Protozoa,3,44,532,0.0682,0.0619,1.1015,1.1096,0.518160159601536,0.911127260507399,False
motif_285,Methanobacteriota,Archaea,6,44,869,0.1364,0.1011,1.3487,1.4066,0.2827208712304941,0.7826524280874282,False
motif_285,Mucoromycota,Fungi,7,44,862,0.1591,0.1003,1.5863,1.7029,0.14667356857535788,0.6084520257449363,False
motif_285,Streptophyta,Plantae,3,44,1334,0.0682,0.1552,0.4393,0.3969,0.9757130012460671,1.0,False
motif_285,Thermoproteota,Archaea,3,44,992,0.0682,0.1154,0.5907,0.5595,0.8970082777607666,0.9970658001700066,False
motif_286,Evosea,Protozoa,6,35,532,0.1714,0.0619,2.7696,3.1601,0.019105596887205888,0.20293242099113282,False
motif_286,Methanobacteriota,Archaea,4,35,869,0.1143,0.1011,1.1304,1.1479,0.47802753680683774,0.8988747462444365,False
motif_286,Nematoda,Animalia,2,35,128,0.0571,0.0149,3.8371,4.0568,0.09527190743265357,0.5329802081285816,False
motif_286,Streptophyta,Plantae,5,35,1334,0.1429,0.1552,0.9204,0.9068,0.651589978272529,0.9497811466344049,False
motif_286,Thermoproteota,Archaea,2,35,992,0.0571,0.1154,0.4951,0.4634,0.9242951242423545,0.9998341823455873,False
motif_287,Arthropoda,Animalia,2,35,336,0.0571,0.0391,1.4617,1.4927,0.3999364327342002,0.8413255696120808,False
motif_287,Chlorophyta,Plantae,2,35,286,0.0571,0.0333,1.7173,1.7661,0.3256427575487981,0.813577666267855,False
motif_287,Discosea,Protozoa,2,35,136,0.0571,0.0158,3.6113,3.8109,0.10548919796195151,0.5509269740737135,False
motif_287,Methanobacteriota,Archaea,2,35,869,0.0571,0.1011,0.5652,0.5378,0.8821354758421923,0.9970658001700066,False
motif_287,Mucoromycota,Fungi,2,35,862,0.0571,0.1003,0.5698,0.5426,0.8792010305513555,0.9970658001700066,False
motif_287,Streptophyta,Plantae,6,35,1334,0.1714,0.1552,1.1045,1.1267,0.46570260146870596,0.8938760555663073,False
motif_287,Thermoproteota,Archaea,4,35,992,0.1143,0.1154,0.9902,0.9889,0.5870040687413809,0.9357699537637565,False
motif_288,Arthropoda,Animalia,4,27,336,0.1481,0.0391,3.7897,4.3143,0.019771770521716414,0.20611870804603197,False
motif_288,Evosea,Protozoa,2,27,532,0.0741,0.0619,1.1967,1.2133,0.5048101059367353,0.9049664058897045,False
motif_288,Mucoromycota,Fungi,4,27,862,0.1481,0.1003,1.4772,1.5628,0.28377016705198027,0.7826524280874282,False
motif_288,Streptophyta,Plantae,4,27,1334,0.1481,0.1552,0.9545,0.9465,0.6219523250769188,0.9497811466344049,False
motif_288,Thermoproteota,Archaea,4,27,992,0.1481,0.1154,1.2836,1.3343,0.38016272605014145,0.8289435788359458,False
motif_289,Arthropoda,Animalia,3,37,336,0.0811,0.0391,2.0741,2.1794,0.17472282260192945,0.6493245322227732,False
motif_289,Mucoromycota,Fungi,5,37,862,0.1351,0.1003,1.3474,1.4041,0.31146109885506645,0.8085936632263382,False
motif_289,Streptophyta,Plantae,7,37,1334,0.1892,0.1552,1.219,1.2715,0.34826852016584636,0.813577666267855,False
motif_289,Thermoproteota,Archaea,4,37,992,0.1081,0.1154,0.9367,0.9287,0.6321749302106263,0.9497811466344049,False
motif_290,Methanobacteriota,Archaea,16,49,869,0.3265,0.1011,3.2296,4.3727,1.3987137823515877e-05,0.0005786258068043937,True
motif_290,Mollusca,Animalia,3,49,370,0.0612,0.043,1.4222,1.4534,0.3535639860111806,0.813577666267855,False
motif_290,Mucoromycota,Fungi,4,49,862,0.0816,0.1003,0.814,0.7965,0.7381571829147209,0.9751118416318834,False
motif_290,Nematoda,Animalia,2,49,128,0.0408,0.0149,2.7408,2.8436,0.1651866633052567,0.6366079943692103,False
motif_290,Streptophyta,Plantae,2,49,1334,0.0408,0.1552,0.263,0.2305,0.9974735530527051,1.0,False
motif_290,Thermoproteota,Archaea,11,49,992,0.2245,0.1154,1.9451,2.2323,0.021555613025386184,0.21656355225021479,False
motif_291,Methanobacteriota,Archaea,2,31,869,0.0645,0.1011,0.6381,0.6123,0.8357239450670726,0.99451782107906,False
motif_291,Mucoromycota,Fungi,3,31,862,0.0968,0.1003,0.9649,0.961,0.6138774020982194,0.946485841892679,False
motif_291,Streptophyta,Plantae,5,31,1334,0.1613,0.1552,1.0392,1.0469,0.538558687378426,0.9189162967462194,False
motif_291,Thermoproteota,Archaea,7,31,992,0.2258,0.1154,1.9565,2.2442,0.0590525435522739,0.4181558489377233,False
motif_292,Mollusca,Animalia,2,24,370,0.0833,0.043,1.9358,2.0264,0.27664574526617025,0.780766807106678,False
motif_292,Mucoromycota,Fungi,4,24,862,0.1667,0.1003,1.6618,1.7979,0.2155575517186272,0.7202696717406181,False
motif_292,Streptophyta,Plantae,7,24,1334,0.2917,0.1552,1.8792,2.2478,0.06646352104323061,0.45034765120671777,False
motif_293,Chlorophyta,Plantae,2,39,286,0.0513,0.0333,1.5412,1.5744,0.37436281572165686,0.8289435788359458,False
motif_293,Mollusca,Animalia,4,39,370,0.1026,0.043,2.3825,2.5574,0.08527887304426048,0.5015222317001367,False
motif_293,Mucoromycota,Fungi,4,39,862,0.1026,0.1003,1.0227,1.0254,0.5590614934313739,0.9330584541935542,False
motif_293,Streptophyta,Plantae,6,39,1334,0.1538,0.1552,0.9912,0.9896,0.5774436296672716,0.9357699537637565,False
motif_293,Thermoproteota,Archaea,4,39,992,0.1026,0.1154,0.8886,0.8754,0.6740350313324701,0.9545330987667221,False
motif_294,Arthropoda,Animalia,6,38,336,0.1579,0.0391,4.039,4.6744,0.0032680377379602226,0.059736689814807786,False
motif_294,Chlorophyta,Plantae,3,38,286,0.0789,0.0333,2.3726,2.506,0.13153479224633,0.5958867245280426,False
motif_294,Evosea,Protozoa,6,38,532,0.1579,0.0619,2.5509,2.8628,0.027814117521055642,0.2539475007213556,False
motif_294,Methanobacteriota,Archaea,3,38,869,0.0789,0.1011,0.7808,0.7612,0.7538887780653346,0.9798930526380571,False
motif_294,Mollusca,Animalia,2,38,370,0.0526,0.043,1.2226,1.2363,0.4914526336368923,0.9008913938464727,False
motif_294,Mucoromycota,Fungi,4,38,862,0.1053,0.1003,1.0496,1.0557,0.5378895019683235,0.9189162967462194,False
motif_294,Streptophyta,Plantae,4,38,1334,0.1053,0.1552,0.6782,0.6393,0.8622379472890731,0.9970658001700066,False
motif_295,Evosea,Protozoa,6,39,532,0.1538,0.0619,2.4855,2.7757,0.031215506056287184,0.2681463143195817,False
motif_295,Mollusca,Animalia,3,39,370,0.0769,0.043,1.7869,1.8594,0.2350619047774871,0.7471987564425434,False
motif_295,Mucoromycota,Fungi,5,39,862,0.1282,0.1003,1.2783,1.3211,0.35263457666662973,0.813577666267855,False
motif_295,Streptophyta,Plantae,2,39,1334,0.0513,0.1552,0.3304,0.2932,0.9887711903731489,1.0,False
motif_296,Discosea,Protozoa,2,26,136,0.0769,0.0158,4.8614,5.2456,0.06309027791655991,0.4369071228406704,False
motif_296,Evosea,Protozoa,2,26,532,0.0769,0.0619,1.2428,1.264,0.4846108270061165,0.9008913938464727,False
motif_296,Streptophyta,Plantae,3,26,1334,0.1154,0.1552,0.7434,0.7093,0.7917638472541856,0.99451782107906,False
motif_296,Thermoproteota,Archaea,3,26,992,0.1154,0.1154,0.9997,0.9997,0.5911065929309225,0.9357699537637565,False
motif_297,Evosea,Protozoa,4,33,532,0.1212,0.0619,1.9583,2.0987,0.14448887604037666,0.6084520257449363,False
motif_297,Methanobacteriota,Archaea,3,33,869,0.0909,0.1011,0.8992,0.8887,0.662447331984134,0.9497811466344049,False
motif_297,Streptophyta,Plantae,4,33,1334,0.1212,0.1552,0.781,0.75,0.7758574572813655,0.9929515092354594,False
motif_297,Thermoproteota,Archaea,8,33,992,0.2424,0.1154,2.1004,2.4644,0.03062261377820914,0.26449862010628994,False
motif_298,Methanobacteriota,Archaea,202,210,869,0.9619,0.1011,9.5139,292.1732,3.887875270296484e-198,6.1117399249060724e-195,True
motif_298,Mollusca,Animalia,2,210,370,0.0095,0.043,0.2212,0.2095,0.9990768263045327,1.0,False
motif_299,Arthropoda,Animalia,44,420,336,0.1048,0.0391,2.6798,3.1592,1.4444355998243437e-09,1.1353263814619341e-07,True
motif_299,Basidiomycota,Fungi,2,420,8,0.0048,0.0009,5.1161,6.5144,0.05485040931200277,0.4059746175095278,False
motif_299,Chlorophyta,Plantae,5,420,286,0.0119,0.0333,0.3578,0.3385,0.9986619091667905,1.0,False
motif_299,Discosea,Protozoa,25,420,136,0.0595,0.0158,3.7618,4.598,7.2608033681507256e-09,4.755826206138725e-07,True
motif_299,Evosea,Protozoa,124,420,532,0.2952,0.0619,4.7699,7.9749,4.8441305770970937e-54,1.5229946534393263e-51,True
motif_299,Methanobacteriota,Archaea,2,420,869,0.0048,0.1011,0.0471,0.0403,1.0,1.0,False
motif_299,Mollusca,Animalia,53,420,370,0.1262,0.043,2.9314,3.5798,7.197761455705368e-13,9.376500984171927e-11,True
motif_299,Mucoromycota,Fungi,83,420,862,0.1976,0.1003,1.9705,2.3383,5.650952027637417e-10,4.6754192565505366e-08,True
motif_299,Nematoda,Animalia,3,420,128,0.0071,0.0149,0.4796,0.4633,0.953517521859314,1.0,False
motif_299,Streptophyta,Plantae,32,420,1334,0.0762,0.1552,0.4909,0.4354,0.9999997829748133,1.0,False
