formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
3	C20H38N6O7	[M + Na]+	C20H38N6NaO7+	Amino acids and Peptides	0.710	Oligopeptides	0.781	Linear peptides	0.700	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.985	Amino acids, peptides, and analogues	0.887	Peptides	0.515	Peptides	0.515	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	497.266	240	4.006	875368520402465073	875367006048985181	875367006048985180	A15_32440	
4	C26H46O6	[M + Na]+	C26H46NaO6+	Fatty acids	0.785	Glycerolipids	0.515	Fatty alcohols	0.245	Lipids and lipid-like molecules	0.959	Fatty Acyls	0.869	Fatty acid esters	0.719			Fatty acid esters	0.719	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	477.319	241	4.011	875368525544681955	875355540565917944	875355540565917943	A15_30886	
4	C26H46O6	[M + Na]+	C26H46NaO6+	Fatty acids	0.785	Glycerolipids	0.515	Fatty alcohols	0.245	Lipids and lipid-like molecules	0.959	Fatty Acyls	0.869	Fatty acid esters	0.719			Fatty acid esters	0.719	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	477.319	241	4.011	875368473594031267	875367005788938277	875367005788938276	A15_30886	
1	C21H38N8O5	[M + H]+	C21H39N8O5+	Amino acids and Peptides	0.494	Oligopeptides	0.556	Linear peptides	0.218	Organic acids and derivatives	0.745	Carboxylic acids and derivatives	0.527	Amino acids, peptides, and analogues	0.526	Amino acids and derivatives	0.505	Alpha amino acids and derivatives	0.534	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	483.309	241	4.021	875368480862760284	875355540423311576	875355540423311575	A15_29910	
1	C21H38N8O5	[M + H]+	C21H39N8O5+	Amino acids and Peptides	0.494	Oligopeptides	0.556	Linear peptides	0.218	Organic acids and derivatives	0.745	Carboxylic acids and derivatives	0.527	Amino acids, peptides, and analogues	0.526	Amino acids and derivatives	0.505	Alpha amino acids and derivatives	0.534	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	483.309	241	4.021	875368488387341856	875367005646331909	875367005646331908	A15_29910	
2	C21H38N8O5	[M + H]+	C21H39N8O5+	Amino acids and Peptides	0.666	Oligopeptides	0.687	Linear peptides	0.168	Organic acids and derivatives	0.705	Carboxylic acids and derivatives	0.429	Carboxylic acid derivatives	0.489	Carboxylic acid amides	0.529	Hydroxamic acids	0.566	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	483.308	241	4.025	875368500592766749	875355540620443908	875355540620443907	A15_31589	
2	C21H38N8O5	[M + H]+	C21H39N8O5+	Amino acids and Peptides	0.666	Oligopeptides	0.687	Linear peptides	0.168	Organic acids and derivatives	0.705	Carboxylic acids and derivatives	0.429	Carboxylic acid derivatives	0.489	Carboxylic acid amides	0.529	Hydroxamic acids	0.566	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	483.308	241	4.025	875368510738788375	875367005843464241	875367005843464240	A15_31589	
2	C26H38N6O2	[M + H]+	C26H39N6O2+	Amino acids and Peptides	0.866	Oligopeptides	0.212	Other indole diketopiperazine alkaloids	0.038	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.904	Amino acids and derivatives	0.897	N-acyl-alpha amino acids and derivatives	0.598	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Tryptamines and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Alpha amino acid amides; Benzenoids; Amines; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	467.313	245	4.077	875368483370954102	875355540603666688	875355540603666687	A15_31010	
2	C26H38N6O2	[M + H]+	C26H39N6O2+	Amino acids and Peptides	0.866	Oligopeptides	0.212	Other indole diketopiperazine alkaloids	0.038	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.904	Amino acids and derivatives	0.897	N-acyl-alpha amino acids and derivatives	0.598	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Tryptamines and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Alpha amino acid amides; Benzenoids; Amines; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	467.313	245	4.077	875368519865594108	875367005826687021	875367005826687020	A15_31010	
1	C21H38O4	[M + K]+	C21H38KO4+	Fatty acids	0.999	Glycerolipids	0.947	Monoacylglycerols	0.919	Lipids and lipid-like molecules	0.995	Glycerolipids	0.945	Monoradylglycerols	0.918	Monoacylglycerols	0.930	1-monoacylglycerols	0.720	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	393.239	245	4.078	875368500353691370	875355540972765512	875355540972765511	A15_32878	
1	C21H38O4	[M + K]+	C21H38KO4+	Fatty acids	0.999	Glycerolipids	0.947	Monoacylglycerols	0.919	Lipids and lipid-like molecules	0.995	Glycerolipids	0.945	Monoradylglycerols	0.918	Monoacylglycerols	0.930	1-monoacylglycerols	0.720	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	393.239	245	4.078	875368506833891199	875367006162231413	875367006162231412	A15_32878	
9	C24H44F2N6O2	[M + H]+	C24H45F2N6O2+	Alkaloids	0.650	Ornithine alkaloids	0.253	Tropane alkaloids	0.186	Organic acids and derivatives	0.907	Carboxylic acids and derivatives	0.865	Amino acids, peptides, and analogues	0.679	Amino acids and derivatives	0.675	Amino acids and derivatives	0.675	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Cyclohexyl halides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	487.353	246	4.095	875368505214889831	875355541081817436	875355541081817435	A15_33237	
9	C24H44F2N6O2	[M + H]+	C24H45F2N6O2+	Alkaloids	0.650	Ornithine alkaloids	0.253	Tropane alkaloids	0.186	Organic acids and derivatives	0.907	Carboxylic acids and derivatives	0.865	Amino acids, peptides, and analogues	0.679	Amino acids and derivatives	0.675	Amino acids and derivatives	0.675	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Cyclohexyl halides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	487.353	246	4.095	875368495752539858	875367006258700425	875367006258700424	A15_33237	
6	C21H36N8O5	[M + H]+	C21H37N8O5+	Carbohydrates	0.528	Oligopeptides	0.448	Purine nucleosides	0.210	Organoheterocyclic compounds	0.941	Imidazopyrimidines	0.544	Purines and purine derivatives	0.506			Purines and purine derivatives	0.506	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tertiary amines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	481.293	246	4.104	875368494741712540	875355540872102204	875355540872102203	A15_32540	
6	C21H36N8O5	[M + H]+	C21H37N8O5+	Carbohydrates	0.528	Oligopeptides	0.448	Purine nucleosides	0.210	Organoheterocyclic compounds	0.941	Imidazopyrimidines	0.544	Purines and purine derivatives	0.506			Purines and purine derivatives	0.506	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tertiary amines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	481.293	246	4.104	875368538832237296	875367006107705449	875367006107705448	A15_32540	
10	C28H61NO4Si	[M + Na]+	C28H61NNaO4Si+	Fatty acids	0.889	Glycerolipids	0.209	N-acyl amines	0.022	Organic oxygen compounds	0.998	Organooxygen compounds	0.996	Ethers	0.991	Dialkyl ethers	0.991	Polyethylene glycols	0.689	Organic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	526.431	246	4.108	875368521933386102	875355540708524312	875355540708524311	A15_31893	
10	C28H61NO4Si	[M + Na]+	C28H61NNaO4Si+	Fatty acids	0.889	Glycerolipids	0.209	N-acyl amines	0.022	Organic oxygen compounds	0.998	Organooxygen compounds	0.996	Ethers	0.991	Dialkyl ethers	0.991	Polyethylene glycols	0.689	Organic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	526.431	246	4.108	875368595950270289	875367005939933253	875367005935738948	A15_31893	
1	C24H39NO2	[M + H]+	C24H40NO2+	Fatty acids	0.942	Fatty amides	0.825	N-acyl amines	0.315	Lipids and lipid-like molecules	0.883	Fatty Acyls	0.837	Fatty amides	0.855	N-acyl amines	0.532	N-acyl amines	0.532	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	374.303	248	4.127	875368598689150879	875355540855324984	875355540855324983	A15_32518	
1	C24H39NO2	[M + H]+	C24H40NO2+	Fatty acids	0.942	Fatty amides	0.825	N-acyl amines	0.315	Lipids and lipid-like molecules	0.883	Fatty Acyls	0.837	Fatty amides	0.855	N-acyl amines	0.532	N-acyl amines	0.532	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	374.303	248	4.127	875368524022149572	875367006086733925	875367006086733924	A15_32518	
1	C27H42O4	[M + H]+	C27H43O4+	Terpenoids	0.958	Steroids	0.694	Ergostane steroids	0.312	Lipids and lipid-like molecules	0.959	Steroids and steroid derivatives	0.715					Steroids and steroid derivatives	0.715	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	431.315	248	4.129	875368729014566765	875355540331036868	875355540331036867	A15_29217	
1	C27H42O4	[M + H]+	C27H43O4+	Terpenoids	0.958	Steroids	0.694	Ergostane steroids	0.312	Lipids and lipid-like molecules	0.959	Steroids and steroid derivatives	0.715					Steroids and steroid derivatives	0.715	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	431.315	248	4.129	875368726447652620	875367005549862897	875367005549862896	A15_29217	
1	C18H45N7O4	[M + H]+	C18H46N7O4+	Fatty acids	0.565	Ornithine alkaloids	0.078	Polyamines	0.044	Organoheterocyclic compounds	0.168	Triazines	0.188	1,3,5-triazines	0.508			1,3,5-triazines	0.508	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; 1,3,5-triazines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	424.363	248	4.138	875368507005857714	875355540779827496	875355540779827495	A15_32250	
1	C18H45N7O4	[M + H]+	C18H46N7O4+	Fatty acids	0.565	Ornithine alkaloids	0.078	Polyamines	0.044	Organoheterocyclic compounds	0.168	Triazines	0.188	1,3,5-triazines	0.508			1,3,5-triazines	0.508	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; 1,3,5-triazines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	424.363	248	4.138	875368521442652514	875367006011236437	875367006011236436	A15_32250	
3	C28H50O6	[M + Na]+	C28H50NaO6+	Fatty acids	0.993	Glycerolipids	0.955	Monoacylglycerols	0.812	Lipids and lipid-like molecules	0.982	Glycerolipids	0.902	Monoradylglycerols	0.797	Monoacylglycerols	0.688	Monoacylglycerols	0.688	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	505.348	249	4.156	875368561770886021	875355540800799020	875355540800799019	A15_32301	
3	C28H50O6	[M + Na]+	C28H50NaO6+	Fatty acids	0.993	Glycerolipids	0.955	Monoacylglycerols	0.812	Lipids and lipid-like molecules	0.982	Glycerolipids	0.902	Monoradylglycerols	0.797	Monoacylglycerols	0.688	Monoacylglycerols	0.688	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	505.348	249	4.156	875368572193731997	875367006032207961	875367006028013656	A15_32301	
6	C45H66N6O3	[M + H]+	C45H67N6O3+	Alkaloids	0.301	Pseudoalkaloids (transamidation)	0.327	Steroidal alkaloids	0.145	Lipids and lipid-like molecules	0.868	Steroids and steroid derivatives	0.503					Steroids and steroid derivatives	0.503	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	739.528	249	4.157	875368604879943718	875355541014708560	875355541014708559	A15_32955	
6	C45H66N6O3	[M + H]+	C45H67N6O3+	Alkaloids	0.301	Pseudoalkaloids (transamidation)	0.327	Steroidal alkaloids	0.145	Lipids and lipid-like molecules	0.868	Steroids and steroid derivatives	0.503					Steroids and steroid derivatives	0.503	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	739.528	249	4.157	875368598924031986	875367006199980157	875367006199980156	A15_32955	
2	C25H49NO2Si	[M + H]+	C25H50NO2Si+	Fatty acids	1.000	Fatty esters	0.934	Fatty acyl carnitines	0.915	Lipids and lipid-like molecules	0.902	Fatty Acyls	0.910					Fatty Acyls	0.910	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	424.363	249	4.158	875368539700458271	875355541052457304	875355541052457303	A15_33122	
2	C25H49NO2Si	[M + H]+	C25H50NO2Si+	Fatty acids	1.000	Fatty esters	0.934	Fatty acyl carnitines	0.915	Lipids and lipid-like molecules	0.902	Fatty Acyls	0.910					Fatty Acyls	0.910	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	424.363	249	4.158	875368573389108687	875367006237728901	875367006237728900	A15_33122	
3	C25H52O7	[M + H]+	C25H53O7+	Fatty acids	0.976	Glycerolipids	0.758	Fatty alcohols	0.145	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.996	Dialkyl ethers	0.997	Polyethylene glycols	0.945	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	465.377	250	4.165	875368525766980104	875355540993737036	875355540993737035	A15_32932	
3	C25H52O7	[M + H]+	C25H53O7+	Fatty acids	0.976	Glycerolipids	0.758	Fatty alcohols	0.145	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.996	Dialkyl ethers	0.997	Polyethylene glycols	0.945	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	465.377	250	4.165	875368509509857230	875367006183202937	875367006183202936	A15_32932	
1	C27H40O2	[M + H]+	C27H41O2+	Terpenoids	0.973	Steroids	0.819	Ergostane steroids	0.274	Lipids and lipid-like molecules	0.980	Steroids and steroid derivatives	0.808					Steroids and steroid derivatives	0.808	Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	397.309	250	4.168	875368529562825245	875355541119566180	875355541119566179	A15_33537	
1	C27H40O2	[M + H]+	C27H41O2+	Terpenoids	0.973	Steroids	0.819	Ergostane steroids	0.274	Lipids and lipid-like molecules	0.980	Steroids and steroid derivatives	0.808					Steroids and steroid derivatives	0.808	Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	397.309	250	4.168	875368598781425595	875367006292254865	875367006292254864	A15_33537	
1	C20H32O3	[M + H]+	C20H33O3+	Terpenoids	0.992	Diterpenoids	0.972	Kaurane and Phyllocladane diterpenoids	0.250	Lipids and lipid-like molecules	0.961	Prenol lipids	0.934	Diterpenoids	0.956			Diterpenoids	0.956	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Hydrophenanthrenes; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Diterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	321.242	251	4.181	875368542770688814	875355541098594656	875355541098594655	A15_33247	
1	C20H32O3	[M + H]+	C20H33O3+	Terpenoids	0.992	Diterpenoids	0.972	Kaurane and Phyllocladane diterpenoids	0.250	Lipids and lipid-like molecules	0.961	Prenol lipids	0.934	Diterpenoids	0.956			Diterpenoids	0.956	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Hydrophenanthrenes; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Diterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	321.242	251	4.181	875368531639005776	875367006275477645	875367006275477644	A15_33247	
