formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C33H62O4	[M + H]+	C33H63O4+	Fatty acids	1.000	Glycerolipids	0.999	Diacylglycerols	0.939	Lipids and lipid-like molecules	0.979	Glycerolipids	0.977	Diradylglycerols	0.627	Diacylglycerols	0.650	1,2-diacylglycerols	0.515	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	523.472	1308	21.797	875376258515953426	875367002613849477	875367002613849476	A15_222603	
14	C50H99NO2	[M + K]+	C50H99KNO2+	Terpenoids	0.930	Triterpenoids	0.263	Lupane triterpenoids	0.286	Lipids and lipid-like molecules	0.980	Prenol lipids	0.841	Triterpenoids	0.540			Triterpenoids	0.540	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Triterpenoids; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	784.733	1310	21.835	875376374081612863	875355537457937996	875355537457937995	A15_222455	
14	C50H99NO2	[M + K]+	C50H99KNO2+	Terpenoids	0.930	Triterpenoids	0.263	Lupane triterpenoids	0.286	Lipids and lipid-like molecules	0.980	Prenol lipids	0.841	Triterpenoids	0.540			Triterpenoids	0.540	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Triterpenoids; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	784.733	1310	21.835	875376265415583634	875367002559323513	875367002559323512	A15_222455	
4	C55H88	[M + H]+	C55H89+	Terpenoids	1.000	Triterpenoids	0.997	Lupane triterpenoids	0.535	Lipids and lipid-like molecules	0.996	Prenol lipids	0.982	Triterpenoids	0.850			Triterpenoids	0.850	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Triterpenoids; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities	749.695	1311	21.846	875376541119770934	875355537424383556	875355537424383555	A15_222382	
4	C55H88	[M + H]+	C55H89+	Terpenoids	1.000	Triterpenoids	0.997	Lupane triterpenoids	0.535	Lipids and lipid-like molecules	0.996	Prenol lipids	0.982	Triterpenoids	0.850			Triterpenoids	0.850	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Triterpenoids; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities	749.695	1311	21.846	875376546408788297	875367002521574769	875367002521574768	A15_222382	
19	C50H99NO2	[M + K]+	C50H99KNO2+	Terpenoids	0.829	Triterpenoids	0.078	Lupane triterpenoids	0.170	Lipids and lipid-like molecules	0.976	Prenol lipids	0.744					Prenol lipids	0.744	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	784.733	1313	21.881	875376261569406774	875355537558601316	875355537558601315	A15_223027	
19	C50H99NO2	[M + K]+	C50H99KNO2+	Terpenoids	0.829	Triterpenoids	0.078	Lupane triterpenoids	0.170	Lipids and lipid-like molecules	0.976	Prenol lipids	0.744					Prenol lipids	0.744	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	784.733	1313	21.881	875376565425763013	875367002668375441	875367002668375440	A15_223027	
1	C43H85NO6	[M + H]+	C43H86NO6+	Fatty acids	0.997	Fatty esters	0.758	Fatty acyl carnitines	0.629	Lipids and lipid-like molecules	0.978	Fatty Acyls	0.948	Fatty acid esters	0.827			Fatty acid esters	0.827	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	712.644	1314	21.905	875376262626371441	875355537814453908	875355537814453907	A15_224168	
1	C43H85NO6	[M + H]+	C43H86NO6+	Fatty acids	0.997	Fatty esters	0.758	Fatty acyl carnitines	0.629	Lipids and lipid-like molecules	0.978	Fatty Acyls	0.948	Fatty acid esters	0.827			Fatty acid esters	0.827	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	712.644	1314	21.905	875376547952292185	875367002886479297	875367002886479296	A15_224168	
1	C40H90N10	[M + K]+	C40H90KN10+	Alkaloids	0.901	Pseudoalkaloids (transamidation)	0.793	Steroidal alkaloids	0.644	Lipids and lipid-like molecules	0.809	Prenol lipids	0.534					Prenol lipids	0.534	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	749.695	1315	21.917	875376268171241390	875355537596350060	875355537592155755	A15_223457	
1	C40H90N10	[M + K]+	C40H90KN10+	Alkaloids	0.901	Pseudoalkaloids (transamidation)	0.793	Steroidal alkaloids	0.644	Lipids and lipid-like molecules	0.809	Prenol lipids	0.534					Prenol lipids	0.534	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	749.695	1315	21.917	875376283899881628	875367002701929881	875367002701929880	A15_223457	
14	C50H99NO2	[M + K]+	C50H99KNO2+	Terpenoids	0.852	Triterpenoids	0.356	Lupane triterpenoids	0.453	Lipids and lipid-like molecules	0.979	Prenol lipids	0.810	Triterpenoids	0.564			Triterpenoids	0.564	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Triterpenoids; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	784.733	1317	21.946	875376289117595864	875355537613127280	875355537613127279	A15_223587	
14	C50H99NO2	[M + K]+	C50H99KNO2+	Terpenoids	0.852	Triterpenoids	0.356	Lupane triterpenoids	0.453	Lipids and lipid-like molecules	0.979	Prenol lipids	0.810	Triterpenoids	0.564			Triterpenoids	0.564	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Triterpenoids; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	784.733	1317	21.946	875376294096234735	875367002722901405	875367002722901404	A15_223587	
2	C29H56N6O2	[M + H]+	C29H57N6O2+	Alkaloids	0.780	Tryptophan alkaloids	0.175	Carboline alkaloids	0.039	Organic acids and derivatives	0.857	Carboxylic acids and derivatives	0.789	Amino acids, peptides, and analogues	0.601	Amino acids and derivatives	0.594	Amino acids and derivatives	0.594	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	521.456	1321	22.015	875376269077211072	875355537713790600	875355537713790599	A15_223863	
2	C29H56N6O2	[M + H]+	C29H57N6O2+	Alkaloids	0.780	Tryptophan alkaloids	0.175	Carboline alkaloids	0.039	Organic acids and derivatives	0.857	Carboxylic acids and derivatives	0.789	Amino acids, peptides, and analogues	0.601	Amino acids and derivatives	0.594	Amino acids and derivatives	0.594	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	521.456	1321	22.015	875376269953820625	875367002831953333	875367002831953332	A15_223863	
6	C36H78N3O5P	[M + H]+	C36H79N3O5P+	Fatty acids	0.987	Spingolipids	0.969	Sphingoid bases	0.776	Lipids and lipid-like molecules	0.699	Sphingolipids	0.578					Sphingolipids	0.578	Organic compounds; Lipids and lipid-like molecules; Sphingolipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; N-acyl amines; Organic phosphoramides; Phosphoethanolamines; Alkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	664.574	1321	22.018	875376276454991846	875355537646681720	875355537646681719	A15_223712	
6	C36H78N3O5P	[M + H]+	C36H79N3O5P+	Fatty acids	0.987	Spingolipids	0.969	Sphingoid bases	0.776	Lipids and lipid-like molecules	0.699	Sphingolipids	0.578					Sphingolipids	0.578	Organic compounds; Lipids and lipid-like molecules; Sphingolipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; N-acyl amines; Organic phosphoramides; Phosphoethanolamines; Alkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	664.574	1321	22.018	875376282666756213	875367002760650149	875367002760650148	A15_223712	
1	C47H72O3	[M + H]+	C47H73O3+	Terpenoids	0.995	Carotenoids (C40)	0.939	Carotenoids (C40, β-β)	0.658	Lipids and lipid-like molecules	0.990	Prenol lipids	0.866	Tetraterpenoids	0.691	Carotenoids	0.708	Xanthophylls	0.766	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	685.552	1321	22.021	875376283560142983	875355537697013380	875355537697013379	A15_223795	
1	C47H72O3	[M + H]+	C47H73O3+	Terpenoids	0.995	Carotenoids (C40)	0.939	Carotenoids (C40, β-β)	0.658	Lipids and lipid-like molecules	0.990	Prenol lipids	0.866	Tetraterpenoids	0.691	Carotenoids	0.708	Xanthophylls	0.766	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	685.552	1321	22.021	875376284583553196	875367002815176113	875367002810981808	A15_223795	
1	C21H12Br4O4	[M + K]+	C21H12Br4KO4+	Shikimates and Phenylpropanoids	0.740	Diazotetronic acids and derivatives	0.279	Pulvinones	0.281	Organoheterocyclic compounds	0.880	Benzofurans	0.476	Benzofuranones	0.543			Benzofuranones	0.543	Organic compounds; Organoheterocyclic compounds; Lactones; Benzopyrans; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl bromides; Carboxylic acid derivatives; Carboxylic acid esters; Organobromides; Benzofuranones; Phthalides; Benzene and substituted derivatives; Benzenoids; Aryl halides; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	682.705	1326	22.102	875376314610575740	875355550690969852	875355550690969851	A15_OE21-4-POS_231643	
1	C21H12Br4O4	[M + K]+	C21H12Br4KO4+	Shikimates and Phenylpropanoids	0.740	Diazotetronic acids and derivatives	0.279	Pulvinones	0.281	Organoheterocyclic compounds	0.880	Benzofurans	0.476	Benzofuranones	0.543			Benzofuranones	0.543	Organic compounds; Organoheterocyclic compounds; Lactones; Benzopyrans; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl bromides; Carboxylic acid derivatives; Carboxylic acid esters; Organobromides; Benzofuranones; Phthalides; Benzene and substituted derivatives; Benzenoids; Aryl halides; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	682.705	1326	22.102	875376317353650564	875367015523919913	875367015523919912	A15_OE21-4-POS_231643	
1	C34H64O4	[M + H]+	C34H65O4+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.974	Lipids and lipid-like molecules	0.987	Glycerolipids	0.999	Diradylglycerols	0.818	Diacylglycerols	0.887	1,2-diacylglycerols	0.726	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	537.488	1329	22.143	875376295362914554	875355537768316556	875355537768316555	A15_224007	
1	C34H64O4	[M + H]+	C34H65O4+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.974	Lipids and lipid-like molecules	0.987	Glycerolipids	0.999	Diradylglycerols	0.818	Diacylglycerols	0.887	1,2-diacylglycerols	0.726	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	537.488	1329	22.143	875376285636323521	875367002848730553	875367002848730552	A15_224007	
12	C48H93N3O3	[M + Na]+	C48H93N3NaO3+	Terpenoids	0.536	Steroids	0.160	Steroidal alkaloids	0.192	Lipids and lipid-like molecules	0.951	Steroids and steroid derivatives	0.722					Steroids and steroid derivatives	0.722	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	782.718	1331	22.177	875376348009818733	875355537793482384	875355537793482383	A15_224140	
12	C48H93N3O3	[M + Na]+	C48H93N3NaO3+	Terpenoids	0.536	Steroids	0.160	Steroidal alkaloids	0.192	Lipids and lipid-like molecules	0.951	Steroids and steroid derivatives	0.722					Steroids and steroid derivatives	0.722	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	782.718	1331	22.177	875376408823033101	875367002869702077	875367002865507772	A15_224140	
1	C33H66O4	[M + Na]+	C33H66NaO4+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.978	Lipids and lipid-like molecules	0.987	Glycerolipids	0.999	Diradylglycerols	0.830	Diacylglycerols	0.895	1,2-diacylglycerols	0.773	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	549.487	1333	22.211	875376295643932932	875355537940283056	875355537940283055	A15_224964	
1	C33H66O4	[M + Na]+	C33H66NaO4+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.978	Lipids and lipid-like molecules	0.987	Glycerolipids	0.999	Diradylglycerols	0.830	Diacylglycerols	0.895	1,2-diacylglycerols	0.773	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	549.487	1333	22.211	875376349897255623	875367003016502749	875367003016502748	A15_224964	
1	C46H88O6	[M + H3N + H]+	C46H92NO6+	Fatty acids	0.910	Glycerolipids	0.967	Diacylglycerols	0.555	Lipids and lipid-like molecules	0.986	Fatty Acyls	0.915	Fatty acid esters	0.879			Fatty acid esters	0.879	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	754.692	1347	22.453	875376296872864015	875355537868979872	875355537868979871	A15_224714	
1	C46H88O6	[M + H3N + H]+	C46H92NO6+	Fatty acids	0.910	Glycerolipids	0.967	Diacylglycerols	0.555	Lipids and lipid-like molecules	0.986	Fatty Acyls	0.915	Fatty acid esters	0.879			Fatty acid esters	0.879	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	754.692	1347	22.453	875376297237768465	875367002941005261	875367002941005260	A15_224714	
6	C45H83N3O8	[M + K]+	C45H83KN3O8+	Fatty acids	0.987	Spingolipids	0.985	Neutral glycosphingolipids	0.802	Lipids and lipid-like molecules	0.950	Sphingolipids	0.966	Glycosphingolipids	0.887	Neutral glycosphingolipids	0.873	Glycosyl-N-acylsphingosines	0.874	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Neutral glycosphingolipids; Simple glycosylceramides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Glycosphingolipids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	832.583	1348	22.464	875376363734264559	875355537885757092	875355537885757091	A15_224754	
6	C45H83N3O8	[M + K]+	C45H83KN3O8+	Fatty acids	0.987	Spingolipids	0.985	Neutral glycosphingolipids	0.802	Lipids and lipid-like molecules	0.950	Sphingolipids	0.966	Glycosphingolipids	0.887	Neutral glycosphingolipids	0.873	Glycosyl-N-acylsphingosines	0.874	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Neutral glycosphingolipids; Simple glycosylceramides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Glycosphingolipids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	832.583	1348	22.464	875376434676723075	875367002957782481	875367002957782480	A15_224754	
1	C46H91NO6	[M + H]+	C46H92NO6+	Fatty acids	1.000	Glycerolipids	0.972	Triacylglycerols	0.993	Lipids and lipid-like molecules	0.960	Glycerolipids	0.844	Triradylcglycerols	0.986	Triacylglycerols	0.938	Triacylglycerols	0.938	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Quaternary ammonium salts; Carboxylic acid derivatives; Triacylglycerols; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Amines; Triradylcglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	754.692	1350	22.498	875376463344791058	875355537957060276	875355537957060275	A15_225268	
1	C46H91NO6	[M + H]+	C46H92NO6+	Fatty acids	1.000	Glycerolipids	0.972	Triacylglycerols	0.993	Lipids and lipid-like molecules	0.960	Glycerolipids	0.844	Triradylcglycerols	0.986	Triacylglycerols	0.938	Triacylglycerols	0.938	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Quaternary ammonium salts; Carboxylic acid derivatives; Triacylglycerols; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Amines; Triradylcglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	754.692	1350	22.498	875376490414829473	875367003033279969	875367003033279968	A15_225268	
1	C47H93NO6	[M + H]+	C47H94NO6+	Fatty acids	1.000	Glycerolipids	0.993	Triacylglycerols	0.996	Lipids and lipid-like molecules	0.975	Glycerolipids	0.951	Triradylcglycerols	0.993	Triacylglycerols	0.959	Triacylglycerols	0.959	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Quaternary ammonium salts; Carboxylic acid derivatives; Triacylglycerols; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Amines; Triradylcglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	768.706	1359	22.657	875376327684221352	875355537923505836	875355537923505835	A15_224820	
1	C47H93NO6	[M + H]+	C47H94NO6+	Fatty acids	1.000	Glycerolipids	0.993	Triacylglycerols	0.996	Lipids and lipid-like molecules	0.975	Glycerolipids	0.951	Triradylcglycerols	0.993	Triacylglycerols	0.959	Triacylglycerols	0.959	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Quaternary ammonium salts; Carboxylic acid derivatives; Triacylglycerols; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Amines; Triradylcglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	768.706	1359	22.657	875376492579090385	875367002995531225	875367002995531224	A15_224820	
2	C47H93NO6	[M + H]+	C47H94NO6+	Fatty acids	1.000	Glycerolipids	0.994	Triacylglycerols	0.995	Lipids and lipid-like molecules	0.988	Glycerolipids	0.961	Triradylcglycerols	0.994	Triacylglycerols	0.913	Triacylglycerols	0.913	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Quaternary ammonium salts; Carboxylic acid derivatives; Triacylglycerols; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Amines; Organic cations; Triradylcglycerols; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	768.706	1364	22.740	875376331224213974	875355537990614716	875355537990614715	A15_225602	
