formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C48H80O9	[M + H]+	C48H81O9+		1.000	58.294	58.294	0.000	19	0.709	-1.685	2.426	-6.604		801.582	720	12.005	875371930623314788	875366975229233265	875366975229233264	A15_124565	
1	C36H71N5O10	[M + H]+	C36H72N5O10+		0.812	27.476	27.476	0.000	8	0.666	4.091	9.270	4.406		734.531	722	12.031	875371940593175670	875355509263821132	875355509263821131	A15_124726	
1	C36H71N5O10	[M + H]+	C36H72N5O10+		0.812	27.476	27.476	0.000	8	0.666	4.091	9.270	4.406		734.531	722	12.031	875371923643992793	875366975287953529	875366975283759224	A15_124726	
1	C37H70NO9P	[M + H]+	C37H71NO9P+		0.794	33.552	33.552	0.000	13	0.658	0.678	2.391	1.838		704.487	724	12.065	875371909270112458	875355509305764180	875355509301569875	A15_124965	
1	C37H70NO9P	[M + H]+	C37H71NO9P+		0.794	33.552	33.552	0.000	13	0.658	0.678	2.391	1.838		704.487	724	12.065	875371961891851765	875366975338285185	875366975338285184	A15_124965	
1	C49H78N4O5	[M + H]+	C49H79N4O5+		0.878	10.211	10.211	0.000	6	0.655	4.723	5.327	-8.477		803.598	726	12.104	875371912378091871	875355509196712256	875355509196712255	A15_124540	
1	C49H78N4O5	[M + H]+	C49H79N4O5+		0.878	10.211	10.211	0.000	6	0.655	4.723	5.327	-8.477		803.598	726	12.104	875371925653064474	875366975204067437	875366975204067436	A15_124540	
1	C34H60O4	[M + H]+	C34H61O4+		1.000	211.967	211.967	0.000	46	0.910	3.006	3.006	-1.533		533.456	727	12.118	875372066883671551	875355509439981928	875355509439981927	A15_125749	
1	C34H60O4	[M + H]+	C34H61O4+		1.000	211.967	211.967	0.000	46	0.910	3.006	3.006	-1.533		533.456	727	12.118	875372077746919080	875366975455725717	875366975455725716	A15_125749	
1	C34H68N2O8	[M + H]+	C34H69N2O8+		0.837	140.341	140.341	0.000	39	0.762	2.929	3.433	9.257		633.511	728	12.130	875372048797832367	875355510626970084	875355510626970083	A15_128755	
1	C34H68N2O8	[M + H]+	C34H69N2O8+		0.837	140.341	140.341	0.000	39	0.762	2.929	3.433	9.257		633.511	728	12.130	875372003453210620	875366976139397393	875366976139397392	A15_128755	
1	C34H66N2O6	[M + H]+	C34H67N2O6+		0.980	52.650	52.650	0.000	16	0.754	5.441	5.441	3.744		599.502	729	12.145	875372007114838114	875355509683251584	875355509679057279	A15_126163	
1	C34H66N2O6	[M + H]+	C34H67N2O6+		0.980	52.650	52.650	0.000	16	0.754	5.441	5.441	3.744		599.502	729	12.145	875371914819176882	875366975602526381	875366975598332076	A15_126163	
1	C39H66O4	[M + H]+	C39H67O4+		0.648	93.381	93.381	0.000	18	0.608	0.040	4.747	-2.514		599.502	729	12.145	875371923216173746	875355509800692108	875355509800692107	A15_126322	
1	C39H66O4	[M + H]+	C39H67O4+		0.648	93.381	93.381	0.000	18	0.608	0.040	4.747	-2.514		599.502	729	12.145	875371938949008446	875366975673829561	875366975673829560	A15_126322	
1	C35H60N6O5	[M + H]+	C35H61N6O5+		0.593	37.940	37.940	0.000	10	0.316	4.221	4.234	-2.221		645.468	729	12.147	875372023690727846	875355509481924972	875355509477730667	A15_125799	
1	C35H60N6O5	[M + H]+	C35H61N6O5+		0.593	37.940	37.940	0.000	10	0.316	4.221	4.234	-2.221		645.468	729	12.147	875371935870389242	875366975480891545	875366975480891544	A15_125799	
1	C39H72NO10P	[M + H]+	C39H73NO10P+		1.000	13.178	13.178	0.000	1	0.133	-5.444	5.444	-2.427		746.495	729	12.153	875372024349233625	875355509871995284	875355509871995283	A15_126562	
1	C39H72NO10P	[M + H]+	C39H73NO10P+		1.000	13.178	13.178	0.000	1	0.133	-5.444	5.444	-2.427		746.495	729	12.153	875371920007531104	875366975719966913	875366975715772608	A15_126562	
1	C34H62O4	[M + H]+	C34H63O4+		0.998	75.344	75.344	0.000	20	0.800	4.798	4.798	-1.221		535.471	733	12.217	875372025800462876	875355509599365496	875355509599365495	A15_125928	
1	C34H62O4	[M + H]+	C34H63O4+		0.998	75.344	75.344	0.000	20	0.800	4.798	4.798	-1.221		535.471	733	12.217	875372027637568083	875366975548000421	875366975548000420	A15_125928	
1	C17H32O3	[M + H]+	C17H33O3+		1.000	107.316	107.316	0.000	22	0.882	6.193	6.193	-2.252		285.242	735	12.243	875371913888041380	875355509381261668	875355509381261667	A15_125655	
1	C17H32O3	[M + H]+	C17H33O3+		1.000	107.316	107.316	0.000	22	0.882	6.193	6.193	-2.252		285.242	735	12.243	875371924520602380	875366975434754193	875366975434754192	A15_125655	
1	C28H55NO3	[M + H]+	C28H56NO3+		1.000	19.159	19.159	0.000	4	0.390	9.541	9.541	-1.343		454.425	735	12.243	875371924726123288	875355509175740732	875355509175740731	A15_123777	
1	C28H55NO3	[M + H]+	C28H56NO3+		1.000	19.159	19.159	0.000	4	0.390	9.541	9.541	-1.343		454.425	735	12.243	875371913992898992	875366975178901609	875366975174707304	A15_123777	
1	C37H77NO7	[M + Na]+	C37H77NNaO7+		0.515	65.830	65.830	0.000	22	0.624	3.196	3.369	2.889		670.561	735	12.248	875371954077863239	875355510161402292	875355510161402291	A15_127961	
1	C37H77NO7	[M + Na]+	C37H77NNaO7+		0.515	65.830	65.830	0.000	22	0.624	3.196	3.369	2.889		670.561	735	12.248	875371929318886219	875366975887739105	875366975883544800	A15_127961	
1	C48H80O9	[M + H]+	C48H81O9+		0.962	8.963	8.963	0.000	3	0.597	4.462	4.462	-5.857		801.583	735	12.258	875371931915160472	875355509519673712	875355509519673711	A15_125900	
1	C48H80O9	[M + H]+	C48H81O9+		0.962	8.963	8.963	0.000	3	0.597	4.462	4.462	-5.857		801.583	735	12.258	875372080334804674	875366975506057373	875366975501863068	A15_125900	
1	C39H66O4	[M + H]+	C39H67O4+		0.992	127.075	127.075	0.000	40	0.906	4.441	4.441	-1.922		599.502	736	12.263	875372090560518095	875355510203345336	875355510199151031	A15_127976	
1	C39H66O4	[M + H]+	C39H67O4+		0.992	127.075	127.075	0.000	40	0.906	4.441	4.441	-1.922		599.502	736	12.263	875371934721149914	875366975908710629	875366975908710628	A15_127976	
1	C34H63N7O8	[M + H]+	C34H64N7O8+		0.809	59.532	59.532	0.000	18	0.723	4.353	4.734	-7.431		698.476	736	12.270	875371961719885250	875355509905549720	875355509905549719	A15_126660	
1	C34H63N7O8	[M + H]+	C34H64N7O8+		0.809	59.532	59.532	0.000	18	0.723	4.353	4.734	-7.431		698.476	736	12.270	875371945395653851	875366975740938437	875366975740938436	A15_126660	
1	C36H69NO4	[M + Na]+	C36H69NNaO4+		1.000	56.928	56.928	0.000	11	0.621	5.354	5.354	5.679		602.515	736	12.272	875371937762020397	875355509930715548	875355509930715547	A15_126709	
1	C36H69NO4	[M + Na]+	C36H69NNaO4+		1.000	56.928	56.928	0.000	11	0.621	5.354	5.354	5.679		602.515	736	12.272	875371939804646501	875366975761909961	875366975761909960	A15_126709	
1	C33H68BN3O8	[M + H]+	C33H69BN3O8+		0.333	49.959	49.959	0.000	10	0.640	3.535	4.147	4.512		645.524	737	12.278	875371975032606435	875355509343512924	875355509343512923	A15_125160	
1	C33H68BN3O8	[M + H]+	C33H69BN3O8+		0.333	49.959	49.959	0.000	10	0.640	3.535	4.147	4.512		645.524	737	12.278	875371928148675376	875366975388616841	875366975388616840	A15_125160	
1	C28H55NO3	[M + H]+	C28H56NO3+		1.000	184.667	184.667	0.000	49	0.851	1.189	2.048	-1.620		454.425	739	12.319	875371930967247762	875355509721000324	875355509721000323	A15_126176	
1	C28H55NO3	[M + H]+	C28H56NO3+		1.000	184.667	184.667	0.000	49	0.851	1.189	2.048	-1.620		454.425	739	12.319	875371933722905557	875366975623497905	875366975623497904	A15_126176	
1	C41H74O4	[M + Na]+	C41H74NaO4+		0.996	109.095	109.095	0.000	35	0.540	2.334	3.036	-2.515		653.546	739	12.321	875371971773632097	875355509641308540	875355509641308539	A15_125935	
1	C41H74O4	[M + Na]+	C41H74NaO4+		0.996	109.095	109.095	0.000	35	0.540	2.334	3.036	-2.515		653.546	739	12.321	875371975863078654	875366975577360553	875366975577360552	A15_125935	
1	C42H70O3	[M + Na]+	C42H70NaO3+		0.902	184.010	184.010	0.000	27	0.518	3.261	3.457	3.690		645.524	740	12.325	875372020754714995	875355509838440848	875355509838440847	A15_126467	
1	C42H70O3	[M + Na]+	C42H70NaO3+		0.902	184.010	184.010	0.000	27	0.518	3.261	3.457	3.690		645.524	740	12.325	875372038186243056	875366975694801085	875366975694801084	A15_126467	
1	C46H69NO7	[M + H]+	C46H70NO7+		0.203	10.752	10.752	0.000	1	0.190	0.581	0.581	-4.187		748.512	740	12.336	875372041688486965	875355510077516204	875355510077516203	A15_127920	
1	C46H69NO7	[M + H]+	C46H70NO7+		0.203	10.752	10.752	0.000	1	0.190	0.581	0.581	-4.187		748.512	740	12.336	875371943189449898	875366975845796057	875366975841601752	A15_127920	
1	C32H62F2N8O7	[M + H]+	C32H63F2N8O7+		0.450	25.609	25.609	0.000	11	0.768	10.110	10.110	2.655		709.480	741	12.347	875371966916628025	875355510283037120	875355510283037119	A15_128188	
1	C32H62F2N8O7	[M + H]+	C32H63F2N8O7+		0.450	25.609	25.609	0.000	11	0.768	10.110	10.110	2.655		709.480	741	12.347	875371975984713516	875366975950653677	875366975950653676	A15_128188	
1	C42H70N4O8	[M + H]+	C42H71N4O8+		0.995	26.337	26.337	0.000	20	0.702	4.214	4.586	9.219		759.534	741	12.356	875372005793632303	875355510245288380	875355510245288379	A15_127984	
1	C42H70N4O8	[M + H]+	C42H71N4O8+		0.995	26.337	26.337	0.000	20	0.702	4.214	4.586	9.219		759.534	741	12.356	875372017684484366	875366975929682153	875366975925487848	A15_127984	
1	C38H69N3O9	[M + H]+	C38H70N3O9+		0.406	35.293	35.293	0.000	12	0.771	1.979	3.351	5.246		712.514	741	12.357	875372025720771049	875355510115264944	875355510115264943	A15_127952	
1	C38H69N3O9	[M + H]+	C38H70N3O9+		0.406	35.293	35.293	0.000	12	0.771	1.979	3.351	5.246		712.514	741	12.357	875372009174241455	875366975866767581	875366975862573276	A15_127952	
1	C44H65N7O3	[M + H]+	C44H66N7O3+		0.935	21.120	21.120	0.000	7	0.685	-1.322	3.810	1.076		740.523	742	12.360	875372020180095297	875355510362728904	875355510358534599	A15_128339	
1	C44H65N7O3	[M + H]+	C44H66N7O3+		0.935	21.120	21.120	0.000	7	0.685	-1.322	3.810	1.076		740.523	742	12.360	875371985535143781	875366975992596725	875366975988402420	A15_128339	
1	C33H60O4	[M + H]+	C33H61O4+		0.997	243.065	243.065	0.000	52	0.944	2.269	3.069	-0.765		521.456	742	12.372	875371984364932948	875355510798936576	875355510794742271	A15_129449	
1	C33H60O4	[M + H]+	C33H61O4+		0.997	243.065	243.065	0.000	52	0.944	2.269	3.069	-0.765		521.456	742	12.372	875372057819780467	875366976290392365	875366976290392364	A15_129449	
1	C36H70NO8P	[M + Na]+	C36H70NNaO8P+		0.542	32.380	32.380	0.000	8	0.332	3.723	5.021	2.493		698.475	742	12.375	875371957756267906	875355510434032080	875355510434032079	A15_128423	
1	C36H70NO8P	[M + Na]+	C36H70NNaO8P+		0.542	32.380	32.380	0.000	8	0.332	3.723	5.021	2.493		698.475	742	12.375	875372035048903538	875366976034539773	875366976034539772	A15_128423	
1	C42H70O3	[M + Na]+	C42H70NaO3+		0.985	71.077	71.077	0.000	15	0.233	4.163	4.766	3.991		645.524	743	12.381	875371954446962016	875355510320785860	875355510320785859	A15_128244	
1	C42H70O3	[M + Na]+	C42H70NaO3+		0.985	71.077	71.077	0.000	15	0.233	4.163	4.766	3.991		645.524	743	12.381	875371950449790245	875366975971625201	875366975967430896	A15_128244	
1	C35H67N9O7	[M + H]+	C35H68N9O7+		0.985	39.070	39.070	0.000	12	0.268	1.739	2.994	6.351		726.528	745	12.412	875372008012419196	875355510975097380	875355510975097379	A15_130192	
1	C35H67N9O7	[M + H]+	C35H68N9O7+		0.985	39.070	39.070	0.000	12	0.268	1.739	2.994	6.351		726.528	745	12.412	875371974093082288	875366976483330385	875366976483330384	A15_130192	
1	C34H62O4	[M + H]+	C34H63O4+		0.998	101.180	101.180	0.000	15	0.585	4.968	4.968	-1.133		535.471	745	12.418	875372092485703777	875355510736022004	875355510736022003	A15_128987	
1	C34H62O4	[M + H]+	C34H63O4+		0.998	101.180	101.180	0.000	15	0.585	4.968	4.968	-1.133		535.471	745	12.418	875371959043919285	875366976227477793	875366976223283488	A15_128987	
1	C31H58O4	[M + H]+	C31H59O4+		0.999	165.980	165.980	0.000	39	0.903	2.832	3.305	-1.081		495.440	745	12.424	875371964530069032	875355510815713796	875355510815713795	A15_129484	
1	C31H58O4	[M + H]+	C31H59O4+		0.999	165.980	165.980	0.000	39	0.903	2.832	3.305	-1.081		495.440	745	12.424	875372031857038132	875366976311363889	875366976311363888	A15_129484	
1	C30H53NO2	[M + H]+	C30H54NO2+		1.000	174.127	174.127	0.000	43	0.914	2.944	2.944	-1.673		460.414	745	12.424	875371986264952725	875355510874434064	875355510874434063	A15_129744	
1	C30H53NO2	[M + H]+	C30H54NO2+		1.000	174.127	174.127	0.000	43	0.914	2.944	2.944	-1.673		460.414	745	12.424	875371996318699479	875366976374278461	875366976374278460	A15_129744	
1	C31H62N6O4	[M + Na]+	C31H62N6NaO4+		1.000	245.166	245.166	0.000	53	0.773	0.791	2.075	5.121		605.476	746	12.432	875372024349233626	875355510694078956	875355510694078955	A15_128844	
1	C31H62N6O4	[M + Na]+	C31H62N6NaO4+		1.000	245.166	245.166	0.000	53	0.773	0.791	2.075	5.121		605.476	746	12.432	875372045253645437	875366976181340441	875366976181340440	A15_128844	
1	C41H75NO8	[M + K]+	C41H75KNO8+		0.998	37.711	37.711	0.000	9	0.620	-0.787	1.352	-1.307		748.511	746	12.441	875372080745846525	875355510756993528	875355510756993527	A15_129005	
1	C41H75NO8	[M + K]+	C41H75KNO8+		0.998	37.711	37.711	0.000	9	0.620	-0.787	1.352	-1.307		748.511	746	12.441	875372030313534105	875366976248449317	875366976244255012	A15_129005	
1	C42H70O3	[M + Na]+	C42H70NaO3+		0.803	48.173	48.173	0.000	8	0.427	5.163	5.163	3.461		645.524	747	12.447	875371998403268582	875355511230949976	875355511230949975	A15_130561	
1	C42H70O3	[M + Na]+	C42H70NaO3+		0.803	48.173	48.173	0.000	8	0.427	5.163	5.163	3.461		645.524	747	12.447	875372049921905890	875366976760154501	875366976760154500	A15_130561	
1	C39H66O4	[M + H]+	C39H67O4+		0.996	257.630	257.630	0.000	42	0.679	1.938	3.025	-0.772		599.503	747	12.450	875372047984137355	875355510777965052	875355510773770747	A15_129285	
1	C39H66O4	[M + H]+	C39H67O4+		0.996	257.630	257.630	0.000	42	0.679	1.938	3.025	-0.772		599.503	747	12.450	875372026203116079	875366976269420841	875366976269420840	A15_129285	
1	C36H69NO4	[M + Na]+	C36H69NNaO4+		1.000	131.465	131.465	0.000	32	0.594	2.983	4.518	5.803		602.515	748	12.464	875372055194146091	875355511130286660	875355511130286659	A15_130392	
1	C36H69NO4	[M + Na]+	C36H69NNaO4+		1.000	131.465	131.465	0.000	32	0.594	2.983	4.518	5.803		602.515	748	12.464	875372063851189687	875366976651102577	875366976646908272	A15_130392	
1	C34H66NO8P	[M + H]+	C34H67NO8P+		1.000	18.544	18.544	0.000	5	0.273	1.642	2.731	-0.552		648.460	748	12.472	875372020486279537	875355509964269984	875355509964269983	A15_127012	
1	C34H66NO8P	[M + H]+	C34H67NO8P+		1.000	18.544	18.544	0.000	5	0.273	1.642	2.731	-0.552		648.460	748	12.472	875372030640689868	875366975782881485	875366975782881484	A15_127012	
1	C37H72NO10P	[M + H]+	C37H73NO10P+		0.495	19.810	19.810	0.000	4	0.658	0.221	0.911	-0.877		722.496	749	12.476	875372037745841061	875355511092537916	875355511092537915	A15_130387	
1	C37H72NO10P	[M + H]+	C37H73NO10P+		0.495	19.810	19.810	0.000	4	0.658	0.221	0.911	-0.877		722.496	749	12.476	875372030946874062	875366976609159529	875366976609159528	A15_130387	
1	C35H67N9O7	[M + H]+	C35H68N9O7+		1.000	64.710	64.710	0.000	21	0.482	5.127	5.127	6.177		726.528	749	12.476	875372058176296324	875355511478413960	875355511478413959	A15_131094	
1	C35H67N9O7	[M + H]+	C35H68N9O7+		1.000	64.710	64.710	0.000	21	0.482	5.127	5.127	6.177		726.528	749	12.476	875372085523158907	875366977049561525	875366977049561524	A15_131094	
1	C35H67N9O7	[M + Na]+	C35H67N9NaO7+		0.330	11.277	11.277	0.000	1	0.299	7.499	7.499	7.710		748.511	749	12.479	875372031148200705	875355511335807596	875355511335807595	A15_130709	
1	C35H67N9O7	[M + Na]+	C35H67N9NaO7+		0.330	11.277	11.277	0.000	1	0.299	7.499	7.499	7.710		748.511	749	12.479	875372030137373286	875366976865012121	875366976865012120	A15_130709	
1	C25H45N3O3	[M + H]+	C25H46N3O3+		0.680	58.806	58.806	0.000	17	0.710	5.213	5.213	8.695		436.357	749	12.487	875372033299878748	875355510513723864	875355510509529559	A15_128554	
1	C25H45N3O3	[M + H]+	C25H46N3O3+		0.680	58.806	58.806	0.000	17	0.710	5.213	5.213	8.695		436.357	749	12.487	875372037846504408	875366976076482821	875366976076482820	A15_128554	
1	C25H45N3O3	[M + H]+	C25H46N3O3+		0.958	68.852	68.852	0.000	12	0.800	5.233	5.233	8.645		436.357	750	12.499	875372032830116677	875355510899599892	875355510899599891	A15_129767	
1	C25H45N3O3	[M + H]+	C25H46N3O3+		0.958	68.852	68.852	0.000	12	0.800	5.233	5.233	8.645		436.357	750	12.499	875372111242631630	875366976395249985	875366976395249984	A15_129767	
1	C48H75N3O8	[M + H]+	C48H76N3O8+		0.999	102.567	102.567	0.000	32	0.750	0.690	1.564	-0.204		822.563	750	12.506	875372223708700751	875355510937348636	875355510937348635	A15_129944	
1	C48H75N3O8	[M + H]+	C48H76N3O8+		0.999	102.567	102.567	0.000	32	0.750	0.690	1.564	-0.204		822.563	750	12.506	875372282647061325	875366976441387337	875366976437193032	A15_129944	
1	C33H60N8O7	[M + Na]+	C33H60N8NaO7+		0.402	4.710	4.710	0.000	2	0.276	-3.852	3.852	5.209		703.451	751	12.514	875372297918522554	875355511071566392	875355511071566391	A15_130385	
1	C33H60N8O7	[M + Na]+	C33H60N8NaO7+		0.402	4.710	4.710	0.000	2	0.276	-3.852	3.852	5.209		703.451	751	12.514	875372077449123445	875366976588188005	875366976588188004	A15_130385	
1	C48H67N4O6	[M + Na]+	C48H67N4NaO6+		1.000	129.126	129.126	0.000	25	0.644	2.678	2.824	-2.056		818.494	752	12.529	875372216452554729	875355510396283340	875355510396283339	A15_128399	
1	C48H67N4O6	[M + Na]+	C48H67N4NaO6+		1.000	129.126	129.126	0.000	25	0.644	2.678	2.824	-2.056		818.494	752	12.529	875372184248688143	875366976013568249	875366976013568248	A15_128399	
1	C42H72O6	[M + K]+	C42H72KO6+		0.863	44.598	44.598	0.000	16	0.943	1.288	2.543	5.242		711.500	752	12.532	875372235171733754	875355511394527864	875355511394527863	A15_130903	
1	C42H72O6	[M + K]+	C42H72KO6+		0.863	44.598	44.598	0.000	16	0.943	1.288	2.543	5.242		711.500	752	12.532	875372052362990840	875366976932120997	875366976932120996	A15_130903	
1	C37H64O6	[M + H]+	C37H65O6+		0.965	98.644	98.644	0.000	26	0.772	4.286	4.286	-3.067		605.476	752	12.532	875372096294131822	875355511017040428	875355511017040427	A15_130372	
1	C37H64O6	[M + H]+	C37H65O6+		0.965	98.644	98.644	0.000	26	0.772	4.286	4.286	-3.067		605.476	752	12.532	875372091906889762	875366976525273433	875366976525273432	A15_130372	
1	C33H60N8O7	[M + H]+	C33H61N8O7+		0.366	31.336	31.336	0.000	15	0.665	3.970	3.970	5.211		681.469	752	12.534	875372142649580480	875355511054789172	875355511054789171	A15_130384	
1	C33H60N8O7	[M + H]+	C33H61N8O7+		0.366	31.336	31.336	0.000	15	0.665	3.970	3.970	5.211		681.469	752	12.534	875372081295300400	875366976567216481	875366976567216480	A15_130384	
1	C33H66NO8P	[M + H]+	C33H67NO8P+		0.717	149.964	149.964	0.000	38	0.682	2.978	3.365	-0.134		636.460	752	12.535	875372386145708443	875355510002018724	875355510002018723	A15_127172	
1	C33H66NO8P	[M + H]+	C33H67NO8P+		0.717	149.964	149.964	0.000	38	0.682	2.978	3.365	-0.134		636.460	752	12.535	875372510838173261	875366975803853009	875366975803853008	A15_127172	
1	C36H69O10P	[M + H3N + H]+	C36H73NO10P+		1.000	39.105	39.105	0.000	14	0.595	2.572	2.762	-1.248		710.496	752	12.540	875372081937028965	875355511189006928	875355511189006927	A15_130455	
1	C36H69O10P	[M + H3N + H]+	C36H73NO10P+		1.000	39.105	39.105	0.000	14	0.595	2.572	2.762	-1.248		710.496	752	12.540	875372038165271534	875366976718211453	875366976714017148	A15_130455	
1	C35H69O10P	[M + H3N + H]+	C35H73NO10P+		1.000	11.453	11.453	0.000	3	0.545	-0.155	0.660	2.221	PG(14:0_15:0)	698.498	752	12.541	875372038605673507	875355511373556340	875355511373556339	A15_130816	
1	C35H69O10P	[M + H3N + H]+	C35H73NO10P+		1.000	11.453	11.453	0.000	3	0.545	-0.155	0.660	2.221	PG(14:0_15:0)	698.498	752	12.541	875372082222241639	875366976911149473	875366976911149472	A15_130816	
1	C48H78NO8P	[M + H]+	C48H79NO8P+		1.000	0.115	0.115	0.000	1	0.579	-0.874	0.955	-0.324		828.554	753	12.543	875372511446347391	875355510715050480	875355510715050479	A15_128946	
1	C48H78NO8P	[M + H]+	C48H79NO8P+		1.000	0.115	0.115	0.000	1	0.579	-0.874	0.955	-0.324		828.554	753	12.543	875372081433712483	875366976206506269	875366976202311964	A15_128946	
1	C46H84O10	[M + Na]+	C46H84NaO10+		0.993	50.468	50.468	0.000	14	0.715	0.288	1.382	-5.607		819.591	753	12.554	875372562373587022	875355510551472604	875355510547278299	A15_128581	
1	C46H84O10	[M + Na]+	C46H84NaO10+		0.993	50.468	50.468	0.000	14	0.715	0.288	1.382	-5.607		819.591	753	12.554	875372121745168920	875366976097454345	875366976093260040	A15_128581	
1	C36H69NO4	[M + Na]+	C36H69NNaO4+		1.000	53.273	53.273	0.000	11	0.501	8.280	8.280	5.830		602.515	753	12.555	875372042867086438	875355511977536208	875355511977536207	A15_133049	
1	C36H69NO4	[M + Na]+	C36H69NNaO4+		1.000	53.273	53.273	0.000	11	0.501	8.280	8.280	5.830		602.515	753	12.555	875372040614745125	875366977435437565	875366977431243260	A15_133049	
1	C28H55NO3	[M + H]+	C28H56NO3+		1.000	119.721	119.721	0.000	34	0.946	3.823	3.823	-2.122		454.425	753	12.555	875372082889135977	875355511637797544	875355511633603239	A15_131761	
1	C28H55NO3	[M + H]+	C28H56NO3+		1.000	119.721	119.721	0.000	34	0.946	3.823	3.823	-2.122		454.425	753	12.555	875372044163126390	875366977229916629	875366977229916628	A15_131761	
1	C36H69O10P	[M + H]+	C36H70O10P+		1.000	43.626	43.626	0.000	10	0.526	5.451	5.451	-1.199		693.469	754	12.566	875372064220288509	875355511298058852	875355511298058851	A15_130637	
1	C36H69O10P	[M + H]+	C36H70O10P+		1.000	43.626	43.626	0.000	10	0.526	5.451	5.451	-1.199		693.469	754	12.566	875372044699997307	875366976823069073	875366976823069072	A15_130637	
1	C48H80O9	[M + H]+	C48H81O9+		0.930	14.384	14.384	0.000	5	0.667	-1.675	1.840	-7.375		801.582	754	12.573	875372064174151116	875355511151258184	875355511151258183	A15_130421	
1	C48H80O9	[M + H]+	C48H81O9+		0.930	14.384	14.384	0.000	5	0.667	-1.675	1.840	-7.375		801.582	754	12.573	875372080611628748	875366976667879797	875366976667879796	A15_130421	
1	C33H62O4	[M + H]+	C33H63O4+		1.000	86.947	86.947	0.000	25	0.755	3.547	3.547	-1.140		523.471	754	12.573	875372067160495641	875355511277087328	875355511277087327	A15_130635	
1	C33H62O4	[M + H]+	C33H63O4+		1.000	86.947	86.947	0.000	25	0.755	3.547	3.547	-1.140		523.471	754	12.573	875372070364943964	875366976802097549	875366976802097548	A15_130635	
1	C32H60O4	[M + H]+	C32H61O4+		0.999	71.510	71.510	0.000	16	0.839	4.409	4.409	2.326		509.458	755	12.578	875372084071929710	875355511033817648	875355511033817647	A15_130383	
1	C32H60O4	[M + H]+	C32H61O4+		0.999	71.510	71.510	0.000	16	0.839	4.409	4.409	2.326		509.458	755	12.578	875372086999553966	875366976546244957	875366976546244956	A15_130383	
1	C45H84N2O7	[M + K]+	C45H84KN2O7+		1.000	5.022	5.022	0.000	2	0.765	-1.764	1.764	7.504		803.597	755	12.583	875372070796957292	875355511209978452	875355511209978451	A15_130488	
1	C45H84N2O7	[M + K]+	C45H84KN2O7+		1.000	5.022	5.022	0.000	2	0.765	-1.764	1.764	7.504		803.597	755	12.583	875372087179909051	875366976739182977	875366976739182976	A15_130488	
1	C36H69NO4	[M + Na]+	C36H69NNaO4+		0.985	29.292	29.292	0.000	7	0.320	3.599	3.599	5.925		602.515	755	12.589	875372227135447221	875355512489241384	875355512489241383	A15_134776	
1	C36H69NO4	[M + Na]+	C36H69NNaO4+		0.985	29.292	29.292	0.000	7	0.320	3.599	3.599	5.925		602.515	755	12.589	875372089872652221	875366977913588309	875366977913588308	A15_134776	
1	C34H54N10O8	[M + H]+	C34H55N10O8+		0.372	9.900	9.900	0.000	2	0.217	-0.323	0.367	3.687		731.423	755	12.590	875372091298715631	875355510916377112	875355510916377111	A15_129842	
1	C34H54N10O8	[M + H]+	C34H55N10O8+		0.372	9.900	9.900	0.000	2	0.217	-0.323	0.367	3.687		731.423	755	12.590	875372096545790113	875366976416221509	875366976416221508	A15_129842	
1	C35H64O15	[M + H]+	C35H65O15+		0.255	31.853	31.853	0.000	9	0.266	-0.279	2.033	3.191		725.434	756	12.600	875372125654260341	875355511113509440	875355511109315135	A15_130388	
1	C35H64O15	[M + H]+	C35H65O15+		0.255	31.853	31.853	0.000	9	0.266	-0.279	2.033	3.191		725.434	756	12.600	875372270089314992	875366976630131053	875366976625936748	A15_130388	
1	C16H33N2P	[M + H]+	C16H34N2P+		0.452	47.024	47.024	0.000	14	0.714	5.913	5.913	-12.811		285.242	756	12.603	875372126002387624	875355511256115804	875355511256115803	A15_130594	
1	C16H33N2P	[M + H]+	C16H34N2P+		0.452	47.024	47.024	0.000	14	0.714	5.913	5.913	-12.811		285.242	756	12.603	875372071170250350	875366976781126025	875366976781126024	A15_130594	
1	C39H64O8	[M + H]+	C39H65O8+		0.850	25.386	25.386	0.000	7	0.167	2.590	2.590	-6.485		661.463	756	12.605	875372574310576464	875355511595854496	875355511595854495	A15_131560	
1	C39H64O8	[M + H]+	C39H65O8+		0.850	25.386	25.386	0.000	7	0.167	2.590	2.590	-6.485		661.463	756	12.605	875372103743215963	875366977187973581	875366977187973580	A15_131560	
1	C40H52O3	[M + H]+	C40H53O3+		0.702	197.996	197.996	0.000	53	0.952	0.475	1.141	-0.819		581.398	758	12.628	875372282407985946	875355511457442436	875355511457442435	A15_130975	
1	C40H52O3	[M + H]+	C40H53O3+		0.702	197.996	197.996	0.000	53	0.952	0.475	1.141	-0.819		581.398	758	12.628	875372224002302082	875366977016007089	875366977016007088	A15_130975	
