formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C27H42N2O6	[M + H]+	C27H43N2O6+		0.853	38.220	38.220	0.000	14	0.757	1.786	3.657	-4.748		491.309	105	1.745	875367142611332770	875367008766894745	875367008766894744	A15_4626	
1	C29H46N2O7	[M + H]+	C29H47N2O7+		0.882	43.171	43.171	0.000	14	0.788	2.401	2.401	-3.796		535.336	105	1.745	875367090006371072	875355541849375240	875355541849375239	A15_3814	
1	C29H46N2O7	[M + H]+	C29H47N2O7+		0.882	43.171	43.171	0.000	14	0.788	2.401	2.401	-3.796		535.336	105	1.745	875367142670053080	875367007059812661	875367007059812660	A15_3814	
1	C16H26N2O7	[M + H]+	C16H27N2O7+		0.976	120.999	120.999	0.000	42	0.865	3.245	3.653	9.033		359.185	106	1.765	875367147090849705	875355542457549456	875355542457549455	A15_4164	
1	C16H26N2O7	[M + H]+	C16H27N2O7+		0.976	120.999	120.999	0.000	42	0.865	3.245	3.653	9.033		359.185	106	1.765	875367073581476376	875367007697347005	875367007697347004	A15_4164	
1	C22H24N6O4	[M + H]+	C22H25N6O4+		0.830	128.607	128.607	0.000	43	0.772	5.686	5.686	1.332		437.194	106	1.769	875367154741260306	875355539861274716	875355539861274715	A15_2710	
1	C22H24N6O4	[M + H]+	C22H25N6O4+		0.830	128.607	128.607	0.000	43	0.772	5.686	5.686	1.332		437.194	106	1.769	875367134407273993	875367005008797577	875367005008797576	A15_2710	
1	C32H59N5O9	[M + K]+	C32H59KN5O9+		0.687	47.606	47.606	0.000	14	0.694	3.411	5.773	3.611		696.397	109	1.818	875367102379568041	875355544542118972	875355544542118971	A15_5184	
1	C32H59N5O9	[M + K]+	C32H59KN5O9+		0.687	47.606	47.606	0.000	14	0.694	3.411	5.773	3.611		696.397	109	1.818	875376565778084562	875367009731584873	875367009731584872	A15_5184	
1	C19H38N6O6	[M + Na]+	C19H38N6NaO6+		0.448	125.838	125.838	0.000	32	0.394	3.442	4.511	-7.553		469.271	110	1.828	875368085365053581	875355543002809100	875355543002809099	A15_4402	
1	C19H38N6O6	[M + Na]+	C19H38N6NaO6+		0.448	125.838	125.838	0.000	32	0.394	3.442	4.511	-7.553		469.271	110	1.828	875367277982496245	875367008267772473	875367008267772472	A15_4402	
1	C16H35NO2	[M + H]+	C16H36NO2+		1.000	48.975	48.975	0.000	14	0.740	6.230	6.230	-1.983		274.274	110	1.831	875367142665858773	875355540653998348	875355540653998347	A15_3172	
1	C16H35NO2	[M + H]+	C16H36NO2+		1.000	48.975	48.975	0.000	14	0.740	6.230	6.230	-1.983		274.274	110	1.831	875367787661741008	875367005881212985	875367005881212984	A15_3172	
1	C36H57NO12	[M + H]+	C36H58NO12+		0.496	107.401	107.401	0.000	33	0.810	2.298	2.629	2.173		696.397	110	1.839	875367141965409903	875355546442139104	875355546442139103	A15_6599	
