feature_id,phylum,matched,LipidMolec,LipidID,ClassKey,SubClassKey,Adduct,Grade,IDScore,tier,ls_ppm_diff,ls_rt_diff,n_samples_detected,n_candidates,IonFormula
A15_111747,Streptophyta,True,DGDG(16:3_18:3),DGDG(16:3_18:3)+NH4,DGDG,Digalactosyldiacylglycerol,M+NH4,A,0.7479991958236515,gold,0.9743053110499434,0.0334872089846118,4.0,2.0,C49 H84 N1 O15
A15_111752,Streptophyta,True,MG(O-26:5),MG(O-26:5)+H,MG,monoalkyl,M+H,C,0.0490116732353333,bronze,0.8193948404173881,0.0105760000000003,1.0,1.0,C29 H51 O3
A15_111826,Streptophyta,True,TG(O-17:2_2:0_16:3),TG(O-17:2_2:0_16:3)+NH4,TG,alkyl-acyl,M+NH4,C,0.2167626972128385,bronze,0.643544968877502,0.1189626728110599,1.0,1.0,C38 H68 N1 O5
A15_111861,Streptophyta,True,DG(18:2_18:4),DG(18:2_18:4)+H,DG,diacyl,M+H,A,1.6615629481964542,gold,0.9586546383641716,0.1075658578569989,2.0,4.0,C39 H65 O5
A15_111872,Streptophyta,True,DG(16:3_18:3),DG(16:3_18:3)+H,DG,diacyl,M+H,A,0.5265567227705538,gold,0.0122834993155131,0.1357818917987057,7.0,12.0,C37 H61 O5
A15_111878,Streptophyta,False,,,,,,,,,,,,,
A15_111879,Streptophyta,True,MGDG(16:3_18:3),MGDG(16:3_18:3)+NH4,MGDG,Monogalactosyldiacylglycerol,M+NH4,A,0.6671572410079907,gold,4.462388320727444,0.0427158361439499,2.0,3.0,C43 H74 N1 O10
A15_111883,Streptophyta,False,,,,,,,,,,,,,
A15_111893,Streptophyta,False,,,,,,,,,,,,,
A15_111894,Streptophyta,False,,,,,,,,,,,,,
A15_111895,Streptophyta,False,,,,,,,,,,,,,
A15_11193,Streptophyta,False,,,,,,,,,,,,,
A15_112009,Streptophyta,False,,,,,,,,,,,,,
A15_112015,Streptophyta,True,MG(P-18:4),MG(P-18:4)+H,MG,monoalkenyl,M+H,C,0.41472505776794,bronze,1.123657877548312,0.1201149999999984,1.0,1.0,C21 H35 O3
A15_112045,Streptophyta,False,,,,,,,,,,,,,
A15_112054,Streptophyta,False,,,,,,,,,,,,,
A15_112073,Streptophyta,False,,,,,,,,,,,,,
A15_112074,Streptophyta,True,DG(P-13:1_19:3),DG(P-13:1_19:3)+Na,DG,alkenyl-acyl,M+Na,C,0.4455521291567396,bronze,4.678212770713182,0.0439699999999998,1.0,2.0,C35 H60 Na1 O4
A15_112087,Streptophyta,False,,,,,,,,,,,,,
A15_112145,Streptophyta,False,,,,,,,,,,,,,
A15_112146,Streptophyta,False,,,,,,,,,,,,,
A15_112151,Streptophyta,False,,,,,,,,,,,,,
A15_112167,Streptophyta,False,,,,,,,,,,,,,
A15_112266,Streptophyta,False,,,,,,,,,,,,,
A15_112302,Streptophyta,False,,,,,,,,,,,,,
A15_112314,Streptophyta,False,,,,,,,,,,,,,
A15_112323,Streptophyta,True,PG(O-15:1_21:4),PG(O-15:1_21:4)+NH4,PG,alkyl-acyl,M+NH4,C,0.0164813361067872,bronze,1.131551583792285,0.0331905342105276,1.0,4.0,C42 H79 N1 O9 P1
A15_112365,Streptophyta,True,Hex1Cer(d34:2)+2O:(s),Hex1Cer(d34:2)+H+2O:(s),Hex1Cer,Ceramide monosaccharides,M+H,C,0.3882942155690744,silver,1.8418486822255773,0.1509371748858452,3.0,3.0,C40 H76 N1 O10
A15_112495,Streptophyta,True,DG(16:0_18:3),DG(16:0_18:3)+H,DG,diacyl,M+H,A,0.8431375400421456,gold,2.515054803792677,0.1517805000000009,2.0,2.0,C37 H67 O5
A15_112514,Streptophyta,False,,,,,,,,,,,,,
A15_112535,Streptophyta,True,TG(17:2_16:0)+O:(s),TG(17:2_16:0)+NH4+O:(s),TG,triacyl,M+NH4,B,0.34416263499933,silver,0.9238869418182104,0.1240489999999994,1.0,1.0,C36 H68 N1 O7
A15_112631,Streptophyta,True,TG(22:3_13:0),TG(22:3_13:0)+Na,TG,triacyl,M+Na,C,0.3379731908648145,bronze,0.0562424900476457,0.044029,1.0,1.0,C38 H66 Na1 O6
A15_112634,Streptophyta,False,,,,,,,,,,,,,
A15_112640,Streptophyta,False,,,,,,,,,,,,,
A15_112664,Streptophyta,True,TG(9:0_28:4)+O:(s),TG(9:0_28:4)+NH4+O:(s),TG,triacyl,M+NH4,C,0.4497698035810226,bronze,1.086010973046977,0.1491100000000003,1.0,1.0,C40 H72 N1 O7
A15_112702,Streptophyta,False,,,,,,,,,,,,,
A15_112729,Streptophyta,False,,,,,,,,,,,,,
A15_112737,Streptophyta,False,,,,,,,,,,,,,
A15_112791,Streptophyta,False,,,,,,,,,,,,,
A15_112816,Streptophyta,False,,,,,,,,,,,,,
