feature_id,phylum,discovery_method,reference_batch,reference_scan,precursor_mz,has_usable_ms2,n_peaks_total,n_peaks_above_threshold,n_diagnostic_fragments,n_neutral_losses,n_diagnostic_total,assigned_class,assigned_subclass,classification_confidence,classification_reasoning,diagnostic_ions_detail,intensity_threshold_pct
A15_151713,Streptophyta,indval_consensus,OE23-POS,151713,395.366331,True,72,59,2,0,2,Sterol,Sterol,Medium,Sterol dehydration fragments,"fragment:395.3676(Stigmasterol_-H2O,81%); fragment:395.3676(Diplopterol,81%)",5.0
A15_152025,Streptophyta,indval_consensus,OE23-POS,152025,726.587297,True,96,6,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 66% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,66%)",5.0
A15_152035,Nematoda,composite,OE23-POS,152035,790.64379,True,31,31,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 41% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,41%)",5.0
A15_152074,Streptophyta,indval_consensus,OE23-POS,152074,831.570934,True,18,4,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 61% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,61%)",5.0
A15_152076,Streptophyta,indval_consensus,OE23-POS,152076,749.532713,True,28,10,1,0,1,Phospholipid,PC/SM,Medium,Phosphocholine at 17% → PC or SM,"fragment:184.0729(Phosphocholine_C5H13NO4P,17%)",5.0
A15_152086,Streptophyta,indval_consensus,OE23-POS,152086,833.586968,True,20,5,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 36% → PC or SM,"fragment:184.0735(Phosphocholine_C5H13NO4P,36%)",5.0
A15_15282,Chlorophyta,composite,OE23-POS,15282,616.367552,True,126,75,14,0,14,Terpenoid,Terpenoid,Medium,14 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0706(Monoterpene_frag,10%); fragment:93.0705(Toluenium,13%); fragment:95.0860(Methylcyclohexenyl,19%); fragment:105.0703(Xylene_cation,14%); fragment:107.0859(Dimethylcyclohexenyl,14%); fragment:109.1016(Sesquiterpene_frag,25%); fragment:119.0858(C9H11+,19%); fragment:121.1014(Sesquiterpene_frag2,32%); fragment:123.1169(Sesquiterpene_frag3,13%); fragment:133.1013(Diterpene_frag,18%); fragment:135.1170(Diterpene_frag2,19%); fragment:147.1168(C11H15+,12%); fragment:161.1586(C12H17+,9%); fragment:175.1481(C13H19+,11%)",5.0
A15_152846,Streptophyta,indval_consensus,OE23-POS,152846,604.531466,True,137,29,6,0,6,Terpenoid,Terpenoid,Medium,6 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0704(Monoterpene_frag,7%); fragment:93.0704(Toluenium,6%); fragment:95.0860(Methylcyclohexenyl,7%); fragment:107.0860(Dimethylcyclohexenyl,8%); fragment:109.1016(Sesquiterpene_frag,7%); fragment:121.1015(Sesquiterpene_frag2,5%)",5.0
A15_152941,Streptophyta,indval_consensus,OE23-POS,152941,940.72165,True,82,82,12,0,12,Terpenoid,Terpenoid,Medium,12 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0706(Monoterpene_frag,13%); fragment:93.0703(Toluenium,9%); fragment:95.0859(Methylcyclohexenyl,13%); fragment:105.0710(Xylene_cation,7%); fragment:107.0860(Dimethylcyclohexenyl,18%); fragment:109.1017(Sesquiterpene_frag,9%); fragment:119.0862(C9H11+,9%); fragment:121.1016(Sesquiterpene_frag2,17%); fragment:133.1021(Diterpene_frag,7%); fragment:135.1171(Diterpene_frag2,11%); fragment:149.1323(Sesterterpene_frag,9%); fragment:161.1322(C12H17+,7%)",5.0
A15_152946,Arthropoda,composite,OE23-POS,152946,589.425315,True,81,43,1,0,1,Quinone,Ubiquinone,Medium,Ubiquinone headgroup fragment,"fragment:197.0809(Ubiquinone_headgroup,60%)",5.0
A15_153,Streptophyta,indval_consensus,OE23-POS,153,315.085726,True,132,35,7,0,7,Terpenoid,Terpenoid,Medium,7 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,11%); fragment:81.0704(Monoterpene_frag,16%); fragment:93.0704(Toluenium,8%); fragment:95.0860(Methylcyclohexenyl,17%); fragment:107.0856(Dimethylcyclohexenyl,6%); fragment:109.1015(Sesquiterpene_frag,12%); fragment:121.1011(Sesquiterpene_frag2,8%)",5.0
A15_15301,Streptophyta,indval_consensus,OE23-POS,15301,620.362407,True,110,22,4,0,4,Terpenoid,Terpenoid,Low,4 terpenoid fragments → possible terpenoid/isoprenoid,"fragment:81.0704(Monoterpene_frag,10%); fragment:95.0860(Methylcyclohexenyl,11%); fragment:109.1015(Sesquiterpene_frag,15%); fragment:123.1170(Sesquiterpene_frag3,8%)",5.0
A15_153079,Streptophyta,indval_consensus,OE23-POS,153079,938.707071,True,156,92,11,0,11,Terpenoid,Terpenoid,Medium,11 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0705(Monoterpene_frag,21%); fragment:93.0706(Toluenium,46%); fragment:95.0860(Methylcyclohexenyl,28%); fragment:107.0861(Dimethylcyclohexenyl,7%); fragment:109.1015(Sesquiterpene_frag,30%); fragment:119.0857(C9H11+,12%); fragment:121.1014(Sesquiterpene_frag2,40%); fragment:133.1017(Diterpene_frag,11%); fragment:135.1171(Diterpene_frag2,10%); fragment:149.1329(Sesterterpene_frag,22%); fragment:161.1328(C12H17+,5%)",5.0
A15_153412,Streptophyta,indval_consensus,OE23-POS,153412,311.257486,True,158,32,10,0,10,Terpenoid,Terpenoid,Medium,10 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,98%); fragment:81.0704(Monoterpene_frag,84%); fragment:93.0703(Toluenium,20%); fragment:95.0860(Methylcyclohexenyl,56%); fragment:107.0859(Dimethylcyclohexenyl,15%); fragment:109.1016(Sesquiterpene_frag,27%); fragment:121.1014(Sesquiterpene_frag2,21%); fragment:123.1173(Sesquiterpene_frag3,13%); fragment:135.1172(Diterpene_frag2,14%); fragment:149.1331(Sesterterpene_frag,5%)",5.0
A15_153508,Streptophyta,indval_consensus,OE23-POS,153508,901.545618,True,294,11,3,0,3,Sterol,Sterol,Medium,Sterol dehydration fragments,"fragment:395.3670(Stigmasterol_-H2O,7%); fragment:397.3826(Sitosterol_-H2O,8%); fragment:395.3670(Diplopterol,7%)",5.0
A15_15383,Streptophyta,indval_consensus,OE23-POS,15383,435.288578,True,297,11,4,0,4,Terpenoid,Terpenoid,Low,4 terpenoid fragments → possible terpenoid/isoprenoid,"fragment:81.0705(Monoterpene_frag,5%); fragment:93.0703(Toluenium,9%); fragment:95.0860(Methylcyclohexenyl,5%); fragment:121.1015(Sesquiterpene_frag2,5%)",5.0
A15_154018,Streptophyta,indval_consensus,OE23-POS,154018,760.596434,True,64,10,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0732(Phosphocholine_C5H13NO4P,100%)",5.0
A15_154155,Arthropoda,composite,OE23-POS,154155,690.564171,True,19,5,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_154270,Streptophyta,indval_consensus,OE23-POS,154270,313.273061,True,147,13,4,0,4,Terpenoid,Terpenoid,Low,4 terpenoid fragments → possible terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,16%); fragment:81.0705(Monoterpene_frag,20%); fragment:95.0860(Methylcyclohexenyl,21%); fragment:109.1016(Sesquiterpene_frag,8%)",5.0
A15_154659,Arthropoda,composite,OE23-POS,154659,597.448989,True,60,60,2,0,2,Phospholipid,PG,Medium,Glycerophosphoglycerol diagnostic ions,"fragment:152.9926(Glycerophosphoglycerol-H2O,10%); fragment:191.1799(Hopane_skeleton,13%)",5.0
A15_154826,Streptophyta,indval_consensus,OE23-POS,154826,733.582265,True,49,4,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_155260,Heterolobosea,indval_consensus,OE23-POS,155260,698.545764,True,79,17,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 99% → PC or SM,"fragment:184.0734(Phosphocholine_C5H13NO4P,99%)",5.0
A15_155433,Streptophyta,indval_consensus,OE23-POS,155433,795.575313,True,31,5,0,2,2,Sphingolipid,Ceramide,Medium,Sphingoid base fragments,"loss:180.0634(Hexose+H2O_loss,5%); loss:180.0634(Hexose_ceramide,5%)",5.0
A15_156065,Arthropoda,composite,OE23-POS,156065,589.425251,True,43,43,1,0,1,Quinone,Ubiquinone,Medium,Ubiquinone headgroup fragment,"fragment:197.0810(Ubiquinone_headgroup,100%)",5.0
A15_15610,Streptophyta,indval_consensus,OE23-POS,15610,341.20961,True,134,120,1,2,3,Sphingolipid,Ceramide,Medium,Sphingoid base fragments,"fragment:282.2787(Sphingoid_d18:1+H2O,43%); loss:180.0634(Hexose+H2O_loss,17%); loss:180.0634(Hexose_ceramide,17%)",5.0
A15_156360,Streptophyta,indval_consensus,OE23-POS,156360,736.59857,True,13,5,1,0,1,Phospholipid,PC/SM,Medium,Phosphocholine at 6% → PC or SM,"fragment:184.0736(Phosphocholine_C5H13NO4P,6%)",5.0
A15_1567,Streptophyta,indval_consensus,OE23-POS,1567,421.256964,True,131,91,0,1,1,Glycolipid,Glycolipid,Low,Hexose fragment/neutral loss,"loss:162.0528(Hexose_loss,44%)",5.0
A15_156842,Streptophyta,indval_consensus,OE23-POS,156842,337.272962,True,198,37,13,0,13,Terpenoid,Terpenoid,Medium,13 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,98%); fragment:81.0705(Monoterpene_frag,100%); fragment:93.0702(Toluenium,26%); fragment:95.0860(Methylcyclohexenyl,82%); fragment:105.0702(Xylene_cation,10%); fragment:107.0859(Dimethylcyclohexenyl,14%); fragment:109.1016(Sesquiterpene_frag,31%); fragment:119.0858(C9H11+,8%); fragment:121.1014(Sesquiterpene_frag2,13%); fragment:123.1172(Sesquiterpene_frag3,10%); fragment:133.1015(Diterpene_frag,12%); fragment:147.1171(C11H15+,6%); fragment:149.1329(Sesterterpene_frag,6%)",5.0
A15_157197,Streptophyta,indval_consensus,OE23-POS,157197,313.273046,True,98,14,4,0,4,Terpenoid,Terpenoid,Low,4 terpenoid fragments → possible terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,11%); fragment:81.0704(Monoterpene_frag,19%); fragment:95.0860(Methylcyclohexenyl,19%); fragment:109.1015(Sesquiterpene_frag,12%)",5.0
A15_157326,Streptophyta,indval_consensus,OE23-POS,157326,571.510169,True,104,59,15,0,15,Terpenoid,Terpenoid,Medium,15 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0705(Monoterpene_frag,50%); fragment:93.0704(Toluenium,21%); fragment:95.0860(Methylcyclohexenyl,43%); fragment:105.0703(Xylene_cation,16%); fragment:107.0857(Dimethylcyclohexenyl,17%); fragment:109.1017(Sesquiterpene_frag,29%); fragment:119.0859(C9H11+,21%); fragment:121.1014(Sesquiterpene_frag2,26%); fragment:123.1174(Sesquiterpene_frag3,13%); fragment:133.1013(Diterpene_frag,20%); fragment:135.1168(Diterpene_frag2,24%); fragment:147.1166(C11H15+,19%); fragment:149.1327(Sesterterpene_frag,16%); fragment:161.1330(C12H17+,14%); fragment:175.1486(C13H19+,7%)",5.0
A15_1574,Streptophyta,indval_consensus,OE23-POS,1574,572.379261,True,158,143,2,0,2,Phospholipid,PC/SM,High,Phosphocholine at 35% → PC or SM,"fragment:184.0730(Phosphocholine_C5H13NO4P,35%); fragment:236.1491(DGTS_headgroup,34%)",5.0
A15_157667,Streptophyta,indval_consensus,OE23-POS,157667,778.629119,True,136,17,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 74% → PC or SM,"fragment:184.0734(Phosphocholine_C5H13NO4P,74%)",5.0
A15_157677,Streptophyta,indval_consensus,OE23-POS,157677,576.506459,True,44,14,5,0,5,Terpenoid,Terpenoid,Medium,5 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0704(Monoterpene_frag,19%); fragment:95.0860(Methylcyclohexenyl,21%); fragment:109.1015(Sesquiterpene_frag,12%); fragment:121.1014(Sesquiterpene_frag2,5%); fragment:123.1170(Sesquiterpene_frag3,6%)",5.0
A15_158048,Streptophyta,indval_consensus,OE23-POS,158048,737.60184,True,40,5,1,0,1,Phospholipid,PC/SM,Medium,Phosphocholine at 16% → PC or SM,"fragment:184.0734(Phosphocholine_C5H13NO4P,16%)",5.0
A15_158052,Streptophyta,indval_consensus,OE23-POS,158052,773.581459,True,19,8,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0734(Phosphocholine_C5H13NO4P,100%)",5.0
A15_158246,Streptophyta,indval_consensus,OE23-POS,158246,759.592485,True,35,8,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_158323,Streptophyta,indval_consensus,OE23-POS,158323,788.586666,True,195,13,1,0,1,Archaeal_Lipid,GDGT/Archaeol,Medium,1 archaeal lipid diagnostic fragments,"fragment:595.5306(Archaeol_core,6%)",5.0
A15_158548,Streptophyta,indval_consensus,OE23-POS,158548,395.366568,True,159,35,2,0,2,Sterol,Sterol,Medium,Sterol dehydration fragments,"fragment:395.3681(Stigmasterol_-H2O,40%); fragment:395.3681(Diplopterol,40%)",5.0
A15_158597,Streptophyta,indval_consensus,OE23-POS,158597,917.54189,True,234,16,1,0,1,Sterol,Sterol,Medium,Sterol dehydration fragments,"fragment:397.3829(Sitosterol_-H2O,5%)",5.0
A15_158954,Streptophyta,indval_consensus,OE23-POS,158954,652.569353,True,73,59,18,0,18,Terpenoid,Terpenoid,Medium,18 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,36%); fragment:81.0705(Monoterpene_frag,100%); fragment:93.0703(Toluenium,44%); fragment:95.0860(Methylcyclohexenyl,85%); fragment:105.0705(Xylene_cation,17%); fragment:107.0859(Dimethylcyclohexenyl,45%); fragment:109.1014(Sesquiterpene_frag,71%); fragment:119.0857(C9H11+,23%); fragment:121.1014(Sesquiterpene_frag2,63%); fragment:123.1170(Sesquiterpene_frag3,30%); fragment:133.1013(Diterpene_frag,26%); fragment:135.1168(Diterpene_frag2,43%); fragment:147.1167(C11H15+,23%); fragment:149.1328(Sesterterpene_frag,40%); fragment:161.1324(C12H17+,47%); fragment:175.1487(C13H19+,14%); fragment:189.1648(Hopane_C14,21%); fragment:203.1807(Triterpene_C15,16%)",5.0
A15_15948,Streptophyta,indval_consensus,OE23-POS,15948,530.415656,True,40,24,11,0,11,Terpenoid,Terpenoid,Medium,11 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0705(Monoterpene_frag,18%); fragment:93.0704(Toluenium,6%); fragment:95.0861(Methylcyclohexenyl,17%); fragment:109.1016(Sesquiterpene_frag,22%); fragment:121.1015(Sesquiterpene_frag2,10%); fragment:123.1168(Sesquiterpene_frag3,10%); fragment:133.1009(Diterpene_frag,6%); fragment:135.1172(Diterpene_frag2,11%); fragment:147.1175(C11H15+,7%); fragment:149.1326(Sesterterpene_frag,13%); fragment:161.1327(C12H17+,6%)",5.0
A15_159498,Streptophyta,indval_consensus,OE23-POS,159498,718.593225,True,36,9,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0734(Phosphocholine_C5H13NO4P,100%)",5.0
A15_159524,Nematoda,composite,OE23-POS,159524,780.488849,True,47,2,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 65% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,65%)",5.0
A15_159655,Streptophyta,indval_consensus,OE23-POS,159655,814.602835,True,83,21,2,0,2,Phospholipid,PC/SM,Medium,Phosphocholine at 18% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,18%); fragment:653.5897(GDGT_core,24%)",5.0
A15_159715,Streptophyta,indval_consensus,OE23-POS,159715,718.593338,True,139,13,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 91% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,91%)",5.0
A15_159967,Nematoda,composite,OE23-POS,159967,778.64199,True,60,36,1,0,1,Phospholipid,PC/SM,Medium,Phosphocholine at 17% → PC or SM,"fragment:184.0729(Phosphocholine_C5H13NO4P,17%)",5.0
A15_160251,Streptophyta,indval_consensus,OE23-POS,160251,445.36707,True,173,43,10,0,10,Terpenoid,Terpenoid,Medium,10 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,66%); fragment:81.0704(Monoterpene_frag,50%); fragment:93.0705(Toluenium,14%); fragment:95.0861(Methylcyclohexenyl,39%); fragment:107.0859(Dimethylcyclohexenyl,17%); fragment:109.1014(Sesquiterpene_frag,26%); fragment:121.1017(Sesquiterpene_frag2,9%); fragment:123.1173(Sesquiterpene_frag3,17%); fragment:135.1172(Diterpene_frag2,15%); fragment:149.1328(Sesterterpene_frag,19%)",5.0
A15_160280,Streptophyta,indval_consensus,OE23-POS,160280,778.62935,True,135,19,1,0,1,Phospholipid,PC/SM,Medium,Phosphocholine at 12% → PC or SM,"fragment:184.0731(Phosphocholine_C5H13NO4P,12%)",5.0
A15_16043,Streptophyta,indval_consensus,OE23-POS,16043,523.381219,True,93,21,2,0,2,Phospholipid,PC/SM,High,Phosphocholine at 87% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,87%); fragment:236.1491(DGTS_headgroup,67%)",5.0
A15_160457,Streptophyta,indval_consensus,OE23-POS,160457,862.675524,True,87,82,17,0,17,Terpenoid,Terpenoid,Medium,17 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0707(Isoprene_unit,6%); fragment:81.0704(Monoterpene_frag,35%); fragment:93.0706(Toluenium,10%); fragment:95.0860(Methylcyclohexenyl,28%); fragment:107.0859(Dimethylcyclohexenyl,26%); fragment:109.1013(Sesquiterpene_frag,38%); fragment:119.0859(C9H11+,6%); fragment:121.1014(Sesquiterpene_frag2,20%); fragment:123.1168(Sesquiterpene_frag3,12%); fragment:133.1011(Diterpene_frag,12%); fragment:135.1170(Diterpene_frag2,33%); fragment:147.1171(C11H15+,23%); fragment:149.1329(Sesterterpene_frag,23%); fragment:161.1328(C12H17+,35%); fragment:175.1483(C13H19+,20%); fragment:189.1640(Hopane_C14,14%); fragment:203.1805(Triterpene_C15,14%)",5.0
A15_160465,Streptophyta,indval_consensus,OE23-POS,160465,957.720426,True,58,36,5,0,5,Terpenoid,Terpenoid,Medium,5 terpenoid fragments → terpenoid/isoprenoid,"fragment:133.1012(Diterpene_frag,6%); fragment:135.1171(Diterpene_frag2,7%); fragment:147.1169(C11H15+,6%); fragment:149.1326(Sesterterpene_frag,6%); fragment:161.1322(C12H17+,5%)",5.0
A15_160714,Streptophyta,indval_consensus,OE23-POS,160714,757.580618,True,60,11,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 49% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,49%)",5.0
A15_160835,Streptophyta,indval_consensus,OE23-POS,160835,884.659151,True,130,46,3,0,3,Sterol,Sterol,Medium,Sterol dehydration fragments,"fragment:395.3673(Stigmasterol_-H2O,71%); fragment:397.3830(Sitosterol_-H2O,60%); fragment:395.3673(Diplopterol,71%)",5.0
A15_160898,Streptophyta,indval_consensus,OE23-POS,160898,786.622405,True,74,15,2,0,2,Phospholipid,PC/SM,High,Phosphocholine at 40% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,40%); fragment:595.5310(Archaeol_core,9%)",5.0
A15_161288,Heterolobosea,indval_consensus,OE23-POS,161288,761.579299,True,94,10,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_161556,Streptophyta,indval_consensus,OE23-POS,161556,787.625814,True,156,9,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_161581,Streptophyta,indval_consensus,OE23-POS,161581,337.27295,True,60,35,14,0,14,Terpenoid,Terpenoid,Medium,14 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,62%); fragment:81.0705(Monoterpene_frag,100%); fragment:93.0704(Toluenium,33%); fragment:95.0860(Methylcyclohexenyl,79%); fragment:105.0703(Xylene_cation,8%); fragment:107.0859(Dimethylcyclohexenyl,18%); fragment:109.1015(Sesquiterpene_frag,29%); fragment:119.0860(C9H11+,11%); fragment:121.1015(Sesquiterpene_frag2,13%); fragment:123.1171(Sesquiterpene_frag3,16%); fragment:133.1012(Diterpene_frag,12%); fragment:135.1172(Diterpene_frag2,13%); fragment:147.1173(C11H15+,7%); fragment:149.1329(Sesterterpene_frag,5%)",5.0
A15_161711,Nematoda,composite,OE23-POS,161711,804.657342,True,64,20,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 47% → PC or SM,"fragment:184.0732(Phosphocholine_C5H13NO4P,47%)",5.0
A15_161867,Streptophyta,indval_consensus,OE23-POS,161867,571.471803,True,128,47,10,0,10,Terpenoid,Terpenoid,Medium,10 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,22%); fragment:81.0706(Monoterpene_frag,26%); fragment:93.0705(Toluenium,24%); fragment:95.0862(Methylcyclohexenyl,28%); fragment:107.0861(Dimethylcyclohexenyl,15%); fragment:109.1017(Sesquiterpene_frag,11%); fragment:121.1014(Sesquiterpene_frag2,16%); fragment:123.1173(Sesquiterpene_frag3,9%); fragment:135.1172(Diterpene_frag2,9%); fragment:149.1327(Sesterterpene_frag,8%)",5.0
A15_161911,Streptophyta,indval_consensus,OE23-POS,161911,737.602272,True,40,5,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 25% → PC or SM,"fragment:184.0732(Phosphocholine_C5H13NO4P,25%)",5.0
A15_162228,Streptophyta,indval_consensus,OE23-POS,162228,788.589246,True,67,24,1,0,1,Phospholipid,PC/SM,Medium,Phosphocholine at 11% → PC or SM,"fragment:184.0735(Phosphocholine_C5H13NO4P,11%)",5.0
A15_162253,Streptophyta,indval_consensus,OE23-POS,162253,411.361375,True,77,26,9,0,9,Terpenoid,Terpenoid,Medium,9 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0705(Isoprene_unit,65%); fragment:81.0705(Monoterpene_frag,37%); fragment:95.0859(Methylcyclohexenyl,17%); fragment:107.0858(Dimethylcyclohexenyl,9%); fragment:109.1016(Sesquiterpene_frag,13%); fragment:121.1017(Sesquiterpene_frag2,7%); fragment:123.1172(Sesquiterpene_frag3,8%); fragment:135.1168(Diterpene_frag2,9%); fragment:149.1329(Sesterterpene_frag,9%)",5.0
A15_162256,Streptophyta,indval_consensus,OE23-POS,162256,413.377181,True,34,17,2,0,2,Sterol,Sterol,Medium,Sterol dehydration fragments,"fragment:395.3663(Stigmasterol_-H2O,6%); fragment:395.3663(Diplopterol,6%)",5.0
A15_16226,Streptophyta,indval_consensus,OE23-POS,16226,720.446632,True,29,7,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0734(Phosphocholine_C5H13NO4P,100%)",5.0
A15_162302,Streptophyta,indval_consensus,OE23-POS,162302,762.615918,True,55,9,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_162378,Streptophyta,indval_consensus,OE23-POS,162378,718.592955,True,91,8,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 54% → PC or SM,"fragment:184.0734(Phosphocholine_C5H13NO4P,54%)",5.0
A15_162509,Heterolobosea,indval_consensus,OE23-POS,162509,761.579072,True,55,9,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_162553,Streptophyta,indval_consensus,OE23-POS,162553,940.723018,True,106,87,10,0,10,Terpenoid,Terpenoid,Medium,10 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0705(Monoterpene_frag,32%); fragment:93.0704(Toluenium,16%); fragment:95.0859(Methylcyclohexenyl,32%); fragment:107.0864(Dimethylcyclohexenyl,14%); fragment:109.1017(Sesquiterpene_frag,23%); fragment:119.0858(C9H11+,10%); fragment:121.1015(Sesquiterpene_frag2,32%); fragment:135.1169(Diterpene_frag2,22%); fragment:147.1169(C11H15+,21%); fragment:189.1632(Hopane_C14,5%)",5.0
A15_16275,Streptophyta,indval_consensus,OE23-POS,16275,525.38727,True,28,13,1,0,1,Betaine_Lipid,DGTS,Medium,DGTS headgroup fragment,"fragment:236.1490(DGTS_headgroup,35%)",5.0
A15_162796,Bacillota,indval_consensus,OE23-POS,162796,682.486162,True,74,34,11,0,11,Terpenoid,Terpenoid,Medium,11 terpenoid fragments → terpenoid/isoprenoid,"fragment:95.0858(Methylcyclohexenyl,13%); fragment:105.0705(Xylene_cation,9%); fragment:107.0860(Dimethylcyclohexenyl,8%); fragment:109.1016(Sesquiterpene_frag,6%); fragment:119.0855(C9H11+,9%); fragment:121.1014(Sesquiterpene_frag2,9%); fragment:123.1171(Sesquiterpene_frag3,6%); fragment:133.1011(Diterpene_frag,9%); fragment:161.1326(C12H17+,6%); fragment:189.1640(Hopane_C14,7%); fragment:203.1797(Triterpene_C15,23%)",5.0
A15_163020,Streptophyta,indval_consensus,OE23-POS,163020,474.378497,True,24,24,1,0,1,Betaine_Lipid,DGTS,Medium,DGTS headgroup fragment,"fragment:236.1500(DGTS_headgroup,47%)",5.0
A15_163491,Streptophyta,indval_consensus,OE23-POS,163491,944.69796,True,90,30,1,0,1,Quinone,Ubiquinone,Medium,Ubiquinone headgroup fragment,"fragment:197.0809(Ubiquinone_headgroup,100%)",5.0
A15_163631,Streptophyta,indval_consensus,OE23-POS,163631,963.669946,True,23,9,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 54% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,54%)",5.0
A15_163685,Nematoda,composite,OE23-POS,163685,792.658234,True,32,12,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 65% → PC or SM,"fragment:184.0734(Phosphocholine_C5H13NO4P,65%)",5.0
A15_163939,Chlorophyta,composite,OE23-POS,163939,830.662148,True,40,32,11,0,11,Terpenoid,Terpenoid,Medium,11 terpenoid fragments → terpenoid/isoprenoid,"fragment:119.0852(C9H11+,12%); fragment:121.1008(Sesquiterpene_frag2,18%); fragment:123.1166(Sesquiterpene_frag3,10%); fragment:133.1006(Diterpene_frag,19%); fragment:135.1165(Diterpene_frag2,14%); fragment:147.1166(C11H15+,6%); fragment:149.1323(Sesterterpene_frag,13%); fragment:161.1320(C12H17+,13%); fragment:175.1477(C13H19+,13%); fragment:189.1644(Hopane_C14,5%); fragment:203.1793(Triterpene_C15,7%)",5.0
A15_164074,Streptophyta,indval_consensus,OE23-POS,164074,762.614315,True,24,6,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_164161,Streptophyta,indval_consensus,OE23-POS,164161,595.471044,True,49,49,1,0,1,Archaeal_Lipid,GDGT/Archaeol,Medium,1 archaeal lipid diagnostic fragments,"fragment:595.5291(Archaeol_core,30%)",5.0
A15_164267,Streptophyta,indval_consensus,OE23-POS,164267,761.61111,True,77,6,1,0,1,Phospholipid,PC/SM,Medium,Phosphocholine at 10% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,10%)",5.0
