feature_id,query_mz,archlips_name,archlips_mz,archlips_formula,archlips_adduct,archlips_smiles,archlips_confidence,mass_error_ppm,cosine,matched_peaks,query_n_peaks,ref_n_peaks,archlips_tier,phylum,kingdom
A15_OE21-4-POS_198600,684.68665,Archaeol(20:0(OH)_20:1),684.68643,C43H86O4,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,0.32131497043542634,0.9639064697456129,2,75,6,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_198734,649.64866,Archaeol(20:1_20:1),649.64932,C43H84O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-1.0159327189613048,0.7928259311340683,28,82,40,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_198735,667.65812,Archaeol(20:0(OH)_20:1),667.65989,C43H86O4,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-2.65105037231601,0.934210632016313,2,81,6,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_198737,730.70899,Archaeol(20:1_25:4),730.70717,C48H88O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](CO)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,3,2.4907378422910713,0.9007770428540016,16,55,64,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_199194,956.69289,NAcGly-P-Archaeol(20:0(Me)_20:4(Me)),956.69503,C53H98NO11P,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COP(O)(=O)OC1OC(CO)C(O)C(O)C1NC(C)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,4,-2.2368674790129317,0.9413951459446778,2,35,57,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_199498,825.63577,PG-Archaeol(20:1(Me)_20:4(Me)),825.63678,C48H89O8P,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COP(O)(=O)OCC(O)CO)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,-1.2232982160324695,0.9981843471255423,2,34,52,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_199658,1010.80436,2Gly-Archaeol(20:0(OH)_20:0),1010.80773,C55H108O14,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1,-3.3339673807382546,0.9943061663512844,3,46,11,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_199662,731.63192,PA-Archaeol(20:0_20:1),731.6313,C43H87O6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(O)=O)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,0.8474213719755651,0.3385204758295617,38,212,42,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_199792,993.77731,2Gly-Archaeol(20:0(OH)_20:0),993.78118,C55H108O14,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1,-3.8942174371752243,0.8502043996074586,2,22,11,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_199839,1137.7921,NAcGly-PGly-Archaeol(20:1(Me)_20:2(Me)),1137.79004,C59H110NO16P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COP(O)(=O)OC1OC(COC2OC(CO)C(O)C(O)C2NC(C)=O)C(O)C(O)C1O)OC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)C,4,1.810527362149541,0.9760007833067108,2,60,56,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_200180,805.67086,PG-Archaeol(20:0_20:1),805.66808,C46H93O8P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(=O)OCC(O)CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,3.4505524904450375,0.8255394713758956,5,17,45,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_200188,953.72573,MTK(11:11),953.72038,C66H96O2S,[M+H]+,CSC1=C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)c2ccccc2C1=O,4,5.609610649214901,0.8563415764552844,2,99,5,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_200560,731.54024,PA-Archaeol(20:4(Me)_20:4),731.5374,C44H75O6P,[M+H]+,CC(C\C(C)=C\COC[C@H](COP(O)(O)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,3.8822348659029053,0.6997907487323874,14,100,28,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_200804,956.69268,NAcGly-P-Archaeol(20:0(Me)_20:4(Me)),956.69503,C53H98NO11P,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COP(O)(=O)OC1OC(CO)C(O)C(O)C1NC(C)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,4,-2.4563731662518786,0.41298864884077285,6,175,57,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_200909,749.64436,PA-Archaeol(20:0(OH)_20:0),749.64187,C43H89O7P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,2,3.321586079451686,0.940400945322592,2,22,9,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_201126,747.62775,AC-Archaeol(20:4_25:5),747.62859,C50H82O4,[M+H]+,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CO[C@H](COC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)COC(C)=O,3,-1.1235525383523037,0.766683931124354,12,92,35,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_201913,772.65631,PA-Archaeol(20:0(Me)_20:3(Me)),772.65785,C45H87O6P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COP(O)(O)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)C,3,-1.9931202408555264,0.9353387213788003,4,66,48,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_202215,888.70154,N-Me-APT-Archaeol(20:1(Me)_20:2),888.7052,C50H98NO9P,[M+H]+,C[NH2+]CC(OP([O-])(=O)OC[C@@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C)C(O)C(O)CO,4,-4.118351057209997,0.798086421990756,2,51,53,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_202331,762.67759,PA-Archaeol(20:0(Me)_20:1),762.6735,C44H89O6P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,3,5.362714188993383,0.8960381340766447,4,37,42,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_202776,733.64931,Archaeol(20:4(Me)_25:5(Me)),733.64932,C50H84O3,[M+H]+,C\C(C)=C\CC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\COC[C@H](CO)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,-0.013630490347557913,0.8512737211207142,14,80,35,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_202905,829.71108,Gly-Archaeol(20:0(OH)_20:1),829.71271,C49H96O9,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COC1OC(CO)C(O)C(O)C1O,3,-1.9645354112718987,0.9993407316780338,3,55,10,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_203076,680.65558,Archaeol(20:0(OH)_20:3),680.65513,C43H82O4,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCOC[C@H](CO)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,3,0.6611277579010205,0.9911110528547136,3,92,8,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_203470,846.73773,GluA-Archaeol(20:0_20:0),846.73925,C49H96O9,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COC1OC(C(O)C(O)C1O)C(O)=O)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,3,-1.7951216976348205,0.6832304798436778,21,83,29,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_203620,666.67584,Archaeol(20:1_20:1),666.67587,C43H84O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-0.04499937884049129,0.842558896093475,27,39,40,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_203793,649.649,Archaeol(20:1_20:1),649.64932,C43H84O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-0.49257343944866366,0.8597731421789527,27,80,40,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_203834,829.71097,PME-Archaeol(20:1(Me)_20:2(Me)),829.7157,C48H94NO6P,[M+NH4]+,CNCCOP(O)(=O)OC[C@@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)C,3,-5.700747858567719,0.8968850696337873,33,61,51,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_204599,958.70767,NAcGly-P-Archaeol(20:0(Me)_20:3(Me)),958.71068,C53H100NO11P,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COP(O)(=O)OC1OC(CO)C(O)C(O)C1NC(C)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)C,4,-3.1396333250585036,0.9829945989195858,3,120,59,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_204651,818.66045,PG-Archaeol(20:1_20:2),818.66333,C46H89O8P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](COP(O)(=O)OCC(O)CO)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,1,-3.5179296475935433,0.6750278386960291,18,228,51,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_204800,1755.38497,NAcGly-PGly-BDGT-3b,1755.3899,C101H192NO19P,[M+H]+,CC(=O)NC1C(OCC2OC(OP(=O)(O)OC[C@@H]3OCCC(C)CCCC4CCC(C4)C(C)CCCC(C)CCC(C)CCCC(C)C4CCC(C4)C4CCC(CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)CCC(C)CCCC(C)CCCC(C)CCCC(C)CCOC3C)C4)C(O)C(O)C2O)OC(CO)C(O)C1O,5,-2.8084928595243284,0.7292858008173411,2,31,142,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_205048,668.69037,Archaeol(20:0_20:1),668.69152,C43H86O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,-1.719776556967105,0.8148361456036856,18,29,41,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_205314,848.75322,Gly-Archaeol(20:0(OH)_20:0),848.7549,C49H98O9,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COC1OC(CO)C(O)C(O)C1O,1,-1.9793700159667071,0.9200014343391768,4,47,11,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_205559,831.7247,Gly-Archaeol(20:0(OH)_20:0),831.72836,C49H98O9,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COC1OC(CO)C(O)C(O)C1O,1,-4.400475174332184,0.9723253684388748,3,48,11,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_205872,875.76158,DeoxyGly-Archaeol(20:0_25:4(Me)),875.76983,C55H102O7,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COC1CC(O)C(O)C(CO)O1)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,4,-9.420283409369612,0.9692184078842461,7,21,60,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_206139,958.70772,NAcGly-P-Archaeol(20:0(Me)_20:3(Me)),958.71068,C53H100NO11P,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COP(O)(=O)OC1OC(CO)C(O)C(O)C1NC(C)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)C,4,-3.087479947579232,0.9732186858298402,2,67,59,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_206997,672.62796,Archaeol(20:3(Me)_20:3),672.62892,C44H78O3,[M+NH4]+,CC(C)CCC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\COC[C@H](CO)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,3,-1.42723568883071,0.5955247590305097,24,46,40,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_207100,747.6266,PA-Archaeol(20:0(OH)_20:1),747.62622,C43H87O7P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,4,0.5082753786561602,0.7798732906252909,4,67,8,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_207402,829.71049,PDME-Archaeol(20:2(Me)_20:1),829.7157,C48H94NO6P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)C)COP(O)(=O)OCCN(C)C,3,-6.2792592690725275,0.7807223052969523,33,81,49,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_207632,851.69471,Hp-Archaeol(20:1(Me)_20:3),851.69706,C51H94O9,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COC1OC(C(O)CO)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,3,-2.7591970318396264,0.9219316720780357,6,70,51,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_207894,846.73782,AC-Archaeol(25:5(Me)_25:5),846.73338,C56H92O4,[M+NH4]+,CC(C\C(C)=C\COC[C@H](COC(C)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,5.243681310928211,0.9016206687951175,3,34,35,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_208063,649.64905,Archaeol(20:1_20:1),649.64932,C43H84O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-0.41560883955121597,0.8877565887101425,25,72,40,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_208279,829.7104,Gly-Archaeol(20:0(OH)_20:1),829.71271,C49H96O9,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COC1OC(CO)C(O)C(O)C1O,3,-2.7840961963398625,0.9176170120890643,2,72,10,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_208616,672.62783,Archaeol(20:3(Me)_20:3),672.62892,C44H78O3,[M+NH4]+,CC(C)CCC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\COC[C@H](CO)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,3,-1.620507188386278,0.5485897674235549,25,76,40,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_208685,851.69444,Hp-Archaeol(20:4(Me)_20:0),851.69706,C51H94O9,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C)COC1OC(C(O)CO)C(O)C(O)C1O,3,-3.0762111589054597,0.9836004692491694,2,55,46,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_209144,820.67664,PS-Archaeol(20:0_20:0),820.67898,C46H94NO8P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(=O)OCC(N)C(O)=O)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-2.8512975926394306,0.7525175129383036,13,117,37,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_209226,835.69797,2Me-PA-Archaeol(20:1(Me)_25:4),835.6939,C51H95O6P,[M+H]+,COP(=O)(OC)OC[C@@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,5,4.870204269852562,0.9993555579845159,3,63,69,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_209237,829.66475,MP(9:7(OH)),829.66056,C57H84N2O2,[M+H]+,C/C(=C\CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CCC(C)(O)CCOc1ccc2nc3ccccc3nc2c1)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCCC(C)C,3,5.050258144118774,0.6385929748689079,2,28,5,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_209504,824.7072,PG-Archaeol(20:0_20:0),824.71028,C46H95O8P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(=O)OCC(O)CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-3.7346448501504543,0.44485822854124096,9,100,33,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_209592,865.73414,PA-Archaeol(25:0_25:4),865.74085,C53H101O6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(O)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,3,-7.750587257143078,0.9587209978858573,2,56,71,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_209690,875.76431,DeoxyGly-Archaeol(20:0(Me)_25:4),875.76983,C55H102O7,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COC1CC(O)C(O)C(CO)O1)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,4,-6.303025990211531,0.9887843885806724,3,17,60,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_209819,876.70958,N-Me-APT-Archaeol(20:1_20:1),876.7052,C49H98NO9P,[M+H]+,C[NH2+]CC(OP([O-])(=O)OC[C@@H](COC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C)C(O)C(O)CO,4,4.9959781235119705,0.6827398826202917,5,35,46,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_209850,990.78244,PI-Archaeol(20:2(Me)_25:1),990.77327,C55H105O11P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)C)COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O,3,9.255397049545355,0.9186740402430646,19,78,65,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_209973,813.71562,PA-Archaeol(20:1(Me)_25:1),813.70955,C49H97O6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,3,7.459664200707438,0.9083785436783434,30,68,57,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_210022,682.66886,Archaeol(20:0(OH)_20:2),682.67078,C43H84O4,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCOC[C@H](CO)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,3,-2.8124830537510337,0.9895578248909426,3,90,7,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_210110,831.72604,Gly-Archaeol(20:0(OH)_20:0),831.72836,C49H98O9,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COC1OC(CO)C(O)C(O)C1O,1,-2.789372241606132,0.9637849413303436,3,57,11,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_210226,848.75072,Gly-Archaeol(20:0(OH)_20:0),848.7549,C49H98O9,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)COC1OC(CO)C(O)C(O)C1O,1,-4.924861111281231,0.9989294906962942,2,26,11,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_210259,804.68464,PME-Archaeol(20:0(OH)_20:1),804.68407,C46H94NO7P,[M+H]+,CNCCOP(O)(=O)OC[C@@H](COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,4,0.7083525338399335,0.6445608861189962,2,58,11,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_211209,958.70678,NAcGly-P-Archaeol(20:0(Me)_20:3(Me)),958.71068,C53H100NO11P,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COP(O)(=O)OC1OC(CO)C(O)C(O)C1NC(C)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)C,4,-4.067963444450418,0.9840063408256037,3,73,59,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_211386,1038.78083,PGly-Archaeol(25:2_25:5),1038.77327,C59H105O11P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\COC[C@H](COP(O)(=O)OC1OC(CO)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,4,7.277815302286537,0.9990145598278737,2,98,75,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_211563,837.71406,2Me-PA-Archaeol(20:4(Me)_25:0),837.70955,C51H97O6P,[M+H]+,COP(=O)(OC)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C)OCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,5,5.383727569993715,0.999889150518208,2,27,61,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_212117,815.73068,PA-Archaeol(20:0(Me)_25:1),815.7252,C49H99O6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,3,6.717948642550365,0.888784989885806,20,49,57,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_212857,651.66468,Archaeol(20:0_20:1),651.66497,C43H86O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,-0.4450139464510855,0.788664456258636,28,148,41,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_213335,668.69023,Archaeol(20:0_20:1),668.69152,C43H86O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,-1.929140659547013,0.83309036908409,21,67,41,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_213959,719.66755,DMK(8:0),719.67006,C50H86O2,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCC1=CC(=O)c2ccccc2C1=O,4,-3.48770935396329,0.9698544511668938,2,26,4,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_214209,813.71483,PA-Archaeol(20:1(Me)_25:1),813.70955,C49H97O6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,3,6.4888018089140544,0.9331133541995591,17,53,57,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_214504,835.69685,PS-Archaeol(20:0_20:1),835.68988,C46H92NO8P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(=O)OCC(N)C(O)=O)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,8.340414508817435,0.9996521630219342,2,57,49,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_215244,672.62976,MeO-Archaeol(20:2_20:4),672.62892,C44H78O3,[M+NH4]+,COC[C@@H](COC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,1.248831227832508,0.6155600337714097,13,29,49,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_215582,992.79854,PI-Archaeol(20:1(Me)_25:1),992.78892,C55H107O11P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O,3,9.689874459961558,0.934063321789542,9,65,62,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_215637,996.82091,PME-Archaeol(25:5_30:4(Me)),996.81435,C62H110NO6P,[M+H]+,CNCCOP(O)(=O)OC[C@@H](COC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,5,6.580964650073376,0.9989351696365105,4,29,79,Gold,Methanobacteriota,Archaea
