feature_id,query_mz,archlips_name,archlips_mz,archlips_formula,archlips_adduct,archlips_smiles,archlips_confidence,mass_error_ppm,cosine,matched_peaks,query_n_peaks,ref_n_peaks,archlips_tier,phylum,kingdom
A15_OE21-4-POS_215698,994.80998,MeOGly-Archaeol(25:5(Me)_25:5(Me)),994.80694,C62H104O8,[M+NH4]+,COC1C(OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC(CO)C(O)C1O,3,3.055869312634425,0.9187084114183305,2,50,32,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_215735,997.81922,NAcGly-Archaeol(25:3_25:5),997.81784,C61H105NO8,[M+NH4]+,CC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COC1OC(CO)C(O)C(O)C1NC(C)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,4,1.3830179664120257,0.9982622778969522,3,65,66,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_215788,761.5965,PnE-Archaeol(20:4_20:4),761.59558,C45H78NO5P,[M+NH4]+,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COP(O)(=O)CCN)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,5,1.2079902038703534,0.6952814451567766,9,34,30,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_215849,653.68027,Archaeol(20:0_20:0),653.68062,C43H88O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-0.5354296721016903,0.537706602854039,25,57,29,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_215932,651.66483,Archaeol(20:0_20:1),651.66497,C43H86O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,-0.21483431891021315,0.8517330247810404,14,24,41,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_217305,908.76747,N-Me-APT-Archaeol(20:0(Me)_20:0(Me)),908.7678,C51H106NO9P,[M+H]+,C[NH2+]CC(OP([O-])(=O)OC[C@@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)OCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)C(O)C(O)CO,4,-0.3631290632905765,0.9589949921343774,2,178,35,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_217433,666.67586,Archaeol(20:1_20:1),666.67587,C43H84O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-0.014999793060515696,0.692558204819797,37,132,40,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_217504,653.67999,Archaeol(20:0_20:0),653.68062,C43H88O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-0.9637734097134756,0.6940921491371373,16,40,29,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_217562,649.64884,Archaeol(20:1_20:1),649.64932,C43H84O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-0.7388601592604941,0.6546020070871684,36,162,40,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_217647,684.68578,Archaeol(20:0(OH)_20:1),684.68643,C43H86O4,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-0.9493396852490906,0.9462697734196543,4,171,6,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_217775,1334.31288,2OH-GDGT-0b,1334.3125,C86H172O8,[M+H]+,CC1CCCC(C)CCCC(C)CCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@@H](CO)COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)CCC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCO[C@@H](CO)COCCC(C)CCC1,2,0.2847908566771929,0.7573236331258919,27,80,73,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_217784,670.70486,Archaeol(20:0_20:0),670.70717,C43H88O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-3.444125996097282,0.7505046190739536,22,63,29,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_218063,995.81266,PA-Archaeol(30:4_30:5),995.8191,C63H111O6P,[M+H]+,CC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COP(O)(O)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,5,-6.467038039336442,0.9645299796343706,2,29,81,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_218209,830.74021,Gly-Archaeol(20:0_20:1),830.74434,C49H96O8,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COC1OC(CO)C(O)C(O)C1O)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,-4.971445246221304,0.9196693807810031,18,41,41,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_218211,980.82461,PnE-Archaeol(25:3(Me)_30:6(Me)),980.81944,C62H110NO5P,[M+H]+,CC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\COC[C@H](COP(O)(=O)CCN)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,5,5.271102701656272,0.9989700066780193,5,32,78,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_218374,997.82018,NAcGly-Archaeol(25:4_25:4),997.81784,C61H105NO8,[M+NH4]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COC1OC(CO)C(O)C(O)C1NC(C)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,4,2.3451174214361448,0.9581744333748466,3,172,51,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_218634,668.69081,Archaeol(20:0_20:1),668.69152,C43H86O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,-1.0617750916188156,0.8113546175777119,27,89,41,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_218713,669.6735,Archaeol(20:0(OH)_20:0),669.67554,C43H88O4,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-3.0462513233877453,0.8025136886218623,2,47,7,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_218744,651.66419,Archaeol(20:0_20:1),651.66497,C43H86O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,-1.1969340627240594,0.7792938831531495,26,48,41,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_218824,686.70122,Archaeol(20:0(OH)_20:0),686.70208,C43H88O4,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-1.2523625965844731,0.8235871450288214,4,118,7,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_218855,1358.38084,MeO-Homo-3Me-GDGT-0,1358.38527,C90H180O6,[M+H]+,COC[C@H]1COCCC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCC(C)CC(C)CC(C)CCCC(C)CCCC(C)CCO[C@@H](CO)COCCC(C)CCCC(C)CCCC(C)CCCC(C)CCC(C)CC(C)CC(C)CCCC(C)CCCC(C)CCO1,4,-3.2612249983810817,0.735626429961046,6,49,104,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_218866,796.65554,PE-Archaeol(20:1(Me)_20:3(Me)),796.65785,C47H90NO6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COP(O)(=O)OCCN)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)C,3,-2.8996136799248586,0.9999944934768594,2,76,54,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_219060,1356.3731,MeO-(MeO-)Homo-2Me-GDGT-1,1356.36962,C90H178O6,[M+H]+,COC[C@H]1COCCC(C)CCCC(C)CCCC(C)CCCC(C)CCC(C)CC(C)CC(C)CCCC(C)CCCC(C)CCO[C@@H](COC)COCCC(C)CCCC2CCC(C2)C(C)CCCC(C)CCC(C)CC(C)CC(C)CCCC(C)CCCC(C)CCO1,5,2.5656723276369298,0.857005024575666,7,66,105,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_219087,854.74006,NAcGly-Archaeol(20:0_20:1),854.74435,C51H99NO8,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COC1OC(CO)C(O)C(O)C1NC(C)=O)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,4,-5.019044583427463,0.8556438447698121,2,52,43,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_220418,726.73365,AC-Archaeol(20:0(Me)_20:0),726.73338,C46H92O4,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COC(C)=O,3,0.37152552425820395,0.9855169744834056,2,16,29,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_220537,1334.31661,2OH-GDGT-0b,1334.3125,C86H172O8,[M+H]+,CC1CCCC(C)CCCC(C)CCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@@H](CO)COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)CCC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCO[C@@H](CO)COCCC(C)CCC1,2,3.0802379503170636,0.6478099030896414,21,83,73,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_220552,684.68643,Archaeol(20:0(OH)_20:1),684.68643,C43H86O4,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,0.0,0.6985117988616758,6,236,6,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_220589,666.67565,Archaeol(20:1_20:1),666.67587,C43H84O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\COC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-0.329995444432371,0.6701427938774329,37,198,40,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_220625,649.64945,Archaeol(20:0_20:2),649.64932,C43H84O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,1,0.20010795980336293,0.39290700263237577,46,262,47,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_220729,1351.33808,2OH-GDGT-0b,1351.33904,C86H172O8,[M+NH4]+,CC1CCCC(C)CCCC(C)CCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@@H](CO)COCCC(C)(O)CCCC(C)CCCC(C)CCCC(C)CCC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCO[C@@H](CO)COCCC(C)CCC1,2,-0.7104064721443579,0.5958459150203598,29,93,73,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_220854,724.71616,AC-Archaeol(20:0(Me)_20:1),724.71773,C46H90O4,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COC(C)=O,3,-2.166360687788293,0.9744655740745389,2,16,40,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_221481,668.69074,Archaeol(20:0_20:1),668.69152,C43H86O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,-1.1664571429937762,0.81252316507531,32,183,41,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_221738,686.70169,Archaeol(20:0(OH)_20:0),686.70208,C43H88O4,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-0.5679318752588113,0.8057101413117906,3,247,7,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_221992,651.66453,Archaeol(20:0_20:1),651.66497,C43H86O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,-0.6751935738175019,0.40333279365732155,37,173,41,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_222060,712.71932,AC-Archaeol(20:0_20:0),712.71773,C45H90O4,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COC(C)=O)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,2.230897216599848,0.9970509399359441,3,15,28,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_222208,835.69799,Gly-Archaeol(20:1(Me)_20:3(Me)),835.70215,C51H94O8,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COC1OC(CO)C(O)C(O)C1O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)C,3,-4.9778500629155955,0.928136605490706,4,258,50,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_222343,813.71609,PA-Archaeol(20:0(Me)_25:2),813.70955,C49H97O6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\CO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,3,8.037265876961477,0.8761219900850374,13,43,65,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_223057,844.75787,2Me-PA-Archaeol(20:0_25:2),844.75175,C50H99O6P,[M+NH4]+,COP(=O)(OC)OC[C@@H](COCCC(C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,5,7.244731958246781,0.9413817082233895,4,36,70,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_223270,653.68032,Archaeol(20:0_20:0),653.68062,C43H88O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-0.45893971879523343,0.5240030631015954,22,80,29,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_223695,832.75611,PC-Archaeol(20:0(Me)_20:0),832.75175,C49H102NO6P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP([O-])(=O)OCC[N+](C)(C)C,5,5.235653962924343,0.6092152553378057,4,41,34,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_223815,835.7663,PME-Archaeol(20:0(Me)_20:0(Me)),835.76265,C48H100NO6P,[M+NH4]+,CNCCOP(O)(=O)OC[C@@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)OCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C,3,4.367268625839249,0.9055837364110108,4,55,33,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_223890,846.77359,2Me-PA-Archaeol(20:0_25:1),846.7674,C50H101O6P,[M+NH4]+,COP(=O)(OC)OC[C@@H](COCCC(C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,5,7.310153886487052,0.941689517621934,3,25,62,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_223971,748.65768,PA-Archaeol(20:0_20:1),748.65785,C43H87O6P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(O)=O)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-0.22707302144168875,0.6104758854106548,19,55,42,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_223979,673.6465,MeO-Archaeol(20:1(Me)_20:3),673.64932,C45H84O3,[M+H]+,COC[C@@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,3,-4.18615430361075,0.997802291438065,2,18,51,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_223991,670.70566,Archaeol(20:0_20:0),670.70717,C43H88O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-2.251355088470232,0.706426215931356,19,66,29,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_224019,653.68042,Archaeol(20:0_20:0),653.68062,C43H88O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-0.30595981253015564,0.5419611083803262,23,62,29,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_224256,834.76515,PA-Archaeol(20:0(Me)_25:0),834.7674,C49H101O6P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,3,-2.69536160612362,0.646336079019119,4,31,41,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_224699,748.65798,PA-Archaeol(20:0_20:1),748.65785,C43H87O6P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COP(O)(O)=O)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,0.1736440750593281,0.8504799741976861,22,113,42,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_224843,653.68087,Archaeol(20:0_20:0),653.68062,C43H88O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,0.38244976583661255,0.817171725837157,18,33,29,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_224845,832.7594,PA-Archaeol(20:1(Me)_25:0),832.75175,C49H99O6P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(O)=O,3,9.186411196388804,0.9139912664273822,11,64,49,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_224946,683.63669,MeO-Archaeol(20:2(Me)_20:4(Me)),683.63367,C46H82O3,[M+H]+,COC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,4.417570597411111,0.5335439272615117,33,131,49,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_224973,700.66315,MeO-Archaeol(20:2(Me)_20:4(Me)),700.66022,C46H82O3,[M+NH4]+,COC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,4.181770159567651,0.53020465439163,18,67,49,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_226663,653.68,Archaeol(20:0_20:0),653.68062,C43H88O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-0.9484754191217513,0.8597043789702725,9,16,29,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_227397,670.70715,Archaeol(20:0_20:0),670.70717,C43H88O3,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-0.029819272788140453,0.7769743439670607,12,55,29,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_227505,814.74726,Rib-Archaeol(20:0(Me)_20:1),814.74943,C49H96O7,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COC1OC(CO)C(O)C1O,5,-2.663395542330413,0.7473722511126674,24,84,42,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_227557,651.66558,Archaeol(20:0_20:1),651.66497,C43H86O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,1,0.9360638180963248,0.7743747459166092,28,49,41,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_228271,653.68168,Archaeol(20:0_20:0),653.68062,C43H88O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,1.6215870068967952,0.831055119740011,15,27,29,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_228318,816.76489,DeoxyGly-Archaeol(20:0_20:0),816.76508,C49H98O7,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](COC1CC(O)C(O)C(CO)O1)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,2,-0.23262502845376723,0.8861197789538684,14,58,29,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_229782,721.70626,AC-Archaeol(20:0(Me)_20:1(Me)),721.70684,C47H92O4,[M+H]+,CC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COC(C)=O)OC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)C,3,-0.8036504129759524,0.898732685645697,9,73,40,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_231309,653.67981,Archaeol(20:0_20:0),653.68062,C43H88O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,-1.2391372410601829,0.8003340851070224,6,22,29,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_231643,682.70546,MeO-Archaeol(20:0_20:1),682.70717,C44H88O3,[M+NH4]+,COC[C@@H](COCCC(C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,3,-2.5047342039820157,0.7584413292143658,6,51,41,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_231703,1324.30396,MeO-Mono-uns-Homo-Me-GDGT-2b,1324.30702,C88H170O6,[M+H]+,COC[C@H]1COC/C=C(/C)CCCC(C)CCCC(C)CCCC(C)CCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@@H](CO)COCCC(C)CCCC2CCC(C2)C(C)CCCC(C)CCC(C)CC(C)CC(C)C2CCC(CCCC(C)CCO1)C2,4,-2.310642436981832,0.5203701816735888,2,74,127,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_233441,653.68179,Archaeol(20:0_20:0),653.68062,C43H88O3,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@H](CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,1.7898649037535972,0.7994528436641968,10,21,29,Gold,Methanobacteriota,Archaea
A15_OE21-4-POS_33226,1024.73405,GluA-Gly-Archaeol(20:2(Me)_20:4(Me)),1024.72948,C57H98O14,[M+NH4]+,CC(C)CCCC(C)CCC\C(C)=C\C(C)C\C(C)=C\COC[C@H](COC1OC(COC2OC(C(O)C(O)C2O)C(O)=O)C(O)C(O)C1O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCC=C(C)C,4,4.459713601738009,0.9956531912161842,2,35,48,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_37200,994.72374,Gly-PS-Archaeol(20:0(Me)_20:1),994.73181,C53H104NO13P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)C)COP(O)(=O)OCC(N)C(=O)OC1OC(CO)C(O)C(O)C1O,4,-8.112739452833175,0.335585980707999,2,94,49,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_39554,906.67338,Me-PPA-Archaeol(20:1_25:3),906.67113,C49H94O9P2,[M+NH4]+,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,5,2.4816054306302195,0.9825762970219261,2,313,69,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_44645,1140.81814,NAcGly-P-Archaeol(25:5(Me)_30:5),1140.82023,C67H114NO11P,[M+H]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)COP(O)(=O)OC1OC(CO)C(O)C(O)C1NC(C)=O,5,-1.8320151983567574,0.9996295422480791,2,24,77,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_49204,832.63381,GluA-Archaeol(20:3_20:4),832.6297,C49H82O9,[M+NH4]+,CC(C)CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC[C@H](COC1OC(C(O)C(O)C1O)C(O)=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,3,4.936167902829357,0.6810413399495396,2,235,38,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_58691,934.70286,PI-Archaeol(20:1(Me)_20:2(Me)),934.71067,C51H97O11P,[M+NH4]+,CC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)OC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)C,3,-8.355526742904472,0.9867996666329402,3,293,53,Silver,Methanobacteriota,Archaea
A15_OE21-4-POS_68307,571.48644,"3,4-dihydrospheroidene",571.48734,C41H62O,[M+H]+,COC(C)(C)CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,4,-1.5748380357847562,0.49228713810565444,9,167,39,Bronze,Methanobacteriota,Archaea
A15_OE21-4-POS_73157,1050.78676,Gly-PS-Archaeol(20:1_25:0),1050.79441,C57H112NO13P,[M+H]+,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C)COP(O)(=O)OCC(N)C(=O)OC1OC(CO)C(O)C(O)C1O,4,-7.280206220370328,0.45449930048270865,2,30,56,Bronze,Methanobacteriota,Archaea
